ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001225208-07-011395	1531664	Class B Common Stock				89.96				I		By Zack Limited Partnership	
0001225208-07-011395	1531663	Class A Common Stock				142387.0				I		By Remainder of France Family Group	
0001225208-07-011394	1531728	Class B Common Stock				83092.0				D		By Boone County Corporation	
0001225208-07-011393	1814283	Class A Common Stock				142387.0				I		By Western Opportunity	
0001225208-07-011393	1814284	Class B Common Stock				66582.3				I			
0001225208-07-011393	1814282	Class B Common Stock				79985.0				D		By Remainder of France Family Group	
0001225208-07-011394	1531729	Class B Common Stock				83375.0				I		By Nevair Holdings	
0001225208-07-011394	1531730	Class B Common Stock				76511.0				I		By Remainder of France Family Group	
0001225208-07-011394	1531731	Class A Common Stock				142387.0				I			
0001225208-07-011392	1572540	Class A Common Stock				142387.0				I		By Remainder of France Family Group	
0001225208-07-011392	1572541	Class B Common Stock				6094.5				I		By SM Holder Limited Partnership	
0001225208-07-011391	1604833	Class A Common Stock				142387.0				I		By Remainder of France Family Group	
0001225208-07-011391	1604834	Class B Common Stock				73199.28				I		By Western Opportunity	
0001225208-07-011390	1532336	Class A Common Stock				142387.0				I		By Remainder of France Family Group	
0001225208-07-011390	1532337	Class B Common Stock				73199.28				I		By Western Opportunity	
0001225208-07-011389	1757575	Class A Common Stock				19048.0				I			
0001225208-07-011389	1757574	Class B Common Stock				229533.0				D		By Remainder of France Family Group	
0001225208-07-011388	1607612	Class B Common Stock				255580.21				I			
0001225208-07-011388	1607611	Class A Common Stock				142286.16				I		By Western Opportunity	
0001225208-07-011388	1607610	Class B Common Stock				17914.8				I		By Remainder of France Family Group	
0001225208-07-011388	1607609	Class A Common Stock				100.84				I		By BBL Limited P/S	
0001225208-07-011388	1607608	Class B Common Stock				1500.0				D		By BBL Limited P/S	
0001225208-07-011387	1745093	Class B Common Stock				19.77				I		By Wstrn Oppty thru JA Holder Ltd P/S	
0001225208-07-011387	1745092	Class A Common Stock				142387.0				I		By Remainder of France Family Group	
0001225208-07-011387	1745091	Class B Common Stock				6032.66				I		By JA Holder Limited Partnership	
0001225208-07-011386	1534706	Class A Common Stock				142387.0				I		By Remainder of France Family Group	
0001225208-07-011386	1534707	Class B Common Stock				1005.0				I		By Western Opportunity	
0001225208-07-011385	1922458	Class B Common Stock				1005.0				I		By Western Opportunity	
0001225208-07-011385	1922457	Class A Common Stock				142387.0				I		By Remainder of France Family Group	
0001225208-07-011384	1824796	Class B Common Stock				2973.74				I		By J Holder Limited Partnership	
0001225208-07-011384	1824797	Class B Common Stock				238009.66				I		By J Holder Ltd P/S / J Holder Company	
