ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001084991-20-000014	114920	Common Stock				106200.0				I			
0001084991-20-000014	114919	Common Stock				38548.0				D		By the William & Cheryl Hughes Trust	
0000919574-20-002664	74891	Common Stock				10613180.0				D			
0001437749-20-006703	114487	Class B Common Stock				100.0				I		By the reporting person as UTMA custodian for son	
0001437749-20-006703	114486	Class B Common Stock				100.0				I		By the reporting person as UTMA custodian for daughter	
0001437749-20-006703	114485	Class B Common Stock				50325.0	F2			I		By trust	
0001437749-20-006703	114484	Class B Common Stock				50325.0	F1			I		By trust	
0001437749-20-006701	114234	Class A Common Stock				510.0	F32			I		By the Estate of Stephen F. Butterfield	
0001437749-20-006701	114233	Class B Common Stock				90299.0	F31			I		By GRAT	
0001437749-20-006701	114232	Class B Common Stock				59387.0	F30			I		By GRAT	
0001437749-20-006701	114231	Class B Common Stock				77937.0	F29			I		By GRAT	
0001437749-20-006701	114230	Class B Common Stock				54340.0	F28			I		By GRAT	
0001437749-20-006701	114229	Class B Common Stock				89690.0	F27			I		By GRAT	
0001437749-20-006701	114228	Class B Common Stock				85790.0	F26			I		By GRAT	
0001437749-20-006701	114227	Class B Common Stock				77950.0	F25			I		By GRAT	
0001437749-20-006701	114226	Class B Common Stock				54352.0	F24			I		By GRAT	
0001437749-20-006701	114225	Class B Common Stock				59454.0	F23			I		By GRAT	
0001437749-20-006701	114224	Class B Common Stock				90311.0	F22			I		By GRAT	
0001437749-20-006701	114223	Class B Common Stock				98657.0	F21			I		By GRAT	
0001437749-20-006701	114222	Class B Common Stock				100000.0	F20			I		By GRAT	
0001084991-20-000013	86573	Common Stock				17667.0				I		By Rabbi Trust	
0001437749-20-006699	80708	Class B Common Stock				1586691.0	F3			I		By CLAT	
0001437749-20-006699	80723	Class B Common Stock				50325.0	F18			I		By the reporting person as UTMA custodian for daughter	
0001437749-20-006699	80707	Class B Common Stock				70586.0				D		By corporation	
0001437749-20-006699	80706	Class B Common Stock				135332.0	F2			I		By trust	
0001437749-20-006699	80705	Class B Common Stock				745745.0	F1			I		By the Estate of Stephen F. Butterfield	
0001437749-20-006699	80725	Class B Common Stock				100.0				I			
0001437749-20-006699	80724	Class B Common Stock				100.0				I		By the reporting person as UTMA custodian for son	
0001437749-20-006699	80721	Class B Common Stock				76521.0	F16			I		By trust	
0001437749-20-006699	80722	Class B Common Stock				50325.0	F17			I		By trust	
0001437749-20-006699	80720	Class B Common Stock				88385.0	F15			I		By GRAT	
0001437749-20-006699	80719	Class B Common Stock				82947.0	F14			I		By GRAT	
0001437749-20-006699	80718	Class B Common Stock				95787.0	F13			I		By GRAT	
0001437749-20-006699	80717	Class B Common Stock				76521.0	F12			I		By GRAT	
0001437749-20-006699	80716	Class B Common Stock				88385.0	F11			I		By GRAT	
0001437749-20-006699	80715	Class B Common Stock				92327.0	F10			I		By GRAT	
0001437749-20-006699	80714	Class B Common Stock				94288.0	F9			I		By GRAT	
0001437749-20-006699	80713	Class B Common Stock				82947.0	F8			I		By GRAT	
0001437749-20-006699	80712	Class B Common Stock				95787.0	F7			I		By GRAT	
0001437749-20-006699	80711	Class B Common Stock				99259.0	F6			I		By GRAT	
0001437749-20-006699	80710	Class B Common Stock				100000.0	F5			I		By GRAT	
0001437749-20-006699	80709	Class B Common Stock				61941.0	F4			I		By GRAT	
0001209191-20-021963	103724	Common Stock, $0.01 par value per share				316.0	F1			D			
0001209191-20-021953	104920	Common Stock				1273147.0				I		Held by Trust 2	F2
0001209191-20-021953	104921	Common Stock				15000.0				I		Held by Trust 1	F3
0001209191-20-021953	104922	Common Stock				7000.0				I		Held by Trust 3	F4
0001209191-20-021953	104923	Common Stock				31400.0				I		Held by IRA	F5
0001179110-20-004273	112918	Class A Common Stock				131651.68	F1			D			
0001758554-20-000040	82744	Common Stock				5437.0				D			
0001179110-20-004272	83066	Class B Common Stock				1623635.54				I		By 3MR Partners, L.P.	
0001179110-20-004272	83068	Class A Common Stock				1486.43				I			
0001179110-20-004272	83067	Class A Common Stock				82751.36	F4			D		By 3MR Partners, L.P.	
0001179110-20-004271	114980	Class B Common Stock				79995.43	F3			D			
0001179110-20-004271	114979	Class A Common Stock				3682.84	F2, F1			D			
0001179110-20-004270	84520	Class A Common Stock				22992.06	F2, F1			D			
0001179110-20-004270	84521	Class B Common Stock				76261.55	F3			D			
0001179110-20-004269	88484	Class B Common Stock				85297.29	F3			D			
0001179110-20-004269	88483	Class A Common Stock				36946.05	F2, F1			D			
0001758554-20-000039	71416	Common Stock				252000.0				D			
0001758554-20-000036	111506	Common Stock				5024.0				D			
0001758554-20-000032	98371	Common Stock				1803.0				D			
0001493152-20-005526	86985	Common Stock				390000.0				D			
0001209191-20-021920	105940	Common Stock				7117.0				I		By 401(k)	
0001209191-20-021919	80159	Class A Common Stock				53517.0				D			
0001209191-20-021918	103092	Class A Common Stock				999000.0				I			
0001209191-20-021918	103091	Common Stock				832500.0				I			
0001209191-20-021918	103090	Common Stock				36913.0				D		Trust F/B/O Children	
0001209191-20-021918	103089	Class A Common Stock				1160338.0				I		Trust F/B/O Children	
0001209191-20-021918	103088	Class A Common Stock				500.0				I		Spouse	
0001209191-20-021918	103087	Class A Common Stock				81635.0				D		Children	
0001209191-20-021918	103086	Common Stock				6841.0				I		By Spouse's 401(k) plan	
0001209191-20-021917	79571	Class A Common Stock				500.0				I		Children	
0001209191-20-021917	79572	Class A Common Stock				1160338.0				D		Spouse	
0001209191-20-021917	79573	Common Stock				36913.0				I		Trust F/B/O Children	
0001209191-20-021917	79574	Common Stock				832500.0				I		Trust F/B/O Children	
0001209191-20-021917	79570	Class A Common Stock				81635.0				I		Spouse	
0001209191-20-021917	79575	Class A Common Stock				999000.0				I			
0001209191-20-021917	79569	Common Stock				6841.0				I		By 401(k) plan	
0001493152-20-005524	77267	Common Stock				2100.0				I		See Footnote	F4
0001493152-20-005524	77266	Common Stock				2100.0				I		See Footnote	F3
0001518715-20-000073	74035	Common Stock				300.0				I		Courtney Mason, Mr. Mason's spouse	
0001518715-20-000072	101244	Common Stock				425.81				I		HomeStreet, Inc. 401(k) Savings Plan	F2
0001518715-20-000071	69353	Common Stock				2286.7				I		HomeStreet, Inc. 401(k) Savings Plan	F2
0001518715-20-000071	69352	Common Stock				2000.0				I		Jeanie van Amen, Mr. van Amen's spouse	
0001518715-20-000070	108983	Common Stock				2401.23				I		HomeStreet, Inc. 401(k) Savings Plan	F2
0001104659-20-041345	84108	Common Stock				23316.0				D			
0001047340-20-000143	87694	Ordinary Shares				4062.0				D			
0001047340-20-000142	72684	Ordinary Shares				12493.0				D			
0001047340-20-000141	89933	Ordinary Shares				9093.0				D			
0001047340-20-000140	86673	Ordinary Shares				3125.0				D			
0001047340-20-000139	70121	Ordinary Shares				1928.0				D			
0001047340-20-000138	87245	Ordinary Shares				3312.0				D			
0001047340-20-000137	72100	Ordinary Shares				941.0				D			
0001047340-20-000136	75703	Ordinary Shares				3447.0				D			
0001047340-20-000135	113700	Ordinary Shares				5380436.0				D		Held by Spouse	
0001047340-20-000135	113701	Ordinary Shares				20000.0				I			
0001047340-20-000134	84717	Ordinary Shares				1012.0				D			
