ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0000899243-16-036468	527674	Common Stock				22000.0				I		By children	
0000899243-16-036460	501706	Common Stock				639321.0				D			
0001305773-16-000072	512403	Common Stock				930904.0				I		See footnote.	F4
0001305773-16-000072	512402	Common Stock				12498.0				I		See footnote.	F3
0000899243-16-036453	523746	Common Stock				1109943.0				D			
0001209191-16-157128	543788	Common Stock				7700.0				I		by wife	
0001140361-16-091275	528054	Common Stock				213805.0				I		by ADC 2010	F4
0001140361-16-091275	528056	Common Stock				1356648.0				I		by Senior Staff 2008	F4
0001140361-16-091275	528052	Common Stock				5483957.0				I		by Mascara Kaboom	F4
0001140361-16-091275	528051	Common Stock				6649997.0				I		by Kapital Joe	F4
0001140361-16-091275	528050	Common Stock				19711.0				I		by Incentive 2006	F3
0001140361-16-091275	528049	Common Stock				59133.0				I		by Staff 2006	F3
0001140361-16-091275	528048	Common Stock				118266.0				I		by Senior Staff 2006	F3
0001140361-16-091275	528047	Common Stock				135033.0				I		by Kellie L. Banks LTT	F3
0001140361-16-091275	528046	Common Stock				843044.0				I		by JPK 2012	F3
0001140361-16-091275	528045	Common Stock				75684.0				I		by ZSK 2009	F3
0001140361-16-091275	528044	Common Stock				850355.0				I		by MGK 2009	F3
0001140361-16-091275	528043	Common Stock				720562.0				I		by JPK 2009	F3
0001140361-16-091275	528042	Common Stock				114181.0				I		by ZSK 2008	F3
0001140361-16-091275	528041	Common Stock				140007.0				I		by MGK 2008	F3
0001140361-16-091275	528040	Common Stock				139052.0				I		by JPK 2008	F3
0001140361-16-091275	528039	Common Stock				1403.0				I		by Lotus	F3
0001140361-16-091275	528038	Common Stock				311287.0				I		by Staff 2001	F3
0001140361-16-091275	528061	Common Stock				243001.0				I		by NRM VII Holdings	F4
