ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001388681-07-000048	1878950	Common Stock				4286.0				D			
0001181431-07-022282	1513451	Class A Common Stock				8255.0				I		By Limited Partnership I	
0000921895-07-000712	1799190	Common Stock, par value $1.00 per Share				2610094.0				I		By affiliates of Ramius Capital	F1, F2
0000921895-07-000711	1635201	Common Stock, par value $1.00 per Share				2610094.0				I		By affiliates of Ramius Capital	F1, F2
0001388681-07-000046	1930397	Common Stock				9125.0				D			
0001144204-07-015912	1764982	Common Stock, par value $0.001				67057843.0				D			
0001144204-07-015910	1627953	Common Stock, par value $0.001				67057843.0				I		See Footnote	F1
0001144204-07-015908	1882109	No securities are beneficially owned				0.0	F1			D	F1		
0001144204-07-015905	1659758	Common Stock, par value $0.001				0.0	F1			D			
0001127602-07-001287	1631444	Class A Common Stock	F2			1841.0				I		By Trust	
0001127602-07-001287	1631443	Class A Common Stock	F1, F2			8255.0				I		By Limited Partnership I	
0001127602-07-001286	1669680	Class A Common Stock	F2			1841.0				I		By Trust	
0001127602-07-001286	1669679	Class A Common Stock	F1, F2			8255.0				I		By Limited Partnership I	
0001181431-07-022270	1563610	Common Stock				432710.0				I		Theodore Waitt 2003 GRAT II	
0001181431-07-022270	1563611	Common Stock				356.0				I		Avalon Portfolio, LLC	F2
0001127602-07-001285	1532273	Class A Common Stock	F2			1841.0				I		By Trust	
0001127602-07-001285	1532272	Class A Common Stock	F1, F2			8255.0				I		By Limited Partnership I	
0001127602-07-001284	1709772	Class A Common Stock	F1, F2			8255.0				I		By Limited Partnership I	
0001127602-07-001284	1709773	Class A Common Stock	F2			1841.0				I		By Trust	
0001181431-07-022266	1662037	Common Stock				432710.0				I		Theodore Waitt 2003 GRAT II	
0001181431-07-022266	1662036	Common Stock				356.0				I		Avalon Portfolio, LLC	F2
0001127602-07-001283	1771389	Class A Common Stock	F2			1841.0				I		By Trust	
0001127602-07-001283	1771388	Class A Common Stock	F1, F2			8255.0				I		By Limited Partnership I	
0001127602-07-001282	1488428	Class A Common Stock	F1, F2			8255.0				I		By Limited Partnership I	
0001127602-07-001282	1488429	Class A Common Stock	F2			1841.0				I		By Trust	
0001127602-07-001281	1672124	Class A Common Stock	F2			1841.0				I		By Trust	
0001127602-07-001281	1672123	Class A Common Stock	F1, F2			8255.0				I		By Limited Partnership I	
0001127602-07-001280	1826267	Class A Common Stock	F2			1841.0				I		By Trust	
0001127602-07-001280	1826266	Class A Common Stock	F1, F2			8255.0				I		By Limited Partnership I	
0001127602-07-001279	1670900	Class A Common Stock	F1, F2			15246.0				I		By Limited Partnership II	
0001127602-07-001279	1670901	Class A Common Stock	F2			1841.0				I		By Trust	
0001127602-07-001278	1885247	Class A Common Stock	F1, F2			15246.0				I		By Limited Partnership II	
0001127602-07-001278	1885248	Class A Common Stock	F2			1841.0				I		By Trust	
0001127602-07-001277	1611538	Class A Common Stock	F1, F2			15246.0				I		By Limited Partnership II	
0001127602-07-001277	1611539	Class A Common Stock	F2			1841.0				I		By Trust	
0001127602-07-001276	1760684	Class A Common Stock	F1, F2			15246.0				I		By Limited Partnership II	
0001127602-07-001276	1760685	Class A Common Stock	F2			1841.0				I		By Trust	
0001127602-07-001275	1596071	Class A Common Stock	F1, F2			15246.0				I		By Limited Partnership II	
0001127602-07-001275	1596072	Class A Common Stock	F2			1841.0				I		By Trust	
0001127602-07-001274	1739491	Class A Common Stock	F2			1841.0				I		By Trust	
0001127602-07-001274	1739490	Class A Common Stock	F1, F2			15246.0				I		By Limited Partnership II	
0001127602-07-001273	1874537	Class A Common Stock	F1, F2			15246.0				I		By Limited Partnership II	
0001127602-07-001273	1874538	Class A Common Stock	F2			1841.0				I		By Trust	
0001127602-07-001272	1734758	Class A Common Stock	F2			1841.0				I		By Trust	
0001127602-07-001272	1734757	Class A Common Stock	F1, F2			15246.0				I		By Limited Partnership II	
0000950142-07-000786	1861965	Common Stock, par value $0.01 per share				48935908.46	F1, F2			D			
0001093557-07-000021	1529565	Common Stock				10000.0				I			
0001093557-07-000021	1529564	Common Stock				10000.0				I		by Spouse	F3
0001093557-07-000021	1529563	Common Stock				9950.0				D		by Daughter	F2
