ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001181431-13-051184	951689	Common Stock				150000.0				I		By trust.	
0001584518-13-000004	932359	Common Stock				1993.0	F1			D			
0000320187-13-000158	927299	Class B Common Stock				8943.0				I		by ESPP	F2
0000320187-13-000158	927300	Class B Common Stock				5704.0				I		by Retirement Plan	F3
0000904454-13-001083	929511	Common Stock				99824.0				I		By WCAS Capital Partners IV,  L.P.	F1
0000904454-13-001083	929512	Common Stock				113.0				I		By The Swani Family LLC	F2
0000904454-13-001083	929510	Common Stock				2063927.0				I		By Welsh, Carson, Anderson & Stowe X, L.P.	F1
0001214659-13-005485	924427	Common Stock				9200.0	F3			I		By 401(k) Plan	
0001127602-13-028057	928366	Common Stock				10700.0				D			
0001127602-13-028053	967955	Common Stock				17894.0				I		Shares are registered as Roger P Crouthamel custodian for Lauren K Crouthamel	
0001181431-13-051158	947542	Common Stock				153846.0				D	F5		
0001379041-13-000190	929080	No securities are beneficially owned				0.0				D			
0001379041-13-000189	913542	No securities are beneficially owned				0.0				D			
0001209191-13-046179	932554	Common Stock				7667667.0				I		Walker Digital, LLC	F1
0001209191-13-046177	970145	Common Stock				7667667.0				I		Walker Digital, LLC	F1
0000904454-13-001081	944238	Class A Common Stock				130144.0				D			
0001225208-13-020713	937441	Common Stock				2403.23				I		By Spouse	
0001225208-13-020713	937439	Common Stock				3391.41				I		By 401(k)	
0001225208-13-020713	937440	Common Stock				5342.51				I		By IRA	
0001246360-13-004487	967844	Class A Common Stock				15000.0				D			
0001246360-13-004486	928606	Class A Common Stock				15417.0				I			
0001246360-13-004486	928605	Class A Common Stock				306053.0				D		Held in 401(k) Plan	
0001246360-13-004485	943651	Class A Common Stock				1250.0				D			
0001246360-13-004484	948621	Class A Common Stock				25000.0				I		Owned by Trust	
