ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001127602-11-026187	1219210	Ordinary Shares				895.17	F3			I			
0001127602-11-026187	1219208	Ordinary Shares				2911.0	F2			D		By Plan Trustee	
0001127602-11-026187	1219209	Ordinary Shares (Restricted Share Units)				6076.0	F2			D			
0001127602-11-026184	1328583	Ordinary Shares (Restricted Share Units)				16004.0	F2			D			
0001127602-11-026184	1328584	Ordinary Shares				1173.88	F3			I			
0001127602-11-026184	1328582	Ordinary Shares				15619.0	F2			D		By Plan Trustee	
0001127602-11-026182	1352232	Ordinary Shares				61489.0	F3, F2			D		By Plan Trustee	
0001127602-11-026182	1352234	Ordinary Shares				4031.29	F4			I			
0001127602-11-026182	1352233	Ordinary Shares (Restricted Share Units)				23906.0	F2			D			
0001127602-11-026179	1255020	Ordinary Shares (GRAT)				20000.0	F4			I			
0001127602-11-026179	1255019	Ordinary Shares				1809.37	F3			I			
0001127602-11-026179	1255017	Ordinary Shares				24659.0	F2			D		By Plan Trustee	
0001127602-11-026179	1255018	Ordinary Shares (Restricted Share Units)				4409.0	F2			D		By grantor retained annuity trust	
0001127602-11-026177	1409252	Ordinary Shares				11126.0	F2			D		By Plan Trustee	
0001127602-11-026177	1409253	Ordinary Shares (Restricted Share Units)				10134.0	F2			D			
0001127602-11-026177	1409254	Ordinary Shares				12818.95	F3			I			
0001127602-11-026176	1276040	Ordinary Shares (TDCP)	F1			2489.06				D			
0001127602-11-026175	1386005	Ordinary Shares				18070.0	F2			D		By Plan Trustee	
0001127602-11-026175	1386006	Ordinary Shares (Restricted Share Units)				12819.0	F2			D			
0001127602-11-026175	1386007	Ordinary Shares				1284.91	F3			I			
0001127602-11-026173	1261401	Ordinary Shares				21760.0	F2			D			
0001127602-11-026172	1432145	Ordinary Shares				11610.0	F2			D			
0001127602-11-026171	1390120	Ordinary Shares				27195.0	F2			D			
0001127602-11-026170	1472568	Ordinary Shares				1791.0	F2			D			
0001127602-11-026169	1333438	Ordinary Shares				19449.0	F2			D			
0001127602-11-026168	1251837	Ordinary Shares				6000.0	F2			D			
0001127602-11-026167	1470467	Ordinary Shares				21720.0	F2			D		By Spouse	
0001127602-11-026167	1470468	Ordinary Shares				280.0	F2			I			
0001127602-11-026166	1284631	Ordinary Shares				11049.0	F2			D			
0001140361-11-047530	1255824	Common Stock				29669.0				I		See footnote	F2
0001140361-11-047522	1259358	Common Stock				59200.0				I		See footnote	F4
0001140361-11-047522	1259356	Common Stock				15250.0				I		By  spouse	F2
0001140361-11-047522	1259357	Common Stock				5600.0				I		See footnote	F3
0000891293-11-000054	1391484	Common Stock				3.0				I		By wife	
0001209191-11-049540	1446015	No securities beneficially owned.				0.0				D			
0000072333-11-000130	1252948	Common Stock				6310.52				I		By 401(k) Plan, per Plan statement dated 8/31/11	
0001209191-11-049538	1432702	No securities beneficially owned.				0.0				D			
0001179110-11-013747	1269273	Common Stock				27000000.0				I		By Fisher Core Holdings L.P.	F1
0001179110-11-013747	1269272	Common Stock				121855.0				I		By spouse	
