ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0000893877-11-000446	1323922	Common Stock				17000.0				I		By wife's pension plan	
0000893877-11-000446	1323921	Common Stock				883667.0				I		By pension plan	
0000320187-11-000189	1270177	Class B Common Stock				5367.0				I		by ESPP	F3
0000320187-11-000189	1270178	Class B Common Stock				2294.0				I		by Retirement Plan	F4
0001062993-11-005062	1335745	Common Stock, par value $0.001 per share				6005242.0				I		Held by Karmen Investment Holdings Limited	F4
0001303681-11-000240	1449951	common				1648800.0				D			
0001209191-11-063554	1324428	Common Stock				2500.0	F1			D			
0001127602-11-033431	1342740	Common Stock				3000.0				I		Shares registered as Joaquin Phillip Leon Guerrero Cook by Jeffrey Cook or Lourdes Leon Guerrero	F1
0001127602-11-033428	1378499	Common Stock				600.0				D		Shares are registered as Joaquin Phillip Leon Guerrero Cook by Jeffrey Cook or Lourdes Leon Guerrero	F1
0001127602-11-033428	1378500	Common Stock				3000.0				I			
0000740260-11-000207	1470605	Common Stock				4326.0	F3			I		By IRA	
0000740260-11-000206	1230594	Common Stock				5000.0	F3, F2			I		By Trust	
0001136261-11-000717	1393142	Stock Warrant Notice				1000000.0				D			
0000891293-11-000075	1380507	Common Stock				3.0				I		By Wife	
0000072333-11-000170	1416388	Common Stock				280726.0				I		See	F4
0000072333-11-000170	1416387	Common Stock				253553.0				I		See	F3
0000072333-11-000170	1416389	Common Stock				563265.0				I		See	F5
0000072333-11-000170	1416386	Common Stock				1014845.0				I		See	F2
0000072333-11-000170	1416390	Common Stock				6935360.0				I		See	F6
0000072333-11-000170	1416393	Common Stock				236776.0				I		By wife	
0000072333-11-000170	1416392	Common Stock				5501520.0				I		See	F8
0000072333-11-000170	1416391	Common Stock				1555200.0				I		See	F7
0001136261-11-000716	1431660	Stock Option Grant Notice				500000.0				D			
0001136261-11-000716	1431659	Stock Option Grant Notice				500000.0				D			
0001136261-11-000716	1431658	Stock Option Grant Notice				500000.0				D			
0000950142-11-002106	1306204	Common Stock (par value $0.01 per share)				101089.0				D	F3, F2, F10, F9		
0000950142-11-002106	1306203	Common Stock (par value $0.01 per share)				79100.0				D	F3, F8, F2, F7		
0001140361-11-059320	1362636	Common Stock				85268.0	F1			D			
0001140361-11-059319	1444696	Common Stock				15348.0	F1			D			
0001179110-11-017306	1413142	Common shares without par value				6603.0	F1			I		Profit Sharing Trust	
0001179110-11-017306	1413143	Common shares without par value				20400.0	F2			I		By wife	
0001181431-11-062280	1352905	Class B Common Stock				626250.0				D		By IRA	
0001181431-11-062280	1352906	Class B Common Stock				5000.0				I			
0001181431-11-062279	1349667	Common Shares				44488.0	F2			D			
0001181431-11-062278	1315940	Common Shares				814558.0	F2			D			
0001246360-11-004418	1411423	Class A Common Stock				1200.0				D			
0001246360-11-004417	1285207	Class A Common Stock				40000.0				D			
0001246360-11-004416	1379274	Class A Common Stock				5000.0				D			
0001246360-11-004415	1461449	Class A Common Stock				7250.0				I		As Custodian for Minor Children	
0001246360-11-004415	1461448	Class A Common Stock				123583.0				I		Busch Family Foundation	
0001246360-11-004415	1461450	Class A Common Stock				14432.0				I			
0001246360-11-004415	1461447	Class A Common Stock				70000.0				I		As Co-Trustee of Union Bank Trust Shares	
0001246360-11-004415	1461446	Class A Common Stock				140185.0				D		As Co-Trustee of Charitable Trust	
0001246360-11-004413	1261313	Class A Common Stock				42499.0				D			
0001246360-11-004412	1396874	Class A Common Stock				800.0				I			
0001246360-11-004412	1396873	Class A Common Stock				173996.0				D		As Custodian for minor grandchildren	
0001246360-11-004411	1376550	Class A Common Stock				25000.0				I		Owned by Trust	
0001246360-11-004411	1376548	Class A Common Stock				33800.0				I		Owned by corporation	
0001246360-11-004411	1376549	Class A Common Stock				88000.0				D		Owned by partnership	
0001246360-11-004411	1376551	Class A Common Stock				138062.0				I			
0001246360-11-004409	1475506	Class A Common Stock				162230.0				D		Held in 401(k) Plan	
0001246360-11-004409	1475507	Class A Common Stock				13278.0				I			
0001140361-11-059313	1290743	Navistar International Corporation Common Stock				7251426.0				I		please see footnotes	F3, F2, F5, F4, F1
0001123292-11-000955	1362781	Common Stock				10345.0				I		By 401(k) Plan	
0001123292-11-000951	1308198	Common Stock				1119.0				I		By Pieczynski Living Trust	F3
0001123292-11-000951	1308197	Common Stock				4000.0				I		By Spouse	
0001104659-11-071817	1383038	Common Stock, par value $.001 per share				21809904.0				I		By wholly-owned subsidiary	
0001104659-11-071817	1383039	Class B Common Stock, par value $.001 per share				12799999.0				I		By wholly-owned subsidiary	
0001225208-11-027103	1248798	Common Stock				25.0				I		By Daughter	
0001127602-11-033411	1292746	Common Stock				107610.0				I		By Wife	
0001127602-11-033410	1296853	Common Stock				153895.0	F1			D		401(k)	
0001127602-11-033410	1296854	Common Stock				1270.0				I			
0000100885-11-000178	1252882	Common Stock	F2			100.0				I		by Son	
0001140361-11-059305	1258041	Common Stock, par value $1.00 per share				512375.0				D		(2)	
0001140361-11-059305	1258042	Common Stock, par value $1.00 per share				7500.0				I	F2		
0001362182-11-000006	1321258	Common Stock				25800.0				I		Owned in custodial accounts for the benefit of family members	
0001362182-11-000006	1321257	Common Stock				12916.0				I		Owned by IRA	
0001362182-11-000006	1321256	Common Stock				1632523.0				I		Owned by Spouse	
