ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001209191-16-143451	545418	Common Stock				20239.0	F3, F1, F2			D			
0001209191-16-143450	538845	Common Stock				14926.0	F3, F1, F2			D			
0001209191-16-143449	533718	Common Stock				20293.0	F1, F2			D			
0000943663-16-000485	537624	Common Stock, par value $0.01				23639.0	F3, F1, F2			I		By: SAILINGSTONE GLOBAL NATURAL RESOURCES FUND, L.P.	F2
0001127602-16-063586	539721	Common Stock				1200.0				D			
0001183121-16-000004	544726	Common Stock				266667.0	F1			I			
0001183121-16-000004	544725	Common Stock				21500.0	F2			D		By Retzloff Holdings, LTD.	
0001144204-16-126375	539768	Common Stock, $0.001 par value				5296.0	F1, F2			I		FGI Global Asset Allocation Fund, Ltd.	
0001144204-16-126375	539767	Common Stock, $0.001 par value				202666.0	F1, F2			I		Fundamental Global Partners Master Fund, LP	
0001144204-16-126375	539766	Common Stock, $0.001 par value				100223.0	F1, F2			I		Fundamental Global Partners, LP	
0001144204-16-126375	539769	Common Stock, $0.001 par value				4532.0	F1, F2			I		FGI Global Asset Allocation Master Fund, LP	
0001209191-16-143405	526649	Common Stock				238419.0				I		By Ann VanDeWater Parfet 2006 Revocable Trust, Dated May 5, 2006	F7
0001209191-16-143405	526650	Common Stock				4970.0				I		By wife	
0001209191-16-143405	526651	Common Stock				589.0				I		By Apjohn Group, LLC	F8
0001209191-16-143404	541810	Common Stock				43798.0				D		By E5 Investors LLC	
0001209191-16-143404	541811	Common Stock				4990.0				I			
0001127602-16-063582	509309	Common Stock				1200.0				I			
0001127602-16-063582	509308	Common Stock				6531.0	F1			D		Keough Plan	
0001209191-16-143403	522273	Common Stock				6509.0				D			
0001437749-16-039346	547532	Class A Common Stock, par value $0.01 per share				17301.0				I		By 401(k) plan	F3
0001437749-16-039346	547533	Class A Common Stock, par value $0.01 per share				2250.0				I		By reporting person's spouse	
0001127602-16-063580	528361	Common Stock				1318.0				D			
0001209191-16-143400	505831	Common Stock				0.0	F1			D			
0001195734-16-000104	523610	Common Stock				13775.0				I		by Trust	
0000910406-16-000135	523924	Common Stock				4140.0				I		By spouse	F2
0000910406-16-000135	523923	Common Stock				124782.0				I		By trust	
0001209191-16-143395	497727	Common Stock				0.0	F1			D			
0001209191-16-143394	511612	Common Stock				155000.0				I		As custodian for minor child	
0001209191-16-143394	511613	Common Stock				4209000.0				D		By Trust	F2
0001209191-16-143394	511611	Common Stock				6848609.0				I		By Sound Investment Partners, LLC	F1
0001209191-16-143394	511614	Common Stock				200000.0				I			
0001209191-16-143392	504234	Common Stock				14000.0				I		Revocable trust	
0001127602-16-063576	503089	Common Stock				31014.0	F1			D			
0001209191-16-143385	500690	Common Stock				16448.0				I			
0001209191-16-143385	500689	Common Stock				3750.0				D		By Trust	F1
0001562151-16-000195	518758	Common Stock				200000.0				I		By JSS Holding Corp - 5	
0001562151-16-000195	518752	Common Stock				14806.0				I		By JSS 2009 Family Trust	
0001562151-16-000195	518751	Common Stock				74806.0				I		By JSS 2008 Family Trust	
0001562151-16-000195	518750	Common Stock				77990.0				I		By Sarah A. Steinberg 2004 Trust	
0001562151-16-000195	518753	Common Stock				57403.0				I		By JSS 2011 Family Trust	
0001562151-16-000195	518754	Common Stock				200000.0				I		By JSS Holding Corp - 1	
0001562151-16-000195	518755	Common Stock				70000.0				I		By JSS Holding Corp - 2	
0001562151-16-000195	518756	Common Stock				200000.0				I		By JSS Holding Corp - 3	
0001562151-16-000195	518757	Common Stock				200000.0				I		By JSS Holding Corp - 4	
0001562151-16-000195	518759	Common Stock				200000.0				I		By JSS Holding Corp - 6	
