ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001209191-19-039563	156927	Common Stock				1591.0				I		By 401(k) Plan	
0001209191-19-039562	124166	Common Stock				1299.0				I		By 401(k) Plan	
0001272830-19-000152	142809	Common Stock				154230.0				I		By Kyra E. Citron 2016 Florida Descendant's Trust	
0001272830-19-000152	142810	Common Stock				158628.0				I		By Noah A. Citron 2016 Florida Descendant's Trust	
0001272830-19-000152	142811	Common Stock				8702829.0				D			
0000899243-19-018562	260751	Common Stock				20284.0				D			
0000006281-19-000100	233127	Comm Stock - $.16-2/3 value				4956.0				I		By Trust	
0000950142-19-001465	150828	Common Stock				14092.0				D			
0001225385-19-000135	157553	Common Stock				200.0				I		As UGMA custodian for son	
0001225385-19-000135	157552	Common Stock				200.0				I		By youngest daughter	
0001225385-19-000135	157551	Common Stock				200.0				I		By oldest daughter	
0001209191-19-039551	188641	Common Stock				125000.0				I		See footnote	F2
0001179110-19-008222	178367	Common Stock				19000.0	F5			I		See footnote	F6
0001209191-19-039547	267985	Common Stock				189393.0				D			
0001209191-19-039546	181057	Common Stock, par value $0.0001				406500.0				I		See Note 5	F5
0001209191-19-039546	181058	Common Stock, par value $0.0001				13979.0				D			
0001209191-19-039546	181056	Common Stock, par value $0.0001				39297.0				I		See Note 4	F4
0001209191-19-039546	181055	Common Stock, par value $0.0001				3971018.0				I		See Note 3	F3
0001209191-19-039544	132982	Common Stock				20407.0	F2			I		By 401(k) plan	
0001562180-19-003679	253746	Common Stock				13952.0				I		By Wife	
0001127602-19-023076	182299	Common				1708.0				I		By 401(k) plan	
0001144204-19-033133	264205	Common Stock				38323.0				I		By IRA	
0001144204-19-033133	264204	Common Stock				35787.0				I		By ROTH IRA	
0001144204-19-033133	264203	Common Stock				100000.0				I		By spouse	
0001144204-19-033133	264202	Common Stock				348484.0				D		By SEP IRA	
0001144204-19-033133	264206	Common Stock				17096.0				I			
0001127602-19-023074	121434	Common Stock				4155600.0				I		By Trust	F3
0001127602-19-023074	121433	Common Stock				1415891131.0				I		By Limited Liability Company	F2
0001127602-19-023073	232257	Common Stock				4155600.0				I		By Trust	F3
0001127602-19-023073	232256	Common Stock				1415891131.0				I		By Limited Liability Company	F2
0001445866-19-000763	231736	Common Stock				10479469.0				D	F1	footnote	F2
0001445866-19-000763	231738	Common Stock				4000000.0				I			
0001445866-19-000763	231737	Common Stock				2500000.0				I		footnote	F3
0000899243-19-018549	182887	CLASS A COMMON STOCK				200000.0				D			
0000899243-19-018549	182886	CLASS A COMMON STOCK				7235947.0				I		SEE FOOTNOTE	F1
0001209191-19-039533	191218	Common Stock				2000.0				I		By minor children	
0001209191-19-039533	191220	Common Stock				52489.0				I		Robert W. Eddy November 2018 GRAT II	
0001209191-19-039533	191219	Common Stock				86324.0				I		Robert W. Eddy November 2018 GRAT	
0001209191-19-039530	242830	Common Stock				90443.0				I		Christopher J. Baldwin Irrevocable Trust	
0001209191-19-039530	242831	Common Stock				849696.0				I		The Christopher J. Baldwin Grantor Retained Annuity Trust	
0001179110-19-008219	146558	Common Stock				31505.0				D			
0001567619-19-014121	257261	No Securities are beneficially owned				0.0				D			
0001567619-19-014116	186824	Common Stock				500.0				I		As trustee for grandchildren	
0001567619-19-014116	186822	Common Stock				10205.0	F1			I		By 401(k)	
0001567619-19-014116	186823	Common Stock				9592.0	F1			I		By ESOP	
0001567619-19-014114	132830	Common Stock				35000.0				I		By Spouse	
0001567619-19-014114	132831	Common Stock				29572.0	F2			I		By 401(k)	
0001567619-19-014114	132832	Common Stock				10982.0	F2			I		By ESOP	
0000902664-19-002892	230106	Common Stock				13516.0				I		See footnotes	F2, F4
0001144204-19-033097	146927	Class A Restricted Stock	F1			225000.0				D			
0001576940-19-000060	240484	Common Stock				1492793.0				I		By RJF Century LLC	
0001104485-19-000116	256103	Common Stock				175000.0				I		By IRA	
0001104485-19-000116	256104	Common Stock				50000.0				I		By Wife's IRA	
0001104485-19-000115	189124	Common Stock				50000.0				I		By IRA	
0001104485-19-000114	219217	Common Stock				30000.0				I		Held by Life Time Fitness 401(k) plan	
0001209191-19-039515	187985	Common Stock				9775.0				D			
0001209191-19-039513	213559	Common Stock				455028.0				I		The William W. Smith, Jr. Revocable Trust	
0001209191-19-039513	213560	Common Stock				6000.0				D	F2		
0000707179-19-000115	237770	COMMON STOCK				3577.0				I	F3	ONB KSOP	
0000707179-19-000115	237771	COMMON STOCK				14180.0				D	F4		
0000707179-19-000115	237769	COMMON STOCK				68505.0				D	F2		
0001209191-19-039504	230854	Common Stock				127664.0				D		See footnote	F2
0001209191-19-039504	230855	Common Stock				635719.0				I			
0001179110-19-008215	220511	Common Stock, $0.01 par value				501.0	F1			I		By spouse	
0001127602-19-023040	132944	Common Stock				140.0				I		By Spouse	
0001225208-19-009587	237547	Common Stock				19118.0				I		Unallocated Shares as a Trustee of ESOP	
0001225208-19-009587	237545	Common Stock				19173.04				I		By ESOP	
0001225208-19-009587	237546	Common Stock				465.0				I		By Wife	
0001127602-19-023033	174959	Commom Stock				116389.22	F1			D			
0001225208-19-009586	265561	Common Stock				19118.0				I		Unallocated Shares as a Trustee of ESOP	
0001225208-19-009586	265557	Common Stock				42815.85				I		By ESOP	
0001225208-19-009586	265558	Common Stock				676.0				I		By Son/LDH	
0001225208-19-009586	265559	Common Stock				7580.08				I		By Spouse	
0001225208-19-009586	265560	Common Stock				200.0				I		By Wife	
0001225208-19-009586	265556	Common Stock				3452.0				I		As Co-Trustee/HCLjr Trust	
0001127602-19-023030	211340	Commom Stock				54491.23	F1			D			
0001225208-19-009585	197928	Common Stock				5883.53				I		By ESOP	
0001225208-19-009585	197927	Common Stock				149.02				I		By Custodian For Children	
0000899243-19-018536	235321	Common Stock				4444444.0	F3			I		See Footnote	F4
0000899243-19-018536	235320	Common Stock				4444444.0	F1			I		See Footnote	F2
0000899243-19-018535	232047	Class A Common Stock				21405.0				D	F7		
0001104659-19-038275	164944	Common Stock				53726.0				I		By 1080 Partners, LP	
0001553350-19-000672	152014	Common Stock				621052.0				I			
0001553350-19-000672	152013	Common Stock				565450.0				D		By Dolphin Digital Media Holdings, LLC	F2
0001209191-19-039478	160302	Common Stock				24617379.0				I		See footnote	F4
0001209191-19-039478	160301	Common Stock				2177994.0				D		See footnote	F3
0001209191-19-039478	160303	Common Stock				6666.0				I			
0001127602-19-023013	123535	401k Plan				3324.0				I		401k Plan	
0001127602-19-023013	123536	Common Stock/serp				1768.0				D			
0000899243-19-018531	252516	Common Stock				83862.0				I		See Footnotes	F19, F16, F17, F18, F9
0000899243-19-018530	182136	Common Stock				83862.0				I		See Footnotes	F19, F16, F17, F18, F9
0000899243-19-018529	191563	Common Stock				83862.0				I		See Footnotes	F19, F16, F17, F18, F9
0000899243-19-018528	217712	Common Stock				83862.0				I		See Footnotes	F19, F16, F17, F18, F9
0000046619-19-000057	192110	Common Stock				7580.0				I		By 401(k)	F1
0000046619-19-000057	192111	Class A Common Stock				6795.0				I		By 401(k)	F1
0000899243-19-018527	196008	Common Stock				83862.0				I		See Footnotes	F19, F16, F17, F18, F9
0000899243-19-018526	237597	Common Stock				83862.0				I		See Footnotes	F19, F16, F17, F18, F9
0000899243-19-018525	198963	Common Stock				83862.0				I		See Footnotes	F19, F16, F17, F18, F9
0000707179-19-000114	178687	COMMON STOCK				216.0				D	F1		
0000707179-19-000114	178688	COMMON STOCK				31431.0				D	F4		
0000707179-19-000114	178689	COMMON STOCK				410708.0				D	F2		
0000707179-19-000114	178686	COMMON STOCK				2835.0				I		The Braun Investment Partnership, L.P.	F3
0001127602-19-023010	216562	Common Stock				4000.0				I		By Daughters	
0001620533-19-000085	187265	CLASS B COMMON STOCK				55972.0	F6			I		BY TRUST	F6
0001144204-19-033033	230101	Common Stock				197712.0				I		By MOS Holdings Inc.	F1
0001343034-19-000043	157088	Common Stock				1735.0				I		By IRA	
0001562180-19-003674	249004	Common Stock				174.0				I		By Anderson Family Trust	
0001409171-19-000049	190246	Common Stock				42076.0				D			
0000827054-19-000164	235122	Common Stock				4741144.0	F4, F1			I		Shares held Indirectly, by Trust and by Family Limited Partnership.	F1
0001376339-19-000029	224246	Common Stock				3300000.0				I		Trust	
0001209191-19-039452	130127	Common Stock				3891.0				D			
0001209191-19-039442	227338	Common Stock				985.0				I		By IRA	
0001209191-19-039441	163188	Common Stock				7000.0				I		By IRA	
0001209191-19-039440	263479	Common Stock				2000.0				I		By child II	
0001209191-19-039440	263478	Common Stock				2000.0				I		By child I	
0001209191-19-039439	264292	Common shares, $2 par value				4769.0				D			
0001209191-19-039437	265968	Common shares, $2 par value				5348.0				D			
0000753308-19-000150	160225	Common Stock				2165.0				I		By Retirement Savings Plan Trust	
0001271163-19-000015	136179	Common Shares, Par Value $0.001				178601.06	F1			D		MJG IV Limited Partnership	F3
0001271163-19-000015	136181	Common Shares, Par Value $0.001				5685.97				I			
0001271163-19-000015	136180	Common Shares, Par Value $0.001				9859.39				I		GPJ Retirement Partners	F4
0000004977-19-000126	152418	Common Stock				1257.0				I		401(K) Plan	
0001289419-19-000148	252584	Common Stock				150000.0				I		By Trust	F8
0001209191-19-039425	194650	Common Shares				6848.0	F2			I		by 401(k)	
0001209191-19-039424	256624	Common Shares				4600.0				I		by IRA	
0001209191-19-039424	256625	Common Shares				1.0	F2			I		by 401(k) Plan	
0001209191-19-039423	139696	Common Shares				548.0	F2			I		By 401(k)	
0001209191-19-039422	270007	Common Shares				1187.0				I		By Spouse	
0001209191-19-039422	270009	Common Shares				10665.0				I		Custodian for daughter, Hannah Rose	
0001209191-19-039422	270008	Common Shares				10665.0				I		Custodian for daughter, Sydney Rose	
0001209191-19-039421	154607	Common Shares				25228.0	F3			I		By the Worthington Industries, Inc. Deferred Profit Sharing Plan	
0001209191-19-039421	154606	Common Shares				255875.0				I		By The Margaret R. McConnell Trust f/b/o Margaret Kollis	
0001209191-19-039421	154605	Common Shares				118000.0				I		By The McConnell Family Trust	
0001209191-19-039421	154604	Common Shares				2428312.0				I		By the Porter Rardin Trust f/b/o John P. McConnell and Margaret Kollis	
0001209191-19-039421	154603	Common Shares				12415982.0				I		By JMAC, Inc.	
0001209191-19-039419	158596	Common Shares				2000.0				I		By IRA	
0001209191-19-039418	205940	Common Shares				62.0	F2			I		By 401(k)	
0001209191-19-039417	133862	Common Shares				303.0	F2			I		By 401(k)	
0001020859-19-000061	246874	Common Stock				0.0				D			
0001567619-19-014101	125607	UMH Properties, Inc.				23670.01				I		Windsor Industrial Park Associates	
0001567619-19-014101	125608	UMH Properties, Inc.				172607.73				I		Landy Investments	
0001567619-19-014101	125606	UMH Properties, Inc.				33823.33				I		Juniper Plaza Associates	
0001567619-19-014101	125609	UMH Properties, Inc.				99872.12				I		Spouse	
0001567619-19-014101	125611	UMH Properties, Inc.				50912.51				I		Landy & Landy Employees' Profit Sharing Plan	
0001567619-19-014101	125610	UMH Properties, Inc.				41561.29				I		Landy & Landy Employees' Pension Plan	
0000813298-19-000056	235845	Common Stock, $0.01 par value				339594.0				I	F1	By Jewelcor Management, Inc.	
0001179110-19-008190	154806	No securities are beneficially owned				0.0				D			
0000706863-19-000050	263780	Common Stock				1020.98				D			
0000706863-19-000049	139753	Common Stock				1107.43				D			
0000706863-19-000048	169083	Common Stock				862.21				D			
0000706863-19-000047	136193	Common Stock				1232.39				D			
0001209191-19-039415	208066	Common Stock				129369.6	F1			D			
0000739421-19-000071	187834	COMMON CLASS				22.0				I		BY SPOUSE	
0001209191-19-039413	193964	Common Stock				958779.0				I		Trust	F4
0001209191-19-039413	193965	Common Stock				655850.0				I			
0001209191-19-039413	193963	Common Stock				14306545.0				D		By LLC	F3
0001638599-19-000635	122553	Common Shares				20.0				I		By Son	
0001611593-19-000180	259868	Common Stock				4126.0				I		By 401(k)	
0001437749-19-012983	138547	Seneca Foods Class B Common				376.0	F1			D		By 401(k) Plan	
0001437749-19-012983	138548	Seneca Foods Class A Common				550.0				I		By 401(k) Plan	
0001437749-19-012983	138549	Seneca Foods Class B Common				97.0				I			
0001209191-19-039411	209839	Common Shares				550000.0				I		By Berman Family Trust 2013	
0001209191-19-039411	209840	Common Shares				50.0				I		Owned by spouse	
0001104659-19-038072	255344	Common Stock				77308103.6				D			
0001104659-19-038071	205701	Common Stock				0.0				D			
0001104659-19-038067	138578	Common Stock				0.0				D			
0001104659-19-038065	260843	Common Stock				4700.0	F1			I		See footnotes	F2, F1
0001104659-19-038064	238616	Common Stock				0.0				D			
0001104659-19-038063	226598	Common Stock				5000.0	F1			I		See footnotes	F2, F1
0001104659-19-038062	132731	Common Stock				0.0				D			
0001104659-19-038061	246897	Common Stock				5375.0	F1			I		See Footnote	F2, F1
0001104659-19-038060	209365	Common Stock				0.0				D			
0001104659-19-038059	254500	Common Stock				0.0				D			
0001179706-19-000101	202612	Common Stock				0.0				D			
0001179706-19-000100	198102	Common Stock				0.0				D			
0001127602-19-022990	202594	Class A Common Stock				0.0				D			
0001104659-19-038009	191570	Class A Common Stock				74866.0				I		By Ares Owners Holdings L.P.	F12
0001104659-19-038008	185444	Class A Common Stock				2355052.0				I		By Ares Owners Holdings L.P.	F6
0001753926-19-000096	193935	COMMON STOCK				8000000.0				D			
0001753926-19-000096	193936	COMMON STOCK				336000.0				D			
0001144204-19-032834	122227	Common Stock				8314.0				I			
0001144204-19-032834	122226	Common Stock				45000.0				I		As managing member of RARSD LLC	F5
0001144204-19-032834	122225	Common Stock				18805.0				I		Family Trusts	
0001144204-19-032834	122223	Common Stock				80.0				D		As co-manager of The Price Group LLC	F3
0001144204-19-032834	122224	Common Stock				150511.0				I		As co-trustee of the David Price Trust UTD 9/22/89	F4
0001213900-19-011700	267083	Common Stock, $.0001 par value per share				26716.0	F2, F1			D			
0001213900-19-011699	173140	Common Stock, $.0001 par value per share				370240.0	F2, F1			I		See footnote	F3
0001213900-19-011698	140080	Common Stock, $.0001 par value per share				1335802.0	F2, F3, F1			D			
0001213900-19-011697	219005	Common Stock, $.0001 par value per share				2000.0				D			
0001213900-19-011696	163395	Common Stock, $.0001 par value per share				997640.0	F2, F1			I		See Footnote	F3
0001209191-19-039384	159893	Class C Capital Stock				2095.0				I		By Spouse	
0001209191-19-039384	159892	Class A Common Stock				2090.0				I		By Spouse	
0001209191-19-039378	124582	Common Stock				2150.0				I		By daughter	
0001209191-19-039378	124583	Common Stock				800.0				I		By wife	
0001209191-19-039378	124584	Common Stock				5000.0				I		In IRA FBO self	
0001681622-19-000055	254981	Common Stock				195.0				I		By Trust	
0001209191-19-039371	156836	Class A Common Stock				1350.0				I		held by spouse	
0001209191-19-039370	270614	Class A Common Stock				20661.0				I		By Alter Grandchildren Trust	F5
0001209191-19-039370	270613	Class A Common Stock				53740.0				I		By Lynton Foundation	F4
0001567619-19-014096	116985	Common Stock				500.0				I		Footnote 3	F3
0001567619-19-014096	116986	Common Stock				800.0				I		Footnote 4	F4
0001567619-19-014096	116984	Common Stock				34263.0				I		Footnote 2	F2
0001209191-19-039361	204804	Common Stock				7449.44	F2, F1			D			
0001209191-19-039360	157775	Class A Common Stock				3000.0				D			
0001708989-19-000034	235243	Common Stock, par value $0.000001 per share				2500.0				I		By trust for son	
0001708989-19-000034	235245	Common Stock, par value $0.000001 per share				1000.0				I		By trust for daughter	
0001708989-19-000034	235244	Common Stock, par value $0.000001 per share				1000.0				I		By trust for son	
0001708989-19-000033	179288	Common Stock, par value $0.000001 per share				1092352.0				I		By the 115190D Trust	F3
0001708989-19-000033	179289	Common Stock, par value $0.000001 per share				1324721.0				I		By ASAC TJKS LLC	F4
0001708989-19-000033	179290	Common Stock, par value $0.000001 per share				1.0				I		By ASAC II LLC	F5
0001708989-19-000030	214786	Common Stock, par value $0.000001 per share				54792.0				I		By Nolan Family Trust	
0001708989-19-000029	237613	Common Stock, par value $0.000001 per share				5.46				I		by Mr. Wasserman's spouse	
0001708989-19-000029	237614	Common Stock, par value $0.000001 per share				2.0				I		by Mr. Wasserman's minor son	
0001209191-19-039355	251080	Class A Common Stock				447.0				D			
0001209191-19-039355	251081	Class C Google Stock Units	F5			1449.0				D			
0000937098-19-000170	199170	Common Stock				319973.0				D			
0001209191-19-039352	230022	Common Stock				100000.0				D			
0001209191-19-039350	191181	Common Stock				61952.0				D			
0001209191-19-039349	249193	Common Stock				414176.0				D			
0000899243-19-018467	198342	No securities beneficially owned.				0.0				D			
0001144204-19-032793	135853	Common Stock, par value $0.001 per share				286697.0				I		See footnote	F3
0001144204-19-032792	215069	Common Stock, par value $0.001 per share				270091.0				I		See footnote	F3
0001144204-19-032792	215070	Common Stock, par value $0.001 per share				6026.0				D			
0000899243-19-018461	223211	No securities beneficially owned.				0.0				D			
0000899243-19-018452	192740	No securities beneficially owned.				0.0				D			
0001766150-19-000022	181092	Common Stock	F2, F1			4996.0				I		By: A Managed Account of Levin Capital Strategies, LP	F3, F4
0001616707-19-000142	220974	Class A Common Stock				950.0				D			
0001209191-19-039336	161878	Common Stock				448310.0	F2			I		By Partnership	F5
0001209191-19-039336	161877	Common Stock				556004.0	F2			I		By Partnership	F4
0001209191-19-039334	182787	Common Stock				237.14				I		by 401(k)	
0000899243-19-018443	148139	Common Stock				504011.0				D	F2		
0001209191-19-039326	242516	Common Stock				500000.0	F4			I		by GRAT5	
0001209191-19-039326	242515	Common Stock				225763.0				I		by GRAT3	
0001209191-19-039326	242514	Common Stock				257575.0				I		by GRAT2	
0001209191-19-039326	242513	Common Stock				316.44				I		by 401(k)	
0001140361-19-011858	268878	Common Stock				9460.0				D			
0001140361-19-011857	127221	Common Stock				504011.0				I	F2	By Canaan IX, L.P.	F2
0001140361-19-011856	164880	Common Stock				221404.0				D			
0001209191-19-039321	147557	Common Stock				3000000.0				I			
0001209191-19-039321	147556	Common Stock				1217538.0				D		By Seren Capital II, Ltd.	F7
0001209191-19-039320	184263	Common Stock				43735.0				I		by Trust	
0000899243-19-018440	127463	Common Stock				61936.0				D			
0001209191-19-039312	264169	Common Stock				1458500.0				I		by Partnership	
0001209191-19-039312	264168	Common Stock				86000.0				I		by Trust	F2
0001140361-19-011851	175462	Common Stock				102402.0				D			
0001140361-19-011850	124306	Common Stock				70937.0				D			
0001140361-19-011844	207547	Common Stock				4208571.0				D			
0001593968-19-001510	235449	Common Stock				35979.0				I		Held in family trust	F2
0000897101-19-000628	217706	Common Stock				220.0				I		by Trust	F2
0001593968-19-001507	246318	Common Stock				43184.0				I		By BigBoy, LLC	F2
0001593968-19-001507	246319	Common Stock				29400.0				I		By Trust	F3
0001593968-19-001506	145867	Common Stock				14700.0				I		By Graziadio Dynasty Trust II	F13
0001593968-19-001506	145866	Common Stock				4289.0				I		By Western Metals Corporation	F12
0001593968-19-001506	145865	Common Stock				61406.0				I		By Boss Holdings, Inc.	F11
0001593968-19-001506	145864	Common Stock				2500.0				I		By Foundation	F10
0001593968-19-001506	145863	Common Stock				4775.0				I		By Marianna Trust	F9
0001593968-19-001506	145862	Common Stock				4775.0				I		By Gino Trust	F8
0001593968-19-001506	145861	Common Stock				16636.0				I		By Ginmarra	F7
0001593968-19-001506	145860	Common Stock				2700.0				I		By minor child	F6
0001593968-19-001506	145858	Common Stock				1800.0				I		By spouse	
0001593968-19-001506	145857	Common Stock				3300.0				I		By Ginarra	F4
0001593968-19-001506	145856	Common Stock				8200.0				I		By Annuity Trust	F3
0001593968-19-001506	145855	Common Stock				145300.0				I		By Graziadio Family Trust	F2
0001593968-19-001506	145859	Common Stock				2700.0				I		By minor child	F5
0000897101-19-000627	146923	Common Stock				17646.59				I		by Trust	
0001039828-19-000049	130957	Common Stock				12468.0				I		By ESOP	
0000899243-19-018434	244993	Common Stock				19998.0				D			
0000897101-19-000626	194301	Common Stock				6688.0				I		by Trust	F2
0000919574-19-004320	155690	Common Stock, par value $0.01 per share				125000.0				I			
0000919574-19-004320	155688	Common Stock, par value $0.01 per share				3376984.0				D	F1	See Footnote	F2
0000919574-19-004320	155689	Common Stock, par value $0.01 per share				3376984.0				I		See Footnote	F3
0001209191-19-039303	207292	Common Stock				15599.0	F2			I		401(k) Plan/Profit Sharing	
0001209191-19-039303	207293	Common Stock				3466.83	F3			I		Employee Stock Purchase Plan	
0000897101-19-000625	243613	Common Stock				11335.0				I		by Trust	F2
0000897101-19-000625	243612	Common Stock				83587.77				I		by Spouse	
0000897101-19-000625	243614	Common Stock				8399.0				I		by Trust 1	F3
0001437749-19-012933	236525	Common Stock				1053838.0				D		By The Red Oak Institutional Founders Long Fund, LP directly	F2, F6
0001437749-19-012933	236526	Common Stock				1820182.0				I			
0000899243-19-018410	216860	Common Stock				284996.0				I		See Footnote	F9, F6, F4, F11, F8, F10
0000899243-19-018410	216859	Common Stock				5434.0				I		See Footnote	F9, F6, F11, F8, F10, F3
0000899243-19-018410	216858	Common Stock				25077548.0				I		See Footnote	F2, F9, F6, F11, F8, F10
0000899243-19-018410	216861	Common Stock				574151.0				I		See Footnote	F9, F5, F11, F8, F10, F7
0000899243-19-018410	216857	Common Stock				33678124.0				I		See Footnote	F9, F6, F11, F8, F10, F1
0000897101-19-000622	188926	Common Stock				4590.0				I		by Trust	F2
0000899243-19-018406	198727	Common Stock				123872.0				D			
0000899243-19-018405	174811	Common Stock				123872.0				D			
0000899243-19-018403	117019	Common Stock				185808.0				D			
