ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001213900-14-007052	751183	Ordinary Shares				25000.0				D			
0001213900-14-007049	731005	Ordinary Shares				25000.0				D			
0001213900-14-007046	741205	Ordinary Shares				25000.0				D			
0001213900-14-007043	740144	Ordinary Shares				25000.0				D			
0001213900-14-007041	761702	Ordinary Shares				50000.0				D			
0001213900-14-007039	741014	Ordinary Shares				50000.0				D			
0001213900-14-007038	730937	Ordinary Shares				1525000.0				I		See Footnote	F1
0001437749-14-017695	766263	Common Stock				2650935.0	F3			I		See footnotes	F1, F2
0001209191-14-060334	731743	Common Stock				24227.0				I		By Spouse	
0001209191-14-060334	731741	Common Stock				68273.0				I		By Trust	F4
0001209191-14-060334	731742	Common Stock				68273.0				I		By Trust	F5
0001144204-14-058847	753852	Common Stock				320916.0				D		via Capitala Transaction Corp.	
0001144204-14-058847	753853	Common Stock				2705.0				I		via CapitalSouth Corporation	
0001144204-14-058847	753854	Common Stock				972.0				I		via Capitala Investment Advisors, LLC	
0001144204-14-058847	753855	Common Stock				100.0				I			
0001181431-14-032853	750510	Common Stock				2070.0				I		By spouse	F2
0001181431-14-032853	750511	Common Stock				100000.0				I		By trust	
0001620745-14-000001	743414	Common Stock				30000.0				D			
0001144204-14-058846	765746	Common Stock				22763.0				D			
0001127602-14-028599	726654	Common Stock				308472.0				I		By GP Family Trust	F6
0001127602-14-028599	726655	Common Stock				308472.0				I		By Holly Familytrust	F7
0001127602-14-028599	726657	Common Stock				173760.0				I		HJ Exempt GST	F9
0001127602-14-028599	726656	Common Stock				173760.0				I		GPH Exempt GST	F8
0001104659-14-069294	729750	Common Stock, par value $.01 per share				8251276.89				I		See Footnote	F6
0001104659-14-069294	729749	Common Stock, par value $.01 per share				28974.0				D		See Footnote	F5
0001104659-14-069294	729751	Common Stock, par value $.01 per share				6059.0				I			
0001140361-14-036817	772684	Common Stock				1457000.0				I		See footnotes	F2, F3
0001110803-14-000337	756335	Common Stock				86680.0				I		by Trust	
0001110803-14-000335	755885	Common Stock				198.0				I		by Trust	
0001110803-14-000335	755884	Common Stock				670.0				I		by Partnership	
0000310764-14-000170	768159	Common Stock				40000.0				I			
0000310764-14-000170	768158	Common Stock				174605.0				D		By Husband	
0000310764-14-000170	768157	Common Stock				17207398.0				I		By L. Lee Stryker Trust	
0000863157-14-000067	731352	Common Stock				3685.0				I		by Trust	
0000863157-14-000066	732802	Common Stock				22199.0				D			
0000310764-14-000169	765116	Common Stock				170.0				I		By 401K	
0000863157-14-000065	763422	Common Stock				500.0				I		by Trust	F2
0001490660-14-000181	761922	Common Stock				84541.0				D			
0001209191-14-060299	723901	Common Stock				72586.0				I		See Footnote	F9
0001209191-14-060299	723900	Common Stock				102765.0				I		See Footnote	F8
0001209191-14-060299	723899	Common Stock				490687.0				I		See Footnote	F7
0001209191-14-060299	723898	Common Stock				1407157.0				I		See Footnote	F6
0001209191-14-060295	760611	Common Stock				1073949.0				I		See Footnote	F6
0000920465-14-000106	759658	Common Stock				20000.0				I		By children	
0001209191-14-060276	771944	Common Stock				45394.0	F1			D			
0000028917-14-000166	762220	Common Class B				3985776.0	F1			I		See footnote (1)	
0000028917-14-000166	762217	Common Class A - Retirement Plan				104656.0				D			
0000028917-14-000166	762218	Common Class A				41496.0	F1			I		See footnote (1)	
0000028917-14-000166	762219	Common Class A				7300.0	F2			I		See footnote (2)	
0001165527-14-000570	775084	Common Stock				500000.0				D		See footnote	F1
0001165527-14-000570	775085	Common Stock				7579684.0				I			
0000028917-14-000165	774674	Common Class A - Retirement Plan				14332.0				D			
0000028917-14-000164	757583	Common Class A - Retirement Plan				597.0				D			
