ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0000904454-15-000644	708197	Common Stock				145851.0				D			
0000904454-15-000636	699016	Common Stock				3066697.0				D			
0000904454-15-000636	699017	Common Stock				141692.0				I		By Trusts	F1
0000904454-15-000634	721705	Common Stock				89755.0				D			
0000904454-15-000632	707328	Common Stock				89755.0				D			
0000904454-15-000630	704602	Common Stock				56097.0				D			
0001567619-15-001308	704866	Common Stock				548205.0				D			
0000899243-15-005595	714456	Common Stock, par value $0.01 per share				747.0				I		See Footnotes	F14, F4, F3, F2, F5
0000899243-15-005595	714455	Common Stock, par value $0.01 per share				10230.0				I		See Footnotes	F4, F3, F13, F2, F5
0000899243-15-005595	714454	Common Stock, par value $0.01 per share				193341.0				I		See Footnotes	F4, F3, F12, F2, F5
0000899243-15-005595	714452	Common Stock, par value $0.01 per share				21992640.0				I		See Footnotes	F4, F3, F10, F2, F5
0000899243-15-005595	714453	Common Stock, par value $0.01 per share				150124.0				I		See Footnotes	F11, F4, F3, F2, F5
0001567619-15-001302	720980	Common Stock				548205.0				D			
0000899243-15-005594	707111	Common Stock, par value $0.01 per share				224.0				I		See Footnotes	F4, F3, F12, F2, F5
0000899243-15-005594	707110	Common Stock, par value $0.01 per share				3077.0				I		See Footnotes	F11, F4, F3, F2, F5
0000899243-15-005594	707108	Common Stock, par value $0.01 per share				45156.0				I		See Footnotes	F4, F3, F2, F9, F5
0000899243-15-005594	707109	Common Stock, par value $0.01 per share				58156.0				I		See Footnotes	F4, F3, F10, F2, F5
0000899243-15-005594	707107	Common Stock, par value $0.01 per share				6615280.0				I		See Footnotes	F4, F3, F2, F8, F5
0000910406-15-000040	705203	Common Stock				124782.0				I		By trust	
0000910406-15-000040	705204	Common Stock				4140.0				I		By spouse	F2
0001209191-15-072628	704031	Class A Common Stock				11077.0				I		By The Bozzini Irrevocable Trust dtd 4/12/2012	
0001209191-15-072628	704030	Class A Common Stock				11077.0				I		By The Bozzini Irrevocable Trust dtd 4/12/2012	
0001209191-15-072628	704028	Class A Common Stock				83595.0				I		By Bozzini Revocable Trust dtd 5/10/2004	
0001209191-15-072628	704029	Class A Common Stock				11077.0				I		By The Bozzini Irrevocable Trust dtd 4/12/2012	
0001140361-15-036399	713926	Common Stock				93750.0				I		By Gary and Mary West Health Institute	F7
0001140361-15-036399	713927	Common Stock				7889732.0				I		By spouse	F8
0001140361-15-036399	713925	Common Stock				806577.0				I		By Gary West CRT5 LLC	
0001140361-15-036399	713924	Common Stock				1124856.0				I		By Gary West CRT4 LLC	
0001140361-15-036399	713923	Common Stock				95065.0				I		By West Investment Holdings, LLC	F6
0001140361-15-036397	709263	Common Stock				95065.0				I		By West Investment Holdings, LLC	F6
0001140361-15-036397	709264	Common Stock				1124856.0				I		By Mary West CRT4 LLC	
0001140361-15-036397	709265	Common Stock				806578.0				I		By Mary West CRT5 LLC	
0001140361-15-036397	709266	Common Stock				7983479.0				I		By spouse	F7
0001140361-15-036395	705215	Common Stock				583428.0				I		See Footnote	F3
0001140361-15-036395	705214	Common Stock				1669279.0				I		See Footnote	F2
0001652608-15-000001	698695	Common Stock				2987238.0				D	F2		
0001652608-15-000001	698696	Common Stock				39510.0				D	F3		
0001127602-15-027903	717901	Class A Common Stock	F20			0.0				D			
0000320187-15-000196	708114	Class B Common Stock				17266.0				I		by Retirement Plan	F5
0001140361-15-036381	701378	Common Shares - ESOP				62.64	F4			I			
0001140361-15-036381	701377	Common Shares - Restricted Stock Units				11385.0	F3			D		By ESOP	
0001140361-15-036376	706100	Common Stock				12121.0				I			
0001140361-15-036376	706099	Common Stock				6666.0				D		See Footnote	F1
0001140361-15-036375	703024	Common Shares - Restricted Stock Units				62520.0	F2			D		By Spouse Trust	
0001140361-15-036375	703028	Common Shares - ESOP				608.0	F6			I			
0001140361-15-036375	703025	Common Shares				72061.0	F3			I		Plan Agent	
0001140361-15-036375	703027	Common Shares - Deferral Plan				47464.06	F6, F5			I		By ESOP	
0001140361-15-036375	703026	Common Shares - ESPP				1715.94	F4			I		Plan Agent	
0001140361-15-036374	710887	Common Stock				7500.0				I			
0001140361-15-036374	710886	Common Stock				4374.0				D		See Footnote	F1
0001127602-15-027901	719061	Class C Capital Stock				21236047.0				D			
0001140361-15-036371	708950	Common Shares - ESOP				285.23	F3			I			
0001140361-15-036371	708949	Common Shares - Restricted Stock Units				15235.0	F2			D		By ESOP	
