ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001127602-12-027452	1129198	Class A Common Stock				21006.0				I		serves as Trustee of a Trust for the benefit of Victoire G. Rankin	
0001127602-12-027452	1129187	Class A Common Stock				25.0				I		Spouse's proporationate partnership interest in RAIV	F1
0001127602-12-027452	1129186	Class A Common Stock				753.0				I		Spouses's proportionate limited parternship interest in shares held by AMR RAII	F1
0001127602-12-027452	1129185	Class A Common Stock				2254.0				I		Spouse's proportionate limited partnership interest in shares held by RA1	F1
0001127602-12-027452	1129184	Class A Common Stock				131183.0				I		spouse serves as Trustee of a Trust for the benefit of Alfred M. Rankin, Jr	F1
0001127602-12-027452	1129183	Class A Common Stock				14160.0				I		Held in an Individual Retirement Account for the benefit of the Reporting Person's spouse	F1
0001127602-12-027452	1129182	Class A Common Stock				18400.0				I		spouse serves as Trustee of Trusts for the benefit of each of grantor's grandchildren	F1
0001127602-12-027452	1129181	Class A Common Stock				90000.0				I		spouse serves as Trustee of the Alfred M. Rankin, Jr. 2012 Grantor Retained Annuity Trust	F1
0001127602-12-027452	1129180	Class A Common Stock				87354.0				I		spouse serves as Trustee of the Alfred M. Rankin, Jr. 2011 Grantor Retained Annuity Trust	F1
0001127602-12-027452	1129188	Class A Common Stock				35.0				I		spouse serves as the Trustee of the Trust which is held for the benefit of Clara LT Rankin	
0001127602-12-027452	1129197	Class A Common Stock				2116.0				I		proportionate limited partnership interest in shares held by Rankin Associates II LP	
0001127602-12-027452	1129196	Class A Common Stock				740.0				I		Spouse is a Trustee of a Trust for the benefit of Bruce T. Rankin	F1
0001127602-12-027452	1129195	Class A Common Stock				59674.0				I		Spouse is a Trustee of a Trust for the benefit of BT Rankin, Trust's proportionate interest of RA4	F1
0001127602-12-027452	1129194	Class A Common Stock				29379.0				I		Spouse is a Trustee of a Trust for the benefit of BT Rankin, Trust proporationate interest in RAII	F1
0001127602-12-027452	1129193	Class A Common Stock				113198.0				I		Spouse is a Trustee of a Trust for the benefit of BT Rankin, Trust's proportionate interest of RA1	F1
0001127602-12-027452	1129192	Class A Common Stock				29370.0				I		spouse serves as Trustee of the Clara T. Rankin Remainder Unitrust#2 u/a/d 1/5/77	F1
0001127602-12-027452	1129191	Class A Common Stock				27008.0				I		spouse serves as Trustee of Trusts for the benefit of the Estate of Alfred M. Rankin, Sr	F1
0001127602-12-027452	1129190	Class A Common Stock				1975.0				I		"spouse's proportionate interest in shares held by Rankin Management, Inc. (""RMI"")"	F1
0001127602-12-027452	1129189	Class A Common Stock				1404.0				I		Spouses proportionate limited partnership interest in shares held by Rankin Associates IV, L.P	
0001127602-12-027450	1178383	Class A Common Stock				3622.0				I		Held by Spouse	F1
0001127602-12-027450	1178384	Class A Common Stock				20000.0				I		Spouses proportionate interest in shares held by RA1	F1
0001127602-12-027450	1178386	Class A Common Stock				9420.0				I		son's proportionate lp interest in shares held by RA II for benefit of son	F1
0001127602-12-027450	1178387	Class A Common Stock				8509.0				I		Co-Trustee for the benefit of Reporting Person's son.	F1
0001127602-12-027450	1178388	Class A Common Stock				25.0				I		proportionate limited partnership interest in shares of Rankin Associates IV, L.P held by the Trust	
0001127602-12-027450	1178389	Class A Common Stock				35312.0				I		proportionate LP interest in shares held in RA1	
0001127602-12-027450	1178390	Class A Common Stock				36839.0				I		proportionate limited partnership interests in shares held by Rankin Associates II, L.P	
0001127602-12-027450	1178391	Class A Common Stock				85055.0				I		Proportionate LP interest in shares held in RA4	
0001127602-12-027450	1178392	Class A Common Stock				1975.0				I		Proportionate interest in shares held in RMI	
0001127602-12-027450	1178393	Class A Common Stock				145793.0				I		Reporting Person serves as Trustee of a Trust for the benefit of Thomas T. Rankin	
0001127602-12-027450	1178385	Class A Common Stock				1843.0				I		spouse's proportionate limited partnership interest in shares held by RA II LP	F1
0001127602-12-027449	1157893	Class A Common Stock				1975.0				I			
0001127602-12-027449	1157884	Class A Common Stock				20000.0				I		Reporting person's proportionate interests in shares held by Rankin Associates II, L.P	
0001127602-12-027449	1157885	Class A Common Stock				1843.0				I		son's proportionate LP interest in shares held by RA II LP held in a trust -spouse is co trustee	F1
0001127602-12-027449	1157886	Class A Common Stock				9420.0				I		spouse is co-Trustee for the benefit of Reporting Person's son.	F1
