ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001214659-06-002495	1618483	Common Stock				2462887.0				D			
0001127602-06-002999	1798550	Common Stock				6521.0	F2			I		By Deferred Comp Plan	
0001127602-06-002999	1798549	Common Stock				15000.0				I		By Spouse	
0001219119-06-000469	1693611	Common Stock				43440.0				I		HJ Exempt GST	F6
0001219119-06-000469	1693610	Common Stock				43440.0				I		GPH Exempt GST	F5
0001219119-06-000469	1693612	Common Stock				43440.0				I		by HJ Skipping Trust	F7
0001219119-06-000468	1729469	Common Stock				2730.0				I		By Wife	
0001125282-06-008176	1832916	Common Stock, par value $.01 per share				11000.0				D		By Stern Family Investors LLC	
0001125282-06-008176	1832917	Common Stock, par value $.01 per share				692000.0				I	F3		
0001179110-06-024473	1776243	Common Stock				81407.0				I		By self and spouse as co-trustees of the Terner Family Trust	
0001181431-06-072557	1850969	Class A Common Stock				142893.0				I		By Trust III	
0001181431-06-072557	1850968	Class A Common Stock				142893.0				I		By Trust II	
0001104659-06-084493	1572689	Common Stock				20453334.0	F15			I		By Sutardja Family Partners	F1
0001104659-06-084493	1572690	Common Stock				52252316.0	F2, F15			D			
0001104659-06-084492	1720479	Common Stock				38784300.0	F8			I		By Sutardja Chuk Revocable Family Trust	
0001104659-06-084491	1552407	Common Stock				190282.0	F10			D			
0001131312-06-000127	1627883	Common Stock				1000.0				I		By Child Sharing Household	
0001131312-06-000127	1627882	Common Stock				1500.0				I		By Child Sharing Household	
0001131312-06-000127	1627880	Common Stock				99083.0				D		As Beneficiary of Philip Mandelker Irrevocable Trust	
0001131312-06-000127	1627884	Common Stock				1000.0				I			
0001131312-06-000127	1627881	Common Stock				400000.0				I		By Spouse	
0001131312-06-000126	1761856	Common Stock				131833.0				D		By ESOP Trust Co. FBO R. Rinberg	
0001131312-06-000126	1761857	Common Stock				200000.0				I		By Spouse	
0001131312-06-000126	1761858	Common Stock				10000.0				I			
0001131312-06-000124	1630361	Common Stock				448500.0				D		by Companion	F1
0001131312-06-000124	1630362	Common Stock				112833.0				I			
0001131312-06-000123	1655501	Common Stock				9000.0	F1			I		Settlor of Andrew H. Barron 1994 Trust, M. Dan Howard, Trustee	
0001131312-06-000123	1655500	Common Stock				9000.0	F1			I		Settlor of Beaux Halden Barron 1994 Trust, M. Dan Howard, Trustee	
0001131312-06-000123	1655504	Common Stock				46000.0	F2			I			
0001131312-06-000123	1655499	Common Stock				9000.0	F1			I		Settlor of Hannah Raley Barron Heritage Trust, M. Dan Howard, Trustee	
0001131312-06-000123	1655502	Common Stock				9000.0	F1			I		Settlor of Daniel Caldwell Barron 1994 Trust, M. Dan Howard, Trustee	
0001131312-06-000123	1655503	Common Stock				9000.0	F1			I		Director and Executive Officer of J Lives In Me Worplace Ministries, Inc.	
0001131312-06-000123	1655498	Common Stock				44000.0				D		Settlor of Lydia Arina Barron Heritage Trust, M. Dan Howard, Trustee	
0001131312-06-000121	1626319	Common Stock				100000.0				I			
0001131312-06-000121	1626318	Common Stock				477500.0				D		By Spouse	
0001140361-06-018940	1551472	Common Stock				1150923.0	F1			D			
0001131312-06-000120	1791671	Common Stock				8000.0				D			
0001181431-06-072547	1840534	Common Stock				25000.0				D			
0001181431-06-072547	1840533	Common Stock				1457878.0				I		By Trust	F2
0001181431-06-072546	1760019	Common Stock				1457878.0				I		By Trust	F2
0001181431-06-072546	1760020	Common Stock				25000.0				D			
0001221231-06-000023	1486146	Common Shares				11251.0				I		by Trust	
0001221231-06-000023	1486145	Common Shares				45334.0				D		by Daughter	
0001221231-06-000023	1486147	Common Shares				60805.0				I			
0001221231-06-000022	1561661	Common Shares				69415.0				D			
0001221231-06-000021	1548068	Common Shares				36890.0				I			
0001221231-06-000021	1548067	Common Shares				107195.0				D		by Trust	
0001067419-06-000059	1591615	COMMON STOCK	F2			21984475.0				D			
0001067419-06-000059	1591616	COMMON STOCK	F3			1969506.0				D			
0000320187-06-000210	1894524	Class B Common Stock				6348.0	F1			D			
0001179110-06-024466	1909101	Common Stock				8333.0				D			
0001179110-06-024463	1503438	Common Stock				5555.0				D			
0001179110-06-024460	1764199	Common Stock				37778.0				D			
0001179110-06-024459	1643625	Common Stock				33333.0				I			
