ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001406666-16-000087	717596	Common Stock				2239188.0				I		See Footnote	F4
0001406666-16-000087	717598	Common Stock				275633.0				I		See Footnote	F6
0001406666-16-000087	717597	Common Stock				284653.0				I		See Footnote	F5
0001104659-16-130505	700346	Common Stock				3107.0	F2			I		By Jaime R. Cohen 2006 GST Trust	
0000905148-16-001717	712641	Class A common stock				2739.0				I	F6	See footnote	F6, F8
0000905148-16-001717	712640	Class A common stock				280.0				I	F5	By Traweek Children's Trust	F8, F5
0000905148-16-001717	712639	Class A common stock				4591.0				I	F4	By Lagos Trust	F8, F4
0000905148-16-001717	712642	Class A common stock				25004.0				D			
0000905148-16-001715	718498	Class A common stock				35.0				D			
0000905148-16-001715	718496	Class A common stock				572.0				I	F7	By Mary Frances McGaughy Trust	F7, F10
0000905148-16-001715	718495	Class A common stock				572.0				I	F6	By Esme Grace McGaughy Trust	F6, F10
0000905148-16-001715	718494	Class A common stock				7056.0				I	F5	By 1 Thessalonians 5:18 Trust	F10, F5
0000905148-16-001715	718493	Class A common stock				16645.0				I	F4	By JET Land & Cattle Company, Ltd.	F10, F4
0000905148-16-001715	718497	Class A common stock				2739.0				I	F8	See footnote	F8, F10
0001209191-16-130315	709312	Common Stock, stated value $0.05 per share				365726.0				I	F5		
0001209191-16-130315	709311	Common Stock, stated value $0.05 per share				1.0				D		By The Lion Fund, L.P.	
0000905148-16-001713	717916	Class A common stock				134.0				I	F4	By Redbird Life Sciences Partners, LP	F4
0000905148-16-001713	717917	Class A common stock				113.0				D			
0000905148-16-001713	717911	Class A common stock				259476.0				I	F4	By Willet Fund, LP	F4
0000905148-16-001713	717912	Class A common stock				150.0				I	F4	By Blackwell Partners, LLC	F4
