ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001209191-19-021878	217730	Common Stock				12012.0				I		By trust	
0001209191-19-021875	133765	Common Stock				3441.0				I		By grantor retained annuity trust	
0000899243-19-009322	208633	Class A Units				100513.0	F2			I		By Trust	
0000939767-19-000075	261721	Common Stock				193998.0				I		By Trust	F4
0000939767-19-000075	261722	Common Stock				17600.0	F5			I		By 401(k)	
0000937098-19-000113	194159	Common Stock				89155.0	F2, F3, F1			D			
0001209191-19-021869	131497	Common Stock				20207.0	F3			I		By 401(k) plan	
0001209191-19-021867	164607	Common Stock				10000.0				D			
0001209191-19-021866	204494	Common Shares, no par value				28445.0				D			
0001209191-19-021865	207355	Common Stock				2000.0				D			
0001209191-19-021863	200238	Common Stock				1000.0				D			
0001209191-19-021862	229268	Class B Common Stock				8000000.0				I			
0001209191-19-021862	229267	Class B Common Stock				11952000.0				I		ECG II SPE, LLC	F11
0001209191-19-021862	229266	Class B Common Stock				11952000.0				I		Ernest C. Garcia III Multi-Generational Trust III	F10
0001209191-19-021862	229264	Class A Common Stock				100000.0				I		Ernest C. Garcia III Multi-Generational Trust III	F7
0001209191-19-021862	229263	Class A Common Stock				13691.0				I		Ernest Irrevocable 2004 Trust III	F6
0001209191-19-021862	229262	Class A Common Stock				1464517.0				I		Verde Investments, Inc.	F5
0001209191-19-021862	229265	Class B Common Stock				52937458.0				D		Ernest Irrevocable 2004 Trust III	F9
0001209191-19-021860	270296	Class A Common Stock				27765634.0				I		See footnote	F6
0001127602-19-013613	238953	Common Stock				1415891131.0				I			
0001127602-19-013613	238952	Common Stock				3347378.9				D		By Limited Liability Company	F4
0001127602-19-013612	152996	Common Stock				1415891131.0				I			
0001127602-19-013612	152995	Common Stock				17502080.0				D		By Limited Liability Company	F4
0001127602-19-013611	200651	Common Stock				1415891131.0				I			
0001127602-19-013611	200650	Common Stock				6748580.0				D		By Limited Liability Company	F4
0001127602-19-013610	200734	Common Stock				376.0				I		Trustee of Company Thrift Plan	
0001418199-19-000004	139634	Class A Shares				1499288.0				I		See footnote	F3
0001678693-19-000004	253063	Class B Shares				103983.0				I		See footnote	F3
0001209191-19-021851	264411	Common stock - GBX				37435.0				I		By Reliance Trust Company as Trustee for Nonqualified Deferred Compensation Plan for Employees	
0001575558-19-000004	120678	Class B Shares				545909.0				I		See footnote	F3
0001575558-19-000004	120677	Class A Shares				145176.41				I		See footnote	F3
0000899243-19-009309	198366	Common Stock				625.0				I		Daughter's UTMA Account	F4
0000899243-19-009309	198364	Common Stock				625.0				I		Daughter's UTMA Account	F4
0000899243-19-009309	198365	Common Stock				2000.0				I		Daughter's UTMA Account	F4
0000899243-19-009307	224476	Common stock, par value $0.01 per share				10425078.0	F2			I			
0000899243-19-009307	224475	Common stock, par value $0.01 per share				215319.0	F2			I		See footnote	F6
0000899243-19-009307	224473	Common stock, par value $0.01 per share				210859.0				D		See footnote	F4
0000899243-19-009307	224474	Common stock, par value $0.01 per share				235380.0	F2			I		See footnote	F5
0001127602-19-013608	260971	Class A Common Stock				500.0				I		By The Graham Stretch Family Foundation	F2
0001225208-19-005898	212870	CBS Class B common stock				202493.0				D			
0001225208-19-005898	212869	CBS Class A common stock				40.0				D			
0001127602-19-013607	210197	Common Stock				13224.0				D			
0001209191-19-021843	125710	Common Stock				10080.0				I		By Roth IRA	
0001209191-19-021843	125711	Common Stock				100.0				I		By SIMPLE IRA	
0001437749-19-006062	134632	Common Stock				182452.0				I		Nonmarital Share Trust	
0001437749-19-006062	134631	Common Stock				435577.0				I		Husband & Wife Trust	
0001437749-19-006062	134633	Common Stock				102904.0				I		By ESOP	
0001240151-19-000026	146283	Common Stock				15726.0				D			
0001437749-19-006060	130036	Common Stock				893.25	F1			I		By ESOP	
0001209191-19-021839	138873	Common Stock				24617379.0				I		See footnote.	F4
0001209191-19-021839	138874	Common Stock				13332.0				I		See footnote.	F5
0001209191-19-021839	138875	Common Stock				6666.0				I			
0001209191-19-021839	138872	Common Stock				2177994.0				D		See footnote.	F3
0001209191-19-021837	192769	Common Stock				16219.0				I		See footnote	F6
0001209191-19-021837	192768	Common Stock				24330.0				I		See footnote	F5
0001209191-19-021837	192767	Common Stock				24330.0				I		See footnote	F4
0000899243-19-009301	118143	Class A Common Stock				1340621.0				I		See footnote	F2
0001567619-19-007870	220913	Common Stock				181341.0				I		Shares held by Jean-Jacques Bienaime Family Trust	
0001240151-19-000025	208408	Common Stock				1151.0				D			
0001240151-19-000025	208409	Common Stock				444.81				I		401(k) Plan	
0000899243-19-009292	243369	Class A Common Stock				48860.0	F1			D			
0001240151-19-000022	144134	Common Stock				1529.92				I		401(k) Plan	
0001240151-19-000022	144133	Common Stock				18196.0	F2			D			
0000899243-19-009288	243546	Common Stock				41034.0				I		By spouse	
0001240151-19-000021	158099	Common Stock				1890.32				I		401(k) Plan	
0001240151-19-000021	158098	Common Stock				121204.0				D			
0001240151-19-000020	255371	Common Stock				29295.0				D			
0001240151-19-000020	255372	Common Stock				70.14				I		401(k) Plan	
0000921895-19-000947	176846	Common Stock	F2, F3, F1			7.0				I		By: Son of David S. Richmond	F13
0000921895-19-000947	176845	Common Stock	F2, F3, F1			147.0				I		By: Daughter of David S. Richmond	F12
0000921895-19-000947	176844	Common Stock	F2, F3, F1			28096.0				I		By: Spouse of David S. Richmond	F11
0000921895-19-000947	176843	Common Stock	F2, F3, F1			36249.0				I		By: Spouse of Matthew J. Curfman	F14
0000921895-19-000947	176842	Common Stock	F2, F3, F1			1655759.0	F6			I		By: The RBI Opportunities Fund II, LLC	F5
0000921895-19-000947	176841	Common Stock	F2, F3, F1			38490.0				I		By: RBI Private Investment II, LLC	F8
0000921895-19-000947	176840	Common Stock	F2, F3, F1			164841.0				I		By: RBI Private Investment I, LLC	F7
0000921895-19-000947	176839	Common Stock	F2, F3, F1			3885803.0	F6			I		By: The RBI Opportunities Fund, LLC	F4
0000921895-19-000946	180922	Common Stock	F2, F1			1655759.0				D			
0001240151-19-000019	247446	Common Stock				51943.0				D			
0001240151-19-000018	136431	Common Stock				50738.0				D			
0001240151-19-000018	136432	Common Stock				2866.32				I		401(k) Plan	
0001183084-19-000105	223866	Common Stock				0.0				I		N/A	
0001209191-19-021824	220036	Common stock				14692.0				I		Held by Shane A. Canekeratne IDI Trust	
0001209191-19-021824	220035	Common Stock				14692.0				I		Held by Kavan A. Canekeratne IDI Trust	
0001209191-19-021824	220032	Common Stock				156261.0				I		Held by Spouse	
0001209191-19-021824	220033	Common Stock				41110.0				I		Held by Kris Canekeratne Irreovocable Trust	
0001209191-19-021824	220034	Common Stock				41110.0				I		Held by Irrevocable Trust of spouse	
0001240151-19-000017	251856	Common Stock				265197.0				D			
0001240151-19-000017	251857	Common Stock				4268.89				I		401(k) Plan	
0001570585-19-000078	126132	Class C Ordinary Shares				3736.0				I		by 401(k) Plan	
0001019966-19-000001	218931	ORM Common Stock				8352.0				I		By Self as Trustee of Carlin Tucker Trust	
0001019966-19-000001	218930	ORM Common Stock				11352.0				I		By Self as Trustee of Brita Hovde Trust	
0001614178-19-000106	130913	Common Stock				1062417.0				I		See footnote	F3
0001240151-19-000016	128724	Common Stock				26682.0	F2			D			
0001240151-19-000016	128725	Common Stock				1890.94				I		401(k) Plan	
0001595585-19-000066	217089	Common Stock				217199.0	F10			D			
0001595585-19-000066	217088	Common Stock				463158.0				I	F4, F9	By Sibling Insiders Fund II L.P.	F4, F9
0001595585-19-000066	217087	Common Stock				599379.0				I	F4, F8	By Sibling Capital Fund II-D L.P.	F4, F8
0001595585-19-000066	217086	Common Stock				1810195.0				I	F7, F4	By Sibling Capital Fund II-C L.P.	F7, F4
0001595585-19-000066	217085	Common Stock				3139600.0				I	F6, F4	By Sibling Capital Fund II-B L.P.	F6, F4
0001595585-19-000066	217084	Common Stock				893292.0				I	F5, F4	By Sibling Capital Fund II-A L.P.	F5, F4
0001615774-19-004986	217043	Common Stock				64964434.0				D			
0001104659-19-018756	260286	Class A common stock				72500.0				I		See footnote	F5
0001240151-19-000015	255121	Common Stock				2285.0	F2			D			
0001577325-19-000001	118609	ORM Common Stock				1325.0				I		By Owens Financial Group 401(k)	
0001577325-19-000001	118610	ORM Common Stock				800.0				I		By Child	
0001209191-19-021818	126873	Common Stock				525000.0				I		By West Bay Partners, Ltd.	F1
0001340317-19-000003	243203	COMMON STOCK, $.10 PAR VALUE				1218.49				I		BY MANAGED ACCOUNT 1	
0000899243-19-009274	166253	Class A Shares				21751018.0				I		See Footnotes	F6, F5, F7, F8
0001609438-19-000001	188963	ORM Common Stock				3973.0				I		By Owens Financial Group 401(k)	
0000905148-19-000471	257587	Class A Shares Representing Limited Partner Interests				21751018.0				I		See footnotes	F3, F4
0001209191-19-021812	186034	$.05 Common Stock				60.0				I		By Spouse	
0001209191-19-021810	208067	$.05 Common Stock				3331.0				I		By Trust	
0001209191-19-021810	208068	$.05 Common Stock Share Equivalents				7.78				I		By 401(k)	
