ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001181431-11-021067	1195365	Common Stock, par value $0.01				5000.0				I		By Yocke 2006 Family Trust	
0001144204-11-019353	1169536	Common Stock				31295.0				D			
0001144204-11-019340	1177574	Common Stock, par value $0.01 per share	F1			36666.0				I		By NELL Partners, Inc.	
0001144204-11-019339	1071947	Common Stock, par value $0.01 per share	F1			36666.0				I		By NELL Partners, Inc.	
0001179110-11-005714	1069458	Common Stock				43352.0				D			
0001179110-11-005713	1161793	Common Stock				54769.0				I			
0001179110-11-005713	1161791	Common Stock				127802.0				D		In Trust with Wife	F1
0001179110-11-005713	1161792	Common Stock				420249.0				I		In Trust for Children	F2
0001179110-11-005712	1088724	Common Stock				41160.0				D			
0001179110-11-005711	1055621	Common Stock				10504.0				I			
0001179110-11-005711	1055620	Common Stock				64360.0	F2			D		In Trust for Family	F1
0001181431-11-021063	1116766	Common Stock	F1			10000.0				D			
0001181431-11-021063	1116765	Common Stock				2050.0	F2			D			
0001181431-11-021063	1116764	Common Stock				3936.55				I		Savings Plan	
0001127602-11-011538	1141014	Common Stock				116.25				I		By 401(k) Plan Trust	F8
0001127602-11-011536	1155824	Common Stock				56668.0				I		By Spouse Via Limited Partnership	
0001127602-11-011536	1155822	Common Stock				12097.51				I		By 401(k) Plan Trust	F5
0001127602-11-011536	1155823	Common Stock				463533.0				I		By Limited Partnership	
0001181431-11-021061	1063522	Common Stock				10000.0				I		Proops Family Ltd. Partnership	
0001181431-11-021061	1063523	Common Stock				34608.0	F1			D			
0001181431-11-021059	1066070	Common Stock				119684.0	F1			D			
0001209191-11-020376	1116471	Common Stock				70.0				I		By Children	
0001127602-11-011529	1196612	Common Stock				2126.52				I		By 401(k) Plan Trust	F8
0001140361-11-019877	1208332	Common Stock				9116.0				I		Shares held by Bishkin 2000 Family, LP.	F4
0000877890-11-000030	1123232	Common Stock				101393.0				I		The Mark B. Templeton Revocable Trust, dated June 6, 2004	F5
0001301232-11-000009	1197690	Common Stock				5000.0				I		by Trust	
0001140361-11-019873	1051331	Common Stock				17000.0				I		Held by the Schoenbaum 2010 Grandchildren's Trust	F6
0001488427-11-000007	1079780	Common Stock				8500.0				I		by Trust	
0001181431-11-021054	1182529	Common Stock				39.0				D			
0001127602-11-011524	1112344	Common Stock				1000.0				I		Tyler Turchin Trust	
0001127602-11-011524	1112343	Common Stock				3000.0				I		Peter Turchin Trust	
0001127602-11-011524	1112342	Common Stock				7500.0				I		Martin Turchin IRA Rollover	
0001127602-11-011524	1112341	Common Stock				1000.0				I		Coulter Turchin Trust	
0000919574-11-002573	1147370	Common Stock				3280237.0				I		See footnote	F2
0000919574-11-002573	1147371	Common Stock				3281335.0				I		See footnote	F2
0001181431-11-021041	1181984	Common Stock				125000.0				I		See Footnote	F2
0001209191-11-020370	1166080	Common Stock				1988000.0	F4			I		BY GRAT	
0001209191-11-020370	1166081	Common Stock				1000000.0	F5			I			
0001209191-11-020370	1166079	Common Stock				1899655.0				D		by Vertek Corporation	
0001127602-11-011522	1155973	Common Stock				342.0				I		By Charles Schwab Personal Choice Retirement Account	
0001127602-11-011519	1204356	Common Stock				1285.0				I		By Revocable Trust of Paul K and Kathleen E. Redd	F3
0001104659-11-018051	1062927	Common Stock				34277.0				I		El Dorado Technology '01, L.P.	F1, F3
0001144204-11-019308	1151434	Common Stock				404.0	F1			D			
0001181431-11-021038	1152872	Series C Common Stock				2846009.0				D		By spouse	
0001181431-11-021038	1152873	Series C Common Stock				294869.0	F5			I			
0001179110-11-005688	1191095	Common Stock				5102.0				I		Issuer 401K Plan	
0001179110-11-005688	1191094	Common Stock				5102.0				I		Issuer 401K Plan	
0001209191-11-020346	1059560	Common Stock				2001.0				D			
0001181431-11-021032	1118009	Common Stock (Held by Spouse and Father-in-law jointly)				3071.0				I			
0001181431-11-021032	1118008	Common Stock (Held jointly with Spouse)				243.0				D		By Spouse and Father-in-law of Reporting Peson jointly	
0001127602-11-011512	1170158	Common Stock				0.0				I		Jtwros	
0001127602-11-011512	1170157	Common Stock				0.0				I		Ira	
0001127602-11-011512	1170156	Common Stock				2871.98				I		Allocated Shares In Esop Trust	
0001127602-11-011510	1058176	Common Stock				0.59				I		Spouse	
0001127602-11-011510	1058175	Common Stock				1400.0				I		Joint Tenancy	
0001127602-11-011510	1058174	Common Stock				2864.36				I		Allocated Shares In Esop	
0001181431-11-021029	1089369	Common Stock (See Footnote 1)	F1			1100.0				D			
0001127602-11-011508	1209851	Common Stock				1003.45				I		Spouse Allocated Shares In Esop	
0001127602-11-011508	1209850	Common Stock				2736.12				I		Allocated Shares In Esop	
0001127602-11-011506	1141928	Common Stock				1000.0				I		Joint Tenancy	
0001127602-11-011506	1141927	Common Stock				100.0				I		Ira	
0001127602-11-011506	1141926	Common Stock				2167.88				I		Allocated Shares In Esop	
0001127602-11-011504	1075031	Common Stock				9139.02				I		Jtwros	
