ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001144204-13-037320	940722	Class A Common Stock				0.0	F1			D		See Footnote	F2, F1
0001144204-13-037320	940723	Class B Common Stock				24000000.0				I			
0001225208-13-014971	944035	Common Stock				226726.0				D		By children	F2
0001225208-13-014971	944036	Common Stock				1587.0				I			
0000950103-13-004028	912781	Common Stock				102808.0				D			
0001110803-13-000249	969446	Common Stock				82960.0				I		By Spouse	
0001225208-13-014969	936777	Common Stock				606.0				D			
0001019687-13-002518	964633	Common Stock				250.0				I		Custodian for Minor Child	
0001019687-13-002518	964634	Common Stock				250.0				I		Custodian for Minor Child	
0001019687-13-002518	964635	Common Stock				250.0				I		Custodian for Minor Child	
0001209191-13-034151	957915	Common Stock				18772.0	F3			I		By 401(k) plan	
0001209191-13-034150	954867	Common Stock				38381.38	F1			D			
0001209191-13-034148	969459	Common Stock				4673.92				I			
0001209191-13-034148	969458	Common Stock				20847.0	F1			D		By IRA	
0001127602-13-021376	924967	Common Stock				6570.31				I		Allocated Shares In Esop Trust	
0001127602-13-021376	924968	Common Stock				9139.02				I		Jtwros	
0001209191-13-034147	956376	Common Stock				700.0				I		See footnote	F7
0001209191-13-034147	956373	Common Stock				2256350.0				I		See footnote	F4
0001209191-13-034147	956375	Common Stock				20000.0				I		See footnote	F6
0001209191-13-034147	956374	Common Stock				20000.0				I		See footnote	F5
0001432453-13-000063	911804	Common Stock				4360000.0				D			
0001123292-13-001162	931768	Common Stock				34243.0				I		By Supp. Exec. Retirement Plan	
0001123292-13-001162	931769	Common Stock				10665.0				I		By 401(k) Plan	
0001009626-13-000072	955792	Common Stock				247789.0				D		By Trust	F1
0001009626-13-000072	955793	Common Stock				345727.0				I			
0001179110-13-011089	930441	Common Stock				0.0				D			
0001179110-13-011088	938619	Common Stock				0.0				D			
0001209191-13-034141	932527	Common Stock				640042.0				I		Revocable Trust	
0001140361-13-026656	968664	No securities beneficially owned	F2, F1			0.0				D			
0001140361-13-026655	926045	No securities beneficially owned	F2, F1			0.0				D			
0001140361-13-026654	924395	Common Stock				2557474.0				I		See Explanation of Responses	F2, F3, F1
0001179110-13-011087	938743	Common Stock				0.0				D			
0001179110-13-011086	957642	Common Stock				0.0				D			
0001179110-13-011085	932114	Common Stock				0.0				D			
0001179110-13-011084	968355	Common Stock				0.0				D			
0001225208-13-014964	931196	Common Stock				52770.0				D			
0001179110-13-011082	920290	Common Stock				0.0				D			
0001179110-13-011079	921012	Common Stock				0.0				D			
0001179110-13-011072	911023	Common Stock				0.0				D			
0001209191-13-034134	920140	Common Stock				5000.0				D			
0001179110-13-011070	949662	Common Shares, $.0033 par value per share				83333.0				I		By Limited Liability Company	
0001179110-13-011070	949665	Common Shares, $.0033 par value per share				11616.0				I		By child	
0001179110-13-011070	949663	Common Shares, $.0033 par value per share				276171.0				I		By 2005 GRAT	
0001179110-13-011070	949664	Common Shares, $.0033 par value per share				116613.0				I		By Limited Liability Company	
0001179110-13-011069	970333	Common Stock				0.0				D			
0001209191-13-034128	933398	Common Stock				165323.0				I		See Footnote	F2
0001209191-13-034125	932369	Common stock				456580.0				D			
0001299033-13-000035	952768	Class A Common Stock				6727.53				I		By Spouse	
0001127602-13-021374	925262	Common Shares Of Beneficial Interest				72687.63				D		SERP Account	
0001127602-13-021374	925263	Common Shares Of Beneficial Interest				22244.0	F1			I			
0000904454-13-000750	965790	Class A Common Stock				10384.0				D			
0001209191-13-034110	915717	Class A Common Stock				5645.87				I		Through a 401(k)	
0001209191-13-034110	915718	Class A Common Stock				5400.0				I		By Spouse	
0001179110-13-011060	936208	Common Stock				0.0				D			
0001181431-13-037286	972137	Common Stock				666441.0				I		By Moose Pond Investments, L.P.	F1
0001181431-13-037286	972141	Common Stock				171428.0				I		By Sharples Venture Partners, LP	F5
0001181431-13-037286	972142	Common Stock				11402.0				I		By the Chloe Marie Sharples 1998 Trust	F6
0001181431-13-037286	972143	Common Stock				11402.0				I		By the Emma Jette Sharples 2002 Trust	F7
0001181431-13-037286	972140	Common Stock				59582.0				I		By Sharples 2012 Irrevocable Trust DTD 12/10/2012 FBO Hawken Drake Sharples	F4
0001181431-13-037286	972139	Common Stock				59582.0				I		By Sharples 2012 Irrevocable Trust DTD 12/10/2012 FBO Emma Jette Sharples	F3
0001181431-13-037286	972138	Common Stock				59582.0				I		By Sharples 2012 Irrevocable Trust DTD 12/10/2012 FBO Chloe Marie Sharples	F2
0001181431-13-037286	972144	Common Stock				11403.0				I		By the Hawken Drake Sharples 2009 Trust	F8
0001127602-13-021367	931883	Common Shares Of Beneficial Interest				240.78	F3			I		401(k) Plan	
0001127602-13-021367	931884	Common Shares Of Beneficial Interest				33121.34	F4			I		SERP Account	
0001179110-13-011059	965449	Common Stock				0.0				D			
0001209191-13-034108	952575	Class A Common Stock				1162.69				I		Through a 401(k)	
0001426816-13-000004	919837	Class A Common Stock				1057.0				I		I	F1
0001181431-13-037273	928375	COMMON STOCK				23488.0				I		By 401(k) plan	
0001209191-13-034104	929408	Common Stock				144.0	F1			I		401(k) Plan	
0001179110-13-011054	960048	Common Stock				0.0				D			
0001019687-13-002506	961541	Common Stock				35554.0				I		By Aviation Consultants, LLC	F2
0001209191-13-034094	922362	Common Stock				17433.0				I		By 401(k) plan	F3
0001179110-13-011052	951640	Common Stock				50000.0				I		by trust	F2
0001207221-13-000006	961692	Common Stock				966.54	F2			I		by Filer f/b/o daughter	
0001207221-13-000006	961693	Common Stock				1928.59	F3			I		By Filer f/b/o Sons	
0001209191-13-034085	933778	Common Stock				2200.0				I		by Trust 2	F2
0001209191-13-034085	933779	Common Stock				2200.0				I		by Trust 3	F2
0001209191-13-034085	933781	Common Stock				9200.0				I		by Trust 5	F3
0001209191-13-034085	933782	Common Stock				9200.0				I		by Trust 6	F3
0001209191-13-034085	933783	Common Stock				9200.0				I		by Trust 7	F3
0001209191-13-034085	933777	Common Stock				2200.0				I		by Trust 1	F2
0001209191-13-034085	933780	Common Stock				9200.0				I		by Trust 4	F3
0001179110-13-011046	932415	Common Stock				0.0				D			
0001225208-13-014955	916462	Common stock				10139.57				I			
0001225208-13-014955	916461	Common stock				1831.0				D		ESOP/401K	
0001209191-13-034079	953502	Common Stock				85808.0				I		by Spouse	F2
0001209191-13-034079	953503	Common Stock				86000.0				I		by Trust	F3
0001179110-13-011040	963151	Common Stock				0.0				D			
0001209191-13-034076	935662	Common Stock				221.16				I		by 401(k)	
0001179110-13-011037	945333	Common Stock				0.0				D			
0001209191-13-034069	943891	Common Stock				295.14				I		by 401(k)	
0001127602-13-021364	953898	Common Stock				30.0				I		By Spouse	
0001127602-13-021364	953897	Common Stock				13256.07				I		By Retirement Plan Trustees	
0001127602-13-021362	970671	Common Stock				16086.27				I		By Savings Plan	
0001127602-13-021362	970672	Common Stock				7693.58				I		By Wife's Savings Plan	
0001140361-13-026649	971800	Common Stock				36090.0				D			
0001140361-13-026647	912954	Common Stock				36090.0				D			
0001127602-13-021356	967246	Common Stock				131.0				D			
0000859598-13-000092	921364	Common Stock				1690.0				I		By Son	
0000859598-13-000092	921367	Common Stock				1190.0				I		By Trust	
0000859598-13-000092	921366	Common Stock				1290.0				I		By Daughter	
0000859598-13-000092	921365	Common Stock				1290.0				I		By Daughter	
0001140361-13-026646	961700	Common Stock				256398.0				I		By The D3 Family Canadian Fund, LP	F2, F3
0001140361-13-026646	961701	Common Stock				801176.0				I		By The DIII Offshore Fund, LP	F2
0001179110-13-011036	955003	Class A Common Stock				61465.0				D		By Deferred Compensation Plan	
0001179110-13-011036	955004	Class A Common Stock				3386.0	F2			I			
0001127602-13-021352	957780	Common Stock				16086.27				I		By Savings Plan	
0001127602-13-021352	957781	Common Stock				7693.58				I		By Wife's Savings Plan	
0001209191-13-034052	962073	Common Stock				9595.0				D			
0001559347-13-000021	915688	Common Stock				206872.0				I		By the Elliot J. Brody Revocable Trust	F1
0001559347-13-000020	959835	Common Stock				206872.0				D	F1		
0001140361-13-026642	936128	Common Stock				2245.0				I		By 401(k) plan	
0001140361-13-026640	936140	Common Stock				4875000.0				D			
0001140361-13-026638	946254	Common Stock				17550000.0				D			
0001144204-13-037183	927781	Common Stock				12500.0	F3			D			
0001144204-13-037182	923661	Common Stock				12500.0	F3			D			
0000750556-13-000126	947270	Common Stock				20000.0				D			
0001140361-13-026636	919651	Common Stock				100000.0				D			
0000750556-13-000125	959752	Common Stock				100000.0				D			
0001104659-13-052263	936617	Common Stock				35704.0				D			
0001209191-13-034044	960932	Ordinary Shares, par value $1.00 per share				4000.0				I		By Spouse	
0001181431-13-037199	933979	Common Stock				650.0				I		by Partnership	
0001181431-13-037196	913268	Common Stock				3150.0				I		by Daughter	
0001181431-13-037195	955728	Common Stock				39088.0				I		by Trust	
0001181431-13-037193	916495	Common Stock				2500.0				I		by Daughter	
0001181431-13-037193	916496	Common Stock				1050.0				I		by Spouse	
0001181431-13-037192	937988	Common Stock				400.0				I		by Spouse	
0001181431-13-037192	937987	Common Stock				21000.0				I		by Corporation	
0001187907-13-000067	924917	Shares of Beneficial Interest				1140.0	F5			I		By children	
0001187907-13-000067	924918	Shares of Beneficial Interest				23469.0	F6			I		By foundation	
0001187907-13-000067	924914	Shares of Beneficial Interest				47633.0	F2			I		As custodian	
0001187907-13-000067	924915	Shares of Beneficial Interest				37081.0	F3			I		By corporation	
0001187907-13-000067	924913	Shares of Beneficial Interest				259793.0	F1			D			
0001187907-13-000067	924916	Shares of Beneficial Interest				33259.0	F4			I		By trust	
0001181431-13-037191	965271	Common Stock				420.0				I		by Trust	
0001181431-13-037191	965270	Common Stock				8675.0				I		by Corporation	
0001187907-13-000065	960453	Shares of Beneficial Interest				25260.0	F3			I		By partnership	
0001187907-13-000065	960459	Shares of Beneficial Interest				2468.0	F9			I		As custodian	
0001187907-13-000065	960455	Shares of Beneficial Interest				33259.0	F5			I		By trust	
0001187907-13-000065	960456	Shares of Beneficial Interest				20874.0	F6			I		By trust	
