ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001179110-14-011078	841876	Common Stock				46268.0	F2			D			
0001179110-14-011076	797987	Common Stock				45985.0				D			
0001181431-14-025300	803320	Common Stock, par value $0.01 per share				10230.0				I		See Footnotes	F8, F5, F3, F4, F2
0001181431-14-025300	803321	Common Stock, par value $0.01 per share				747.0				I		See Footnotes	F9, F5, F3, F4, F2
0001181431-14-025300	803322	Common Stock, par value $0.01 per share				25175600.0				D	F5, F3, F4, F2		
0001181431-14-025300	803319	Common Stock, par value $0.01 per share				21992640.0				I		See Footnotes	F5, F3, F4, F7, F2
0001140361-14-027099	790292	"Common Stock, par value $0.0001 (""Common Stock"")"				3000000.0				I		See Footnotes	F1, F5, F3, F2, F6, F4
0001181431-14-025299	791731	Common Stock, par value $0.01 per share				7561307.0				D	F5, F3, F4, F2		
0001181431-14-025299	791729	Common Stock, par value $0.01 per share				3077.0				I		See Footnotes	F8, F5, F3, F4, F2
0001181431-14-025299	791728	Common Stock, par value $0.01 per share				6615280.0				I		See Footnotes	F5, F3, F4, F7, F2
0001181431-14-025299	791730	Common Stock, par value $0.01 per share				224.0				I		See Footnotes	F9, F5, F3, F4, F2
0001181431-14-025298	818025	Common Stock, par value $0.01 per share				4771352.0				I		See Footnotes	F5, F3, F4, F7, F2
0001181431-14-025298	818026	Common Stock, par value $0.01 per share				2336.0				I		See Footnotes	F8, F5, F3, F4, F2
0001181431-14-025298	818027	Common Stock, par value $0.01 per share				170.0				I		See Footnotes	F9, F5, F3, F4, F2
0001181431-14-025298	818028	Common Stock, par value $0.01 per share				5565160.0				D	F5, F3, F4, F2		
0001019687-14-002611	778823	Common Stock				8000000.0				I		By Corporation	F1
0001127602-14-021905	811614	Common Stock				2520.0				I	F2	Shares are registered under the spouse's name Zita T Leon Guerrero	
0000950103-14-004547	799719	Common Shares				1161576.0				I			
0000950103-14-004547	799717	Common Shares				2352236.0				D		See footnote	F2
0000950103-14-004547	799718	Common Shares				6729864.0				I		See footnote	F3
0001607768-14-000001	784607	Common Stock				2371955.0				D			
0001209191-14-044464	812465	Class A Common Stock				833.0				I		By Spouse	
0000947871-14-000432	845247	Common Stock				104.0				I		By 401(k) Plan	
0000947871-14-000431	832184	Common Stock				105.0				I		By 401(k) Plan	
0000947871-14-000431	832183	Common Stock				26146.0				I		By SYNC, Inc.	
0000947871-14-000431	832182	Common Stock				2222.0				I		By Spouse	
0000947871-14-000431	832181	Common Stock				849958.0				I		By Trust	
0000947871-14-000430	804594	Common Stock				105.0				I		By 401(k) Plan	
0000947871-14-000429	778571	Common Stock				383.0				I		By 401(k) Plan	
0001090534-14-000002	805685	Class A Common Stock				1328.0				I		I	F5
0001090534-14-000002	805684	Class A Common Stock				18740.0				I		I	F4
0001090534-14-000002	805683	Class A Common Stock				28500.0				I		I	F3
0001019966-14-000002	797222	Common Stock				2371955.0	F2			I		Footnote	
0000947871-14-000428	845554	Common Stock				69.0				I		By 401(k) Plan	
0001083522-14-000053	821393	Common Stock				10500.0				D			
0000947871-14-000427	798440	Common Stock				202.0				I		By 401(k) Plan	
0001019966-14-000001	828379	Common Stock				1185966.0	F1			D			
0001127602-14-021896	835723	Common Stock				2500.0				I		Jamison Family Account	
0001104659-14-049457	834091	Common Stock				173315.0				D			
0001104659-14-049452	804785	Common Stock				926604.0				I		By Wint2felden Holding SA	
0001104659-14-049450	811817	Common Stock				3436898.0	F1, F2			I		See Footnotes	F3, F1, F4, F2
