ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001104659-19-052146	218579	Common Stock				18750.0				D			
0001127602-19-029293	143200	Common Stock				1200.0				D			
0001437749-19-019296	134656	Common Stock				0.0				D			
0000769993-19-000511	218651	Common Units				53042.0				I		See footnotes	F2, F1
0001567619-19-018899	264330	Common Stock				181341.0				I		Shares held by Jean-Jacques Bienaime Family Trust	
0001646793-19-000006	256133	CA Registrar No. 67-209407 Certificate Item: 000383444				250.0	F1			D			
0001209191-19-051165	217621	Common Stock				800.0				I		By IRA	
0001209191-19-051163	248516	Common Stock				94890.0				D			
0001585583-19-000063	270470	COMMON STOCK				111130.0	F1			D			
0001104659-19-052100	226680	Common Stock				0.0				D	F6, F7, F1		
0000919574-19-006125	262042	Common Stock, $0.10 par value				16666667.0				D	F1	See Footnote	F1
0000919574-19-006125	262043	Common Stock, $0.10 par value				16666667.0				I			
0001567619-19-018896	184010	Common Stock				668.0	F2			I		By OPC Savings Plan	
0001209191-19-051151	134112	Common Stock				10962.0				D			
0001567619-19-018892	242812	Common Stock				60368.0				D			
0001668244-19-000043	214875	Common Shares (restricted)				1560.0				D			
0001668244-19-000043	214876	Common Shares				406.0				I		by 401(k)	
0001127602-19-029264	215589	Common Stock				100000.0				I		Via Grantor Retained Annuity Trust	
0001127602-19-029264	215590	Common Stock				70000.0				I		Via Grantor Retained Annuity Trust	
0001016281-19-000100	138057	Common Stock				11446.0				I		Melvin C. Payne, Jr. 2016 Annuity Trust	
0001016281-19-000100	138058	Common Stock				11446.0				I		Karen P. Payne 2016 Annuity Trust	
0001016281-19-000100	138059	Common Stock				17072.0				I		Spouse	
0001246360-19-002129	188391	Common Stock				0.0				D			
0001225208-19-012819	175226	Common Stock				21910.0				I		By Children's Trust	F3
0000310764-19-000131	261748	Common Stock				921.0				I		By 401K	
0001104659-19-052089	182975	Common Stock				26333.0				D			
0001437749-19-019275	260643	Class A Common Stock				156206.0				D		Estate of Karl F. Lopker	
0001437749-19-019275	260644	Class A Common Stock				634982.0				I			
0001209191-19-051129	145351	Common Shares				56107.0				D			
0001209191-19-051124	223625	Common Stock				10577.0	F3			I		By Newell Family Revocable Trust DTD 08/14/2008	F4
0001209191-19-051124	223626	Common Stock				26091.0				I		By Taluswood Partners, L.P.	F5
0001209191-19-051118	176873	Common Stock				10383.0				I		Michael A. & Linda A. Fitzpatrick Family Trust dated 10/13/1997	F2
0001257171-19-000052	253190	Common Stock				39473.0				I			
0001257171-19-000052	253191	Common Stock				638801.0				I			
0001257171-19-000052	253189	Common Stock				12263.0				D		STC INTERNATIONAL, INC.	F3
0001257171-19-000052	253188	Common Stock				5749019.0				D		ACTS BIOSCIENCES, INC.	F2
0001214659-19-006108	169588	Common Shares				1557552.0				I		Family Survivors Trust	
0001237441-19-000001	192850	Class A Common Shares				37282.0				D			
0001209191-19-051109	240253	No Securities Owned				0.0				D			
0001127602-19-029261	174911	Common Stock, Par Value $.01				668.0				D			
0000067590-19-000006	140891	Common Stock				8000.0				D			
0001628280-19-012020	231599	Common Stock				4899.0	F1			I			
0001628280-19-012020	231598	Common Stock				27216.0				D		Meritor Savings Plan	
0001127602-19-029259	258841	Common Stock				3508.0				D		401k	
0001127602-19-029259	258842	Common Stock				0.0				I			
0001628280-19-012018	130855	Common Stock				111144.0				D			
0001177648-19-000034	160111	Common Stock				14921.0				I		By grantor retained annuity trust	F1
0001628280-19-012016	132780	Common Stock				40829.0				D			
0001628280-19-012015	256428	Common Stock				31741.0				D		Meritor Savings Plan	
0001628280-19-012015	256429	Common Stock				11555.0	F1			I			
0001127602-19-029258	163836	Common Stock, Par Value $.01				7228.0				D			
0001628280-19-012013	182511	Common Stock				631316.0				D			
0001127602-19-029257	174859	Common Stock				11539.0				I			
0001127602-19-029257	174858	Common Stock				58196.0				D		401k	
0001628280-19-012012	139215	Common Stock				27647.0				D			
0001628280-19-012011	204382	Common Stock				0.0				D		Meritor Savings Plan	
0001628280-19-012011	204383	Common Stock				3512.0	F1			I			
0001593968-19-001927	188356	Common Stock				30000.0				I		By MS III	F2
0001593968-19-001927	188358	Common Stock				30750.47				I		By MS I	F2
0001593968-19-001927	188357	Common Stock				30000.0				I		By MS II	F2
0001593968-19-001927	188355	Common Stock				50000.0				I		By MS IV	F4
0001593968-19-001927	188354	Common Stock				30000.0				I		By MS V	F2
0000899243-19-024423	213743	Common Stock				400.0				I		By Spouse	
0001127602-19-029253	137360	Common Stock				0.0				D			
0001225208-19-012816	162483	Common				33755.0				D			
0001127602-19-029250	266884	Common Stock, Par Value $.01				1319.0				D		Held in 401(K) Plan	
0001127602-19-029250	266885	Common Stock, Par Value $.01				339.0				I			
0001567619-19-018876	203506	Common Stock				800.0				I		By Trust	
0001209191-19-051092	193277	Common Stock, par value $0.01 per share				8218.0				D			
0001209191-19-051091	250611	Common Stock				24786.0				I		By StoryCorp Consulting	
0001209191-19-051090	159647	Common Stock, $0.0001 par value				0.0				D			
0001326160-19-000201	153297	Common Stock				6953.0				I		By 401(k)	
0001078782-19-000742	166909	Common Stock				338419.0				I		By Hever Investments Limited	F2
0001127602-19-029245	231327	Common Stock				4432.6				I		Held In Trust Under Issuer's Retirement Plan	
0001209191-19-051086	197317	Common Stock				678880.0				I	F2, F1	By Avalon Biomedical (Management) Limited	F2, F1
0001209191-19-051086	197318	Common Stock				164925.0				I	F2	By Spouse	F2
0001209191-19-051086	197319	Common Stock				107181.0	F3			I	F2, F3, F1	By Avalon Polytom (HK) Limited	F2, F3, F1
0001213900-19-019299	246792	Common Stock				52575.0				D			
0001127602-19-029240	195068	Common Stock				2959.17				I		Held in Trust Under Issuer's Retirement Plan	
0001127602-19-029240	195067	Common Stock				1000.0				I		By Spouse	
0001225208-19-012814	257995	Common Stock				27.0				I		By SAIC Retirement Plan	
0001127602-19-029238	221161	Common Stock				21941.9				I		Held In Trust Under Issuer's Retirement Plan	
0000914851-19-000269	239396	Common Stock				0.0	F1			D			
0001127602-19-029233	261595	Common Stock				8231.99				I		By Perry E. Davis Revocable Trust	
0001127602-19-029233	261596	Common Stock				7183.0				I		By Wife's Revocable Trust	
0000914851-19-000267	218684	Common Stock				0.0	F1			D			
0000914851-19-000265	149858	Common Stock				0.0	F1			D			
0000914851-19-000263	159193	Common Stock				0.0	F1			D			
0001690001-19-000045	184451	NBT Bancorp Inc. Common Stock				5275.76				D			
0001777858-19-000041	242712	Common Stock				1815.0				I		by Inv. Club FBO Michael Lombardi	
0001777858-19-000041	242711	Common Stock				36913.0				D		Joint w/ father	
0001777858-19-000041	242713	Common Stock				1134.0				I		by profit sharing plan	
0001777858-19-000041	242714	Common Stock				56979.0				I			
0000914851-19-000261	214907	Common Stock				0.0	F1			D			
0001209191-19-051083	247295	Class A common stock				3166.0				I		By Huff 2010 Descendants' Trust	
0000914851-19-000259	174648	Common Stock				0.0	F1			D			
0001777858-19-000040	178956	Common Stock				6682.0				D			
0000914851-19-000257	241690	Common Stock				0.0	F1			D			
0001209191-19-051081	153163	Class C Google Stock Units	F4			422.0				D			
0001209191-19-051081	153162	Class C Google Stock Units	F3			240.0				D			
0001209191-19-051081	153161	Class C Google Stock Units	F2			171.0				D			
0001209191-19-051081	153160	Class C Google Stock Units	F1			95.0				D			
0001209191-19-051081	153159	Class C Capital Stock				321.0				I			
0001209191-19-051081	153158	Class C Capital Stock				347.0				D		By Trust	
0001777858-19-000039	156690	Common Stock				4899.0				D			
0000870385-19-000037	183402	COMMON STOCK				5904.0				I		BY SPOUSE	
0000914851-19-000255	199929	Common Stock				0.0	F1			D			
0001777858-19-000038	152334	Common Stock				7201.0				D			
0000778946-19-000092	115527	Common Stock, $0.01 par value per share				7000.0				D			
