ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001181431-12-020858	975112	Common Stock				15845.0	F1			I		By Karim El-Hibri Trust	F2
0001181431-12-020858	975114	Common Stock				15845.0	F1			I		By Faiza El-Hibri Trust	F2
0001181431-12-020858	975113	Common Stock				15845.0	F1			I		By Yusra El-Hibri Trust	F2
0001225208-12-008524	973095	CBS Class B common stock				4187.0				I		By 401(k)	
0001544835-12-000002	1001384	common stock				2500000.0				D			
0000892712-12-000186	981440	Common Stock				1346.0				I		Held in Reporting Person's 401(k) account as of March 27, 2012.	
0001181431-12-020853	978297	Common Stock				385659.0				I		See Footnotes	F5, F1, F2, F3
0001181431-12-020853	978298	Common Stock				1248232.0				I		See Footnotes	F6, F1, F2, F3
0001181431-12-020853	978299	Common Stock				3601578.0				I		See Footnotes	F7, F1, F2, F3
0001181431-12-020853	978300	Common Stock				782538.0				I		See Footnotes	F1, F2, F3, F8
0001181431-12-020853	978296	Common Stock				20585466.0				I		See Footnotes	F4, F1, F2, F3
0001181431-12-020853	978301	Common Stock				1290366.0				I		See Footnotes	F1, F2, F3, F9
0001181431-12-020853	978302	Common Stock				1487725.0				I		See Footnotes	F1, F2, F3, F10
0001544835-12-000001	993701	common stock				12600000.0				D			
0001181431-12-020852	1007036	Common Stock				1487725.0				I		See Footnotes	F1, F2, F3, F10
0001181431-12-020852	1007030	Common Stock				20585466.0				I		See Footnotes	F4, F1, F2, F3
0001181431-12-020852	1007031	Common Stock				385659.0				I		See Footnotes	F5, F1, F2, F3
0001181431-12-020852	1007032	Common Stock				1248232.0				I		See Footnotes	F6, F1, F2, F3
0001181431-12-020852	1007033	Common Stock				3601578.0				I		See Footnotes	F7, F1, F2, F3
0001181431-12-020852	1007034	Common Stock				782538.0				I		See Footnotes	F1, F2, F3, F8
0001181431-12-020852	1007035	Common Stock				1290366.0				I		See Footnotes	F1, F2, F3, F9
0000892712-12-000183	989592	Common Stock				1649.0				I		Held in Reporting Person's 401(k) account as of March 27, 2012	
0000892712-12-000183	989593	Common Stock				271.0				I		Held in Reporting Person's Employee Stock Ownership Plan account as of March 27, 2012	
0000921895-12-000648	1017758	Common Stock, par value $0.01	F1			140100.0				I	F6	By The Lion Fund, L.P.	
0000310764-12-000108	996704	Common Stock				941.0				I		By 401K Plan	
0000892712-12-000181	1020835	Common Stock				11789.0				I		By Spouse	F5
0000892712-12-000181	1020836	Common Stock				4628.0				I		By children	F6
0000892712-12-000181	1020833	Common Stock				50636.0				I		By Trust	
0000892712-12-000181	1020832	Common Stock				138000.0				I		By family trust	F4
0000892712-12-000181	1020834	Common Stock				50636.0				I		By Trust for Benefit of Spouse	F5
0001181431-12-020841	1028488	Common Stock				2341055.0				I		See footnote	F5
0001181431-12-020841	1028489	Common Stock				2341055.0				I		See footnote	F6
0001181431-12-020841	1028490	Common Stock				1317890.0				I		See footnote	F7
