ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001127602-18-028604	282700	Common Stock				15816.0	F1			D			
0001127602-18-028602	382036	Common Stock				16780.0	F1			D		by 401(k)	
0001127602-18-028602	382037	Common Stock				24439.0	F2			I			
0001127602-18-028600	292157	Common Stock				12131.0	F1			D			
0001127602-18-028596	381199	Common Stock				5952.0	F2			I			
0001127602-18-028596	381198	Common Stock				27374.0	F1			D		by 401(k)	
0001283699-18-000050	327592	Common Stock				41750.0				I		By GRATs	
0001209191-18-052628	334184	Common Stock				800.0				I		By IRA	
0001016281-18-000102	347820	Common Stock				17857.0				I		Melvin C. Payne, Jr. 2016 Annuity Trust	
0001016281-18-000102	347821	Common Stock				17857.0				I		Karen P. Payne 2016 Annuity Trust	
0001016281-18-000102	347822	Common Stock				10661.0				I		Spouse	
0001209191-18-052626	358409	Common Stock				605713.0				I		See footnote	F1
0001367859-18-000115	364212	Common Stock, par value $.01 per share				2515.0				D			
0001367859-18-000113	325988	Common Stock, par value $0.01 per share				1515.0				D			
0001367859-18-000111	299261	Common Stock, par value $0.01 per share				30509.0				D			
0001367859-18-000110	279333	Common Stock, par value $0.01 per share				9624.0				I		By IRA	F2
0001367859-18-000109	373763	Common Stock, par value $.01 per share				515.0				D			
0001367859-18-000109	373762	Common Stock, par value $.01 per share				2500.0				I		By Leah Delaney Karge Trust	F5
0001367859-18-000109	373761	Common Stock, par value $.01 per share				3980.0				I		By James & Patricia Lang Grandchildren Education Trust	F4
0001367859-18-000101	322982	Common Stock, par value $0.01 per share				5320.0				D			
0001225208-18-013810	314731	Common				250000.0				I		See Footnote 1	F2
0001225208-18-013810	314730	Common				3215.0				I		By Spouse	
0001225208-18-013809	373964	Common				18292.0				D			
0001179110-18-011734	352963	Common Stock				176340.0	F4			I		The Gregory John Scott Living Trust	
0001209191-18-052619	364812	Class A Common Stock				274.0				I		See Footnote	F1
0001179110-18-011729	344167	Common Stock				19000.0	F3			I		See footnote	F4
0001127602-18-028593	335668	Common				1680.28				I		By 401(k) plan	
0001127602-18-028592	293906	Common				2258.0				I		By Son	
0001127602-18-028592	293905	Common				75374.0				I		By Wife's Trust for Children	
0001127602-18-028592	293904	Common Stock				1729.66	F4			I		By 401(k)	
0001127602-18-028591	310648	Common Stock				1415891131.0				I			
0001127602-18-028591	310647	Common Stock				6748580.0				D		By Limited Liability Company	F6
0001127602-18-028590	309372	Common Stock				10557224.0				D		By Limited Liability Company	F6
0001127602-18-028590	309373	Common Stock				1415891131.0				I			
0001127602-18-028589	384075	Common Stock				3347254.32				D		By Limited Liability Company	F6
0001127602-18-028589	384076	Common Stock				1415891131.0				I			
0001304186-18-000014	355770	Class A Shares				272288.0				D	F4		
0001104659-18-059487	271993	Common Stock				51170146.0				I	F4, F1		
0001104659-18-059487	271992	Common Stock				40163657.0				D	F3, F1		
0001104659-18-059487	271991	Common Stock				1291411.0				D	F2, F1	See footnotes	F4, F1
0001104659-18-059486	287874	Common Stock, par value $0.01 per share (''Common Stock'')				51170146.0				I	F2, F1, F3	See Footnotes	F2, F1, F3
0001104659-18-059485	336845	Common Stock				140363.0				D			
0001104659-18-059484	285207	Common Stock				115107.0				D			
0001113256-18-000091	328642	Common Stock				4522.0	F1			I			
0001113256-18-000091	328641	Common Stock				18954.0				D		Meritor Savings Plan	
0001113256-18-000090	343680	Common Stock				77989.0				D			
0001113256-18-000089	319567	Common Stock				43450.0				D			
0001113256-18-000087	284592	Common Stock				31741.0				D		Meritor Savings Plan	
0001113256-18-000087	284593	Common Stock				11555.0	F1			I			
0001113256-18-000086	352308	Common Stock				327043.0				D			
0001113256-18-000085	328052	Common Stock				19009.0				D			
0001304186-18-000013	326309	Class A Shares				558492.0				I		Robert Sinnott 2010 GRAT dtd 1/28/10 John Sinnott, TTEE	
0001304186-18-000013	326312	Class A Shares				272288.0				I		Ssee footnotes	F3, F7
0001304186-18-000013	326311	Class A Shares				37104.0				I		Robert and Rosa Sinnott Living Trust dtd 10/24/97, Robert V. Sinnott and Rosa R. Sinnott Trustees	
0001304186-18-000013	326310	Class A Shares				75104.0				I		Cliffwood Energy Partners	F5
0001304186-18-000013	326308	Class A Shares				558492.0				I		Rosa Sinnott 2010 GRAT dtd 1/28/10 John Sinnott, TTEE	
0001127602-18-028588	329062	Common Stock				4000.0				I		By Daughters	
0001209191-18-052610	283728	Common Stock				63914.0	F2			I		By Limited Partnership	F3
0001209191-18-052609	292187	Common Stock				46248.0	F2			I		By Trust	F3
0001667731-18-000228	335576	Common Stock				25000.0				D	F2		
0001567619-18-003284	285738	Common Stock				30.0				I		By Self as Custodian for Child	
0001567619-18-003284	285737	Common Stock				35.0				I		By self as custodian for child	
0001209191-18-052605	383698	COMMON UNITS (LIMITED PARTNER INTERESTS)				5000.0				I		See footnote	F1
0000096021-18-000170	286650	Common Stock				61.0				I		Spouse	
0000096021-18-000168	343090	Common Stock				1957.0				I		Spouse	
0001179110-18-011718	319528	Common Stock				479979.0				D			
0001063344-18-000086	291177	Class A Common Shares of Beneficial Interest				85510.0				D			
0001304186-18-000012	308817	Class A Shares				272288.0				D	F4		
0001209191-18-052587	292287	Common Stock				7350.0				D			
0001437749-18-017599	287955	Common Stock				6032.0				I		by 401k/ESOP-FBO William Dishman	
0001437749-18-017599	287954	Common Stock				5055.0				I		By Spouse	
0001144204-18-051581	365015	Common Stock, par value $0.001 per share				333185.0				I		See Footnote	F4
0001144204-18-051581	365016	Common Stock, par value $0.001 per share				177134.0				I		See Footnote	F5
0001144204-18-051581	365014	Common Stock, par value $0.001 per share				40219.0				I		See Footnote	F3
0001144204-18-051581	365018	Common Stock, par value $0.001 per share				84000.0				I		See Footnote	F7
0001144204-18-051581	365017	Common Stock, par value $0.001 per share				84000.0				I		See Footnote	F6
0001614178-18-000397	338370	Common Stock				1200000.0				I		See footnote	F3
0001127602-18-028580	272703	Common Stock	F1			1330.0				D			
0001127602-18-028580	272702	Common Stock	F1			690.0				D			
0001127602-18-028580	272706	Common Stock	F1			1350.0				D			
0001127602-18-028580	272704	Common Stock	F1			1890.0				D			
0001127602-18-028580	272705	Common Stock	F1			1180.0				D			
0001209191-18-052584	317823	Common Stock				37648171.0				I		Please see explanation below	F3, F4
0001209191-18-052580	385662	Common Stock				37648171.0				I		Please see explanation below	F3, F4
0001209191-18-052576	349960	Class B Common Stock				5000.0				I		By IRA	
0000910406-18-000069	296926	Common Stock				21812.0				I		By spouse	F3
0000910406-18-000069	296925	Common Stock				146782.0				I		By trusts	F2
0001567619-18-003279	315387	Common Stock				6815.0				I		Steven J. Zuckerman revocable trust	
0001127294-18-000008	345579	Common Stock				97631.87	F1			D			
0001127602-18-028573	339085	Class A Common Stock				563.0				D			
0001127602-18-028573	339084	Class A Common Stock				1405.0				I		Reporting Person?s proportionate interests in shares held by Rankin Associates II.	
0001567619-18-003277	308411	Common Stock				57480.0				D			
0001127602-18-028572	325856	Common Units				5000.0				D			
0001127602-18-028571	383276	Class A Common Stock				1405.0				I		Reporting Person?s trust?s proportionate interests in shares held by Rankin Associates II.	
0001127602-18-028571	383277	Class A Common Stock				563.0				I		Father is co-trustee of a trust fbo Reporting Person.	
0001567619-18-003276	314776	Common Stock				3456416.0				I		By Capitol Acquisition Management 2 LLC	F2
0001209191-18-052563	288911	Class B Common Stock				28500.0				I		By DMC Investments, LLC	
0001209191-18-052563	288912	Class B Common Stock				10000.0				I		By Trust for Colburn Cline	F2
0001127602-18-028569	300799	Class A Common Stock				20119.0				I		Minor child?s trust?s proportionate interests in shares held by Rankin Associates II.	F5
0001127602-18-028569	300800	Class A Common Stock				1851.0				I		Co-Trustee for the benefit of Reporting Person's daughter.	F5
0001127602-18-028569	300798	Class A Common Stock				765.0				I		Reporting person serves as co-trustee of trust fbo Elisabeth M. Rankin	
0001127602-18-028569	300797	Class A Common Stock				200.0				I		Reporting person's spouse serves as Trustee for the benefit of Elisabeth Rankin	
0001127602-18-028569	300796	Class A Common Stock				29986.0				I		Reporting Person?s proportionate interests in shares held by Rankin Associates II.	
0001127602-18-028569	300795	Class A Common Stock				54147.0				I		proportionate limited partnership interest in shares held by Rankin Associates I, L.P	F5
0001127602-18-028569	300810	Class A Common Stock				192662.0				I		spouse serves as Trustee of a Trust for the benefit of Roger F. Rankin	F5
0001127602-18-028569	300809	Class A Common Stock				47.0				I		"spouse's interest in shares of Rankin Associates V held by Rankin Management, Inc. (""RMI"")"	
0001127602-18-028569	300808	Class A Common Stock				1975.0				I		"spouse's proportionate interest in shares held by Rankin Management, Inc. (""RMI"")."	F5
0001127602-18-028569	300807	Class A Common Stock				65824.0				I		Spouse's proportionate interests in shares held by Rankin Associates IV.	F5
0001127602-18-028569	300806	Class A Common Stock				4693.0				I		spouse's proportionate limited partnership interest in shares held by RA II, L.P	F5
0001127602-18-028569	300805	Class A Common Stock				3448.0				I		Spouse's proportionate interests in shares held by Rankin Associates I.	F5
0001127602-18-028569	300801	Class A Common Stock				1209.0				I		Spouse serves as Trustee for the benefit of A. Farnham Rankin	
0001127602-18-028569	300802	Class A Common Stock				17987.0				I		Minor child?s trust?s proportionate interests in shares held by Rankin Associates II.	F5
0001127602-18-028569	300803	Class A Common Stock				3738.0				I		Co-Trustee for the benefit of Reporting Person's daughter.	F5
0001127602-18-028569	300804	Class A Common Stock				19.0				I		Spouse's proportionate general partnership interest shares held by RAIV.	F5
0001127602-18-028568	303435	Class A Common Stock				2058.0				I		Spouse's proportionate interests in shares held by Rankin Associates II.	F4
0001127602-18-028568	303434	Class A Common Stock				722.0				I		Held by Reporting Person's spouse.	F4
0001127602-18-028568	303441	Class A Common Stock				1405.0				I		Reporting Person is co-trustee of a Trust fbo minor child.	F4
0001127602-18-028568	303440	Class A Common Stock				10838.0				I		Minor child's trust?s proportionate interests in shares held by Rankin Associates II.	F4
0001127602-18-028568	303439	Class A Common Stock				9103.0				I		Held through a trust of which the Reporting Person is trustee	
0001127602-18-028568	303442	Class A Common Stock				563.0				I			
0001127602-18-028568	303438	Class A Common Stock				500.0				D		Reporting Person?s proportionate interests in shares held by Rankin Associates II.	
0001127602-18-028568	303436	Class A Common Stock				1553.0				I		Minor child's trust?s proportionate interests in shares held by Rankin Associates II.	F4
0001127602-18-028568	303437	Class A Common Stock				645.0				I		Reporting Person is co-trustee of a Trust fbo minor child.	F4
0001237899-18-000016	325457	Common Stock				5000.0				I		by SLAT	F7
0001237899-18-000016	325458	Common Stock				12349.0				I		by Trust	
0001127602-18-028567	331690	Class A Common Stock				19.0				I		Spouse's proportionate general partnership interest shares held by RAIV.	F6
0001127602-18-028567	331689	Class A Common Stock				3738.0				I		Co-Trustee for the benefit of Reporting Person's daughter.	F6
0001127602-18-028567	331692	Class A Common Stock				4693.0				I		spouse's proportionate limited partnership interest in shares held by RA II, L.P	F6
0001127602-18-028567	331693	Class A Common Stock				65824.0				I		Spouse's proportionate interests in shares held by Rankin Associates IV.	F6
0001127602-18-028567	331694	Class A Common Stock				190.0				I		Spouse's proportionate interests in shares held by Rankin Associates V	
0001127602-18-028567	331695	Class A Common Stock				1975.0				I		"spouse's proportionate interest in shares held by Rankin Management, Inc. (""RMI"")."	F6
0001127602-18-028567	331696	Class A Common Stock				47.0				I		"spouse's interest in shares of Rankin Associates V held by Rankin Management, Inc. (""RMI"")"	
0001127602-18-028567	331691	Class A Common Stock				3448.0				I		Spouse's proportionate interests in shares held by Rankin Associates I.	F6
0001127602-18-028567	331688	Class A Common Stock				17987.0				I		Minor child?s trust?s proportionate interests in shares held by Rankin Associates II.	F6
0001127602-18-028567	331697	Class A Common Stock				49.0				I		"spouse's interest in shares of Rankin Associates VI held by Rankin Management, Inc. (""RMI"")"	
0001127602-18-028567	331698	Class A Common Stock				192662.0				I		spouse serves as Trustee of a Trust for the benefit of Roger F. Rankin	F6
0001127602-18-028567	331681	Class A Common Stock				54147.0				I		proportionate limited partnership interest in shares held by Rankin Associates I, L.P	F6
0001127602-18-028567	331682	Class A Common Stock				29986.0				I		Reporting Person?s proportionate interests in shares held by Rankin Associates II.	
0001127602-18-028567	331683	Class A Common Stock				200.0				I		Reporting person's spouse serves as Trustee for the benefit of Elisabeth Rankin	
0001127602-18-028567	331684	Class A Common Stock				765.0				I		Reporting person serves as co-trustee of trust fbo Elisabeth M. Rankin	
0001127602-18-028567	331685	Class A Common Stock				20119.0				I		Minor child?s trust?s proportionate interests in shares held by Rankin Associates II.	F6
0001127602-18-028567	331686	Class A Common Stock				1851.0				I		Co-Trustee for the benefit of Reporting Person's daughter.	F6
0001127602-18-028567	331687	Class A Common Stock				1209.0				I		Spouse serves as Trustee for the benefit of A. Farnham Rankin	
0001127602-18-028566	342067	Class A Common Stock				645.0				D			
0001127602-18-028566	342066	Class A Common Stock				1553.0				I		Reporting Person?s proportionate interests in shares held by Rankin Associates II.	
0001127602-18-028565	310249	Class A Common Stock				54147.0				I		spouses proportionate LP interest in shares held by RA1	F2
0001127602-18-028565	310250	Class A Common Stock				29986.0				I		spouse's proportionate limited partnership interest in shares held by Rankin Associates II, L.P	F2
0001127602-18-028565	310251	Class A Common Stock				200.0				I		Reporting person serves as Trustee for the benefit of Elisabeth Rankin	
0001127602-18-028565	310252	Class A Common Stock				765.0				I		Reporting person serves as co-trustee of trust fbo Elisabeth M. Rankin	
0001127602-18-028565	310253	Class A Common Stock				20119.0				I		daughter's proportionate LP interest in shares held by RA II LP held in a trust	F2
0001127602-18-028565	310254	Class A Common Stock				1851.0				I		Spouse is Trustee for the benefit of Reporting Person's daughter.	F2
0001127602-18-028565	310255	Class A Common Stock				1209.0				I		Reporting Person Serves as Trustee for the benefit of A. Farnham Rankin	
0001127602-18-028565	310256	Class A Common Stock				17987.0				I		daughter's proportionate LP interest in shares held by RA II LP held in a trust	F2
0001127602-18-028565	310257	Class A Common Stock				3738.0				I		Spouse is Co-Trustee for the benefit of Reporting Person's daughter.	F2
0001127602-18-028565	310258	Class A Common Stock				19.0				I		proportionate general partnership interest in shares of Rankin Associates IV,	
0001127602-18-028565	310259	Class A Common Stock				3448.0				I		proportionate limited partnership interest in shares held by Rankin Associates I, L.P	
0001127602-18-028565	310260	Class A Common Stock				4693.0				I		proportionate limited partnership interests in shares held by Rankin Associates II, L.P	
0001127602-18-028565	310261	Class A Common Stock				65824.0				I		proportionate limited partnership interest in shares held by Rankin Associates IV, L.P	
0001127602-18-028565	310262	Class A Common Stock				47.0				I		Interest in shares of Rankin Associates V held by Rankin Management	
0001127602-18-028565	310263	Class A Common Stock				1975.0				I		"proportionate interest in shares held by Rankin Management, Inc. (""RMI)."	
0001127602-18-028565	310264	Class A Common Stock				192662.0				I		Reporting Person serves as Trustee of a Trust for the benefit of Roger F. Rankin	
0001127602-18-028563	303912	Class A Common Stock				192662.0				I		Reporting Person serves as Trustee of a Trust for the benefit of Roger F. Rankin	
0001127602-18-028563	303902	Class A Common Stock				17987.0				I		daughter's proportionate LP interest in shares held by RA II LP held in a trust	F2
0001127602-18-028563	303910	Class A Common Stock				49.0				I		Interest in shares of Rankin Associates VI held by Rankin Management	
0001127602-18-028563	303905	Class A Common Stock				3448.0				I		proportionate limited partnership interest in shares held by Rankin Associates I, L.P	
