ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001181431-09-045682	1236405	Common Stock				40000.0				D			
0001209191-09-046266	1293328	Common Stock				8617.0				D			
0001209191-09-046265	1239929	Common Stock				1000.0				I		Spouse w/ Parents	
0001209191-09-046265	1239933	Common Stock				1500.0				I		Spouse's Agency	
0001209191-09-046265	1239932	Common Stock				4762.0				I		Profit Sharing Plan	
0001209191-09-046265	1239928	Common Stock				9589.24				I		Spouse's Trust	
0001209191-09-046265	1239930	Common Stock				1400.0				I		IRA	
0001209191-09-046265	1239931	Common Stock				700.0				I		Spouse's IRA	
0001140361-09-022062	1421010	Common Stock, par value $0.01 per share				88227868.0	F2, F1			I	F2	By certain limited liability companies and limited partnerships	F2
0001209191-09-046264	1238425	Common Stock				34392.07				D			
0001104659-09-057148	1355582	Common Stock				0.0				I		By Talecris Holdings, LLC	F2, F1
0001104659-09-057147	1447561	Common Stock				0.0				I		By Talecris Holdings, LLC	F2, F1
0001209191-09-046263	1287711	Common Stock				21000.0				D			
0000908662-09-000309	1243113	Common Stock				22653387.0				I	F1	By Talecris Holdings, LLC	
0001104659-09-057146	1286859	Common Stock				60568.0	F1			D			
0001104659-09-057145	1250982	Common Stock, par value $0.01 per share				0.0	F2, F1			D			
0001104659-09-057144	1321432	Common Stock				21256.0	F1			D			
0001104659-09-057143	1412091	Common Stock				9696.0	F1			D			
0001104659-09-057142	1242149	Common Stock				136872.0	F1			D			
0001104659-09-057141	1281529	Common Stock				13688.0	F1			D			
0001104659-09-057140	1359835	Common Stock				21240.0	F1			D			
0001104659-09-057139	1454270	Common Stock, par value $0.01 per share				0.0	F2, F1			D			
0001104659-09-057138	1340417	Common Stock				102312.0	F1			D			
0001104659-09-057137	1379680	Common Stock				18400.0				D			
0001104659-09-057136	1376589	Common Stock				9696.0	F1			D			
0001104659-09-057135	1350834	Common Stock				81856.0	F1			D			
0001104659-09-057134	1233123	Common Stock				7760.0	F1			D			
0001104659-09-057133	1471458	Common Stock				1284184.0	F1			D			
0001104659-09-057132	1282575	Common Stock				21240.0	F1			D			
0001104659-09-057130	1311812	Common Stock				8128.0	F1			D			
0001104659-09-057129	1465232	Common Stock				71624.0	F1			D			
0001104659-09-057128	1227915	Common Stock				50872.0	F1			D			
0001181431-09-045663	1451695	Common Stock				6747900.0				I	F2, F1	See Footnotes	
0000893877-09-000344	1350287	Common Stock				3000000.0				D			
0000075362-09-000104	1252617	COMMON STOCK				7674.0				D			
0000075362-09-000103	1230394	COMMON STOCK				7918.0				D			
0001181431-09-045657	1414175	Common Stock				7572.0				D			
0001181431-09-045656	1226032	Common Stock				0.0				D			
0001181431-09-045655	1353964	Common Stock				1919.0				D			
0001181431-09-045654	1332356	Common Stock				0.0				D			
0001181431-09-045653	1454297	Common Stock				1000.0				D			
0001181431-09-045652	1315633	Common Stock				0.0				D			
0001181431-09-045651	1406021	Common Stock				0.0				D			
0001181431-09-045650	1479952	Common Stock				0.0				D			
0001181431-09-045649	1381046	Common Stock				0.0				D			
0001181431-09-045648	1361655	Common Stock				12475.0				D			
0001181431-09-045647	1262627	Common Stock				2995.0				D			
0001437749-09-001370	1376954	Common Stock				245.0				D			
0001127602-09-019661	1371767	Common Stock				46527.0				D		By Peer Developments Limited	F1
0001127602-09-019661	1371768	Common Stock				4689244.0				I			
0001437749-09-001369	1378091	Common Stock				0.0				D			
0001437749-09-001368	1331301	Commons Stock				0.0				D			
0000909518-09-000623	1247604	Common Shares				2452215.0				D			
0000919574-09-015520	1241364	Common Stock				21000.0				D	F5		
0001181431-09-045625	1305010	Common Stock, par value $0.01 per share				119177.0				D			
0001179110-09-013864	1314074	Series A Liberty Entertainment Common Stock				4785.0	F7			I		By 401(k) Savings Plan	
0001209191-09-046247	1219853	Common Stock				459247.0				I		See footnote	F4
0001209191-09-046247	1219854	Common Stock				468247.0				I		See footnote	F5
