ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0000310764-14-000222	743141	Common Stock				40000.0				I		By Husband	
0000310764-14-000222	743140	Common Stock				17207398.0				I		By L. Lee Stryker Trust	
0000310764-14-000222	743142	Common Stock				174605.0				D			
0001140361-14-046876	774189	Class A Common Stock				10000.0				D	F2		
0001140361-14-046874	742298	Class A Common Stock				8173.0	F2			I		401(k)	
0001140361-14-046872	754638	Class A Common Stock				27569.0	F4			I			
0001140361-14-046872	754639	Class B Common Stock				2350000.0				D	F2		
0001140361-14-046872	754637	Class A Common Stock				100000.0				I		401(k)	
0001140361-14-046872	754636	Class A Common Stock				3238477.0				D	F2	Fn	F3
0001140361-14-046870	757709	Class A Common Stock				12882.0				I	F2	401(k)	
0001140361-14-046870	757710	Class A Common Stock				3025.0	F3			I	F3	By grandchildren under custody agreement	F3
0001140361-14-046868	760524	Class A Common Stock				38855.0				D	F2	401(k)	
0001140361-14-046868	760525	Class A Common Stock				56665.0	F3			I			
0001140361-14-046866	756601	Class A Common Stock				7497.0	F2			I		401(k)	
0001127602-14-036243	757333	Common Stock				304861.0				D			
0001140361-14-046864	774567	Class A Common Stock				12985.0	F2			I		401(k)	
0001140361-14-046864	774566	Class A Common Stock				2525.0				I		By spouse	
0001628925-14-000001	726814	Common				0.0				I		No shares owned at the present time	
0000950103-14-009203	748567	Common Stock				588084.0				I		See footnote	F2
0000950103-14-009202	756419	Common Stock				1131152.0				I		See footnote	F2
0000950103-14-009201	771013	Common Stock				500.0				I		See footnote	F7
0000950103-14-009201	771014	Common Stock				500.0				I		See footnote	F8
0000950103-14-009201	771011	Common Stock				39231.0				I		See footnote	F5
0000950103-14-009201	771010	Common Stock				193213.0				I		See footnote	F4
0000950103-14-009201	771012	Common Stock				39232.0				I		See footnote	F6
0000950103-14-009198	741152	Common Stock				3400.0				I		See footnote	F3
0000950103-14-009198	741153	Common Stock				3400.0				I		See footnote	F3
0000950103-14-009198	741154	Common Stock				3400.0				I		See footnote	F3
0001209191-14-078613	758544	Common Stock				800.0				I		By IRA	
0001127602-14-036221	770571	Common Stock				1671.0	F5			I		401(k)	
0000354707-14-000110	725563	Common Stock				1244.17	F2			D			
0001209191-14-078611	734496	Common Stock				382883.0				I			
0001209191-14-078611	734495	Common Stock				5984359.0				I		By LeBow Alpha LLLP	F6
0001209191-14-078611	734494	Common Stock				1549755.0				D		By LeBow Gamma Limited Partnership	F5
0001477932-14-007427	744263	Common Stock				4186500.0				D			
0001315406-14-000110	734102	Bio-Rad A Common Stock				2312.0				D			
0001181431-14-039932	766456	Common Stock				309383.0				I		By John H. Lewis directly	F2
0001181431-14-039932	766453	Common Stock				195034.0				I		By Osmium Spartan, LP	F2
0001181431-14-039932	766455	Common Stock				500479.0				I		By Osmium Special Opportunity Fund, LP	F2
0001181431-14-039932	766454	Common Stock				158928.0				I		By Osmium Diamond, LP	F2
0000921895-14-002773	737847	Common Stock, $0.001 par value	F1			25000.0				I		By PW Partners Master Fund LP	F3
0000921895-14-002773	737848	Common Stock, $0.001 par value	F1			69950.0				D			
0001315406-14-000108	770141	Bio-Rad B Common Stock				4060054.0				I		By Blue Raven Partners, L.P.	F2
0001315406-14-000108	770140	Bio-Rad A Common Stock				411252.0				D			
