ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0000899243-20-018072	185891	Class A Common Stock				6622.0				D			
0000950103-20-012972	264588	Class B Common Stock				17018145.0	F1			I		By Baldwin Insurance Group Holdings, LLC	
0000950103-20-012971	187030	Class B Common Stock				608878.0	F1			I		By Trust	
0000950103-20-012970	161734	Class B Common Stock				228333.0	F1			I		By Trust	
0000950103-20-012968	173249	Class B Common Stock				17018145.0	F2			I		By Baldwin Insurance Group Holdings, LLC	
0000893877-20-000028	116111	Common Stock				804418.0	F8			I			
0000893877-20-000028	116110	Common Stock				1154136.0				D		By DSRA LLC	F9
0000899243-20-018063	189611	Common Stock				10188.0				I		By Spouse	
0000899243-20-018061	247832	Class A Common Stock				537720.0	F6, F7			D			
0000899243-20-018057	201625	Common Stock				173760.0				I		HJ Exempt GST	F12
0000899243-20-018057	201622	Common Stock				292972.0				I		By GP Family Trust	F9
0000899243-20-018057	201623	Common Stock				292972.0				I		By Holly Familytrust	F10
0000899243-20-018057	201624	Common Stock				173760.0				I		GPH Exempt GST	F11
0001104659-20-079246	244579	Common Stock				1533.89				I		Cubic 401(k)	F3
0001104659-20-079246	244582	Common Stock				11.0				I		Child	F6
0001104659-20-079246	244581	Common Stock				33.0				I		The Feldmann Family Trust DTD 04-20-12	F5
0001104659-20-079246	244580	Common Stock				5114.97				I		Feldmann IRA	F4
0001140361-20-015223	240976	Common Stock				221672.0				D			
0001140361-20-015222	188157	Common Stock				1732334.0	F3			D			
0001495231-20-000110	239823	Common Stock				13127.0				I		By Dogfish Ventures LLLP	F1
0001495231-20-000110	239824	Common Stock				3.0				I		By Spouse	
0001209191-20-039537	145224	Common Shares				12860.0				I		By IRA	F2
0001209191-20-039537	145225	Common Shares				7830.0				I		By Spouse IRA	F3
0000899243-20-018029	215359	Common Stock				6666.0				I		Held by Kremen Family Trust	
0000899243-20-018024	247823	Common Stock				13644881.0				I		By AKDL, L.P.	F9, F8
0001126328-20-000167	207790	Common Stock				75791.0	F1			D			
0001126328-20-000165	189553	Common Stock				2801.0				I		By Spouse	
0001126328-20-000165	189554	Common Stock				500.0				I		By Immediate Family Member's IRA	
0001126328-20-000164	179415	Common Stock				494.0				I		By 401(k) Plan	
0001126328-20-000164	179416	Common Stock				22.0				I		By Spouse	
0001104659-20-079198	223213	Common stock, par value $0.01 per share				19495.0	F2			I		See Footnote.	
0001104659-20-079197	226237	Common stock, par value $0.01 per share				9005.0	F2			I		See Footnote.	
0001104659-20-079192	229775	Common stock, par value $0.01 per share				3000.0				I		See Footnote	F2
0001126328-20-000158	186130	Common Stock				1369.0				I		By 401(k) Plan	
0001771474-20-000069	261507	Common Stock				18839.85				D		401(k) savings plan (6/26/2020)	
0001771474-20-000069	261508	Common Stock				1691.79				I			
0001126328-20-000154	266909	Common Stock				2591.0				I		By 401(k) Plan	
0001126328-20-000153	227332	Common Stock				461.0				I		By 401(k) Plan	
0001140361-20-015215	195372	Common Stock				26000.0				D			
0001771474-20-000068	243399	No securities beneficially owned				0.0				D			
0001567619-20-012722	184190	Common Stock				5000.0				I		See footnote	F2
0001012975-20-000598	237652	Common Shares				5980.0				D			
0001104659-20-079182	197767	Common Stock				9185883.0				I			
0001104659-20-079182	197765	Common Stock				6724858.0				D		See Footnote	F6
0001104659-20-079182	197766	Common Stock				7874880.0				I		See Footnote	F7
0001209191-20-039530	197805	Common Stock				180431.0				I		Rincon Capital Partners, LLC	F4
0001209191-20-039530	197804	Common Stock				1005288.0				I		Latin American Investment Holdings, Inc.	F3
0001567619-20-012721	209100	Common Stock				810.0				I		See footnote	F3
0001567619-20-012721	209099	Common Stock				20602.0				I		See Footnote	F2
0001567619-20-012715	136735	Common Stock				6500.0				I		See Footnote	F3
0001567619-20-012715	136734	Common Stock				298322.0				I		See Footnote	F2
0001567619-20-012711	222154	Common Stock				1038128.0				I		See Footnote	F2
0001567619-20-012711	222155	Common Stock				330000.0	F3			I		See Footnote	F4
0001567619-20-012711	222156	Common Stock				80000.0	F5			I		See Footnote	F6
0001333493-20-000122	123521	Common Stock				13139.0				I		Trust Established for Immediate Family Members	F2
0001333493-20-000120	203105	Common Stock				3000.0				I		UTMA Accounts For Grandchildren	
0000028917-20-000138	264994	Common Class A - Retirement Plan				14731.0				D		See Footnote	F1
0000028917-20-000138	264995	Common Class A				108020.0	F1			I		See Footnote	F2
0000028917-20-000138	264996	Common Class A				19480.0	F2			I			
0000902664-20-002553	259936	Common Stock				4003576.0				I		See footnote	F2
0000028917-20-000137	127191	Common Class A - Retirement Plan				24638.0				D		See Footnote	F1
0000028917-20-000137	127192	Common Class A				7300.0	F1			I			
0000028917-20-000136	145736	Common Class A				66.0				I			
0000028917-20-000136	145735	Common Class A - Retirement Plan				2181.0				D		Owned by Spouse	
0000028917-20-000135	130402	Common Class A				41496.0	F1			I		See Footnote	F2
0000028917-20-000135	130403	Common Class A				7300.0	F2			I			
0000028917-20-000135	130401	Common Class A - Retirement Plan				39970.0				D		See Footnote	F1
0000028917-20-000134	253199	Common Class A				41496.0	F1			I		See Footnote	F2
0000028917-20-000134	253200	Common Class A				7300.0	F2			I		See Footnote	F3
0000028917-20-000134	253198	Common Class A - Retirement Plan				2765.0				D		See Footnote	F1
0000028917-20-000134	253201	Common Class A				36494.0	F3			I			
0000028917-20-000133	177754	Common Class A				7300.0	F2			I			
0000028917-20-000133	177753	Common Class A				41496.0	F1			I		See Footnote	F2
0000028917-20-000133	177752	Common Class A - Retirement Plan				684.0				D		See Footnote	F1
0000028917-20-000132	247689	Common Class A				7300.0	F1			I		See Footnote	F2
0000028917-20-000132	247688	Common Class A - Retirement Plan				39622.0				D		See Footnote	F1
0000028917-20-000132	247690	Common Class A				650.0	F2			I			
0001531152-20-000122	133220	Common Stock				2000.0				I		By Minor Children	
0001531152-20-000122	133221	Common Stock				86324.0				I		Robert W. Eddy November 2018 GRAT	
0001531152-20-000122	133222	Common Stock				52489.0				I		Robert W. Eddy November 2018 GRAT II	
0001531152-20-000119	253965	Common Stock				249696.0				I		Christopher J. Baldwin Grantor Retained Annuity Trust II	
0000899243-20-017998	151610	Common Stock				70.0				D			
0000895345-20-000758	209972	Class A common stock				20000.0				I		See footnote	F5
0001209191-20-039518	144875	Common Shares				7066.0	F2			I		by 401(k)	
0001209191-20-039517	123192	Common Shares				1.0	F2			I		by 401(k) Plan	
0001209191-20-039517	123191	Common Shares				4600.0				I		by IRA	
0001209191-20-039515	171930	Common Shares				2000.0				I		By IRA (M-L)	
0001209191-20-039515	171931	Common Shares				1500.0				I		By IRA (Vanguard)	
0001209191-20-039511	123179	Common Shares				607.0	F2			I		By 401(k)	
0000060667-20-000114	183510	Common Stock				5784.0				D			
0000750577-20-000003	144195	Common Stock				243.36				I		UTMA custodian for granddaughter	
0000750577-20-000003	144194	Common Stock				1940.0				I		Spouse Account (by wife's IRA)	
0000750577-20-000003	144193	Common Stock				30463.0				I		By Corporation	F2
0000750577-20-000003	144196	Common Stock				995.45				I		UTMA custodian for grandson	
0001209191-20-039510	232638	Common Stock				7496.0	F3			I		By 401(k) plan	
0001209191-20-039507	240830	Common Stock				4699.0	F3			I		By 401(k) Plan	
0001209191-20-039506	222235	Common Shares				63.0	F2			I		By 401(k)	
0001209191-20-039502	130668	Common Shares				132.0	F2			I		By 401(k)	
0001726978-20-000241	143087	Class A Common Stock				143402.0				I		By Colby 2014 Family Trust	
0001726978-20-000241	143086	Class B Common Stock				858166.0				I		By Trust	F2
0001104659-20-079081	220443	Common Stock				117146.0				I		In Trust	
0001209191-20-039499	174819	Common Stock				20953.0				D			
0001209191-20-039497	228960	Common Shares				12415982.0				I		By JMAC, Inc.	
0001209191-20-039497	228961	Common Shares				2428312.0				I		By the Porter Rardin Trust f/b/o John P. McConnell and Margaret Kollis	
0001209191-20-039497	228962	Common Shares				8173.0				I		As custodian for his son, C.R.McConnell	
0001209191-20-039497	228963	Common Shares				7343.0				I		By Spouse, Amy McConnell, as custodian for her son, Luke A. Edmonds	
0001209191-20-039497	228964	Common Shares				118000.0				I		By The McConnell Family Trust	
0001209191-20-039497	228965	Common Shares				255875.0				I		By The Margaret R. McConnell Trust f/b/o Margaret Kollis	
0001209191-20-039497	228966	Common Shares				25227.0	F2			I		By the Worthington Industries, Inc. Deferred Profit Sharing Plan	
0000899243-20-017983	136723	Common Stock				1101135.0				I		By Gotham Green Fund I1 (Q), L.P.	F2
0000899243-20-017983	136724	Common Stock				189187.0				I		By Gotham Green Fund II, L.P.	F2
0001209191-20-039496	183702	COMMON STOCK				179230.0	F2, F1			D		BY DEFINED BENEFIT PLAN	
0001209191-20-039496	183703	COMMON STOCK				50000.0	F2, F1			I			
0001303313-20-000054	267765	Common Stock				604013.0				I		See Footnote	F1
0001720088-20-000018	146944	Common Stock				5600.0				D		By Spouse	F4
0001720088-20-000018	146945	Common Stock				2522162.0				I			
0001209191-20-039491	166198	Common Stock				6000.0				D	F2		
0001209191-20-039491	166197	Common Stock				455028.0				I		The William W. Smith, Jr. Revocable Trust	
0001209191-20-039489	201996	Class A Common Stock				14427.0				D			
0001174567-20-000056	258443	Common Stock				2300000.0				I		Voting or Investment Control	F3
0000899243-20-017975	130705	Common Stock				573.0				D			
0001209191-20-039472	231744	Common Shares				1187.0				I		By Spouse	
0001209191-20-039472	231746	Common Shares				10665.0				I		Custodian for daughter, Hannah Rose	
0001209191-20-039472	231745	Common Shares				10665.0				I		Custodian for daughter, Sydney Rose	
0001104659-20-079041	152389	Common Stock				1179.0				I		Spouse	
0001104659-20-079041	152390	Common Stock				60.0				I		Children	
0001567619-20-012692	182146	Common Stock				58251.0				D			
0000880984-20-000006	199857	common stock				1366666.0				I		by IRA	
0000880984-20-000006	199858	common stock				4372017.0				I		by LLC	F1
0001493152-20-012285	153003	Common Stock				2100.0				I		See footnote	F2
0001493152-20-012285	153004	Common Stock				2100.0				I		See footnote	F3
