ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001127602-13-012402	894152	Common Stock				269.0				D			
0001127602-13-012399	895074	Common Stock				2666.0				D			
0001104659-13-025963	883125	Common Stock				28000.0				D			
0001179110-13-006028	908641	Common Stock				98067.0				I		By the Starzer Revocable Trust	
0001179110-13-006028	908640	Common Stock				1602753.0	F2			I		By Bonanza Creek Oil Company, LLC	
0001225208-13-008655	902713	Common Stock				1805.18				I		By Management Stock Compensation Plan	
0001225208-13-008655	902714	Common Stock				2531.45				I		By SAIC Retirement Plan	
0001225208-13-008654	886790	Common Stock				1788.76				I		By SAIC Retirement Plan	
0001225208-13-008653	883992	Common Stock				19383.28				I		By SAIC Retirement Plan	
0001225208-13-008653	883991	Common Stock				9755.5				I		By Key Executive Stock Deferral Plan	
0001225208-13-008652	891125	Common Stock				1805.18				I		By SAIC Retirement Plan	
0001225208-13-008652	891126	Common Stock				1754.38				I		By Trust	
0001225208-13-008652	891127	Common Stock				9688.0				I			
0001225208-13-008652	891124	Common Stock				23777.11				D		By Management Stock Compensation Plan	
0001225208-13-008651	906487	Common Stock				4036.51				I		By Management Stock Compensation Plan	
0001225208-13-008651	906488	Common Stock				15178.03				I		By SAIC Retirement Plan	
0001225208-13-008649	881418	Common Stock				2386.44				I		By SAIC Retirement Plan	
0001225208-13-008648	882193	Common Stock				7493.35				I		By SAIC Retirement Plan	
0001225208-13-008648	882192	Common Stock				2373.07				I		By Management Stock Compensation Plan	
0001225208-13-008648	882191	Common Stock				7299.14				I		By Key Executive Stock Deferral Plan	
0001225208-13-008647	885053	Common Stock				12133.0				I		By SAIC Retirement Plan	
0001225208-13-008646	894478	Common Stock				31515.67				I		By Key Executive Stock Deferral Plan	
0001225208-13-008646	894479	Common Stock				771.22				I		By SAIC Retirement Plan	
0001225208-13-008645	880989	Common Stock				11724.31				I		By Key Executive Stock Deferral Plan	
0001140361-13-014646	910454	Common Stock				30207.0				I		By Trust	
0001140361-13-014645	880924	Common Stock				800.0				I		By Spouse	
0001144204-13-018815	903691	Common Stock				75332.0				D	F2		
0001144204-13-018813	895707	Common Stock				75332.0	F3			D	F2		
0001104659-13-025948	893259	Common Stock				1278046.0				I		By Joshua Jack Snyder Exempt Trust U/T Randy Snyder 2005 Grantor Trust	F2
0001104659-13-025948	893260	Common Stock				1278046.0				I		By Joshua Jack Snyder Exempt Trust U/T Susan Snyder 2005 Grantor Trust	F2
0001104659-13-025948	893261	Common Stock				1278046.0				I		By Todd Ian Snyder Exempt Trust U/T Randy Snyder 2005 Grantor Trust	F2
0001104659-13-025948	893262	Common Stock				1278046.0				I		By Todd Ian Snyder Exempt Trust U/T Susan Snyder 2005 Grantor Trust	F2
0001104659-13-025948	893263	Common Stock				3670.0				I		By George and Lisa Hess Trust dated October 1, 2003	
0001104659-13-025948	893264	Common Stock				234000.0				I		By Margate Grantor Trust A	
0001104659-13-025948	893265	Common Stock				233946.0				I		By Margate Grantor Trust B	
0001104659-13-025948	893255	Common Stock				1425448.0				I		By Randy Snyder 2009 Extended Family Trust	F2
0001104659-13-025948	893256	Common Stock				1425449.0				I		By Susan Snyder 2009 Extended Family Trust	F2
0001104659-13-025948	893257	Common Stock				1278046.0				I		By Justin Henry Snyder Exempt Trust U/T Randy Snyder 2005 Grantor Trust	F2
0001104659-13-025948	893258	Common Stock				1278046.0				I		By Justin Henry Snyder Exempt Trust U/T Susan Snyder 2005 Grantor Trust	F2
0001140361-13-014618	884181	Shares of Common Stock				0.0				D			
0001365916-13-000015	888097	Common Stock				3000.0	F1			D			
0000899681-13-000244	887597	Common Stock				7868.0				D			
0001127602-13-012396	884510	Common Stock				64775.34				I		By ESOP	F2
0001127602-13-012396	884512	Common Stock				17025.0				I		By IRA	
0001209191-13-019055	898730	Common Stock				35000.0	F1			D			
0001127602-13-012396	884509	Common Stock				14000.0				I		By Custodian For Children	
0001127602-13-012396	884508	Common Stock				7000.0				I		By Child	
0001127602-13-012396	884507	Common Stock				1692.08				I		By 401(k)	F1
0001127602-13-012396	884511	Common Stock				132925.0				I		By GRAT	
0001179110-13-006020	880753	Common Stock				207.21				I		by Merrill Lynch under AECOM Retirement & Savings Plan (RSP)	
0001127602-13-012392	892535	Common Stock				86373.99				I			
0001127602-13-012392	892534	Common Stock				1692.08				I		By ESOP	F2
0001127602-13-012392	892533	Common Stock				76930.0				D		By 401(k)	F1
0001209191-13-019047	893326	$.05 Common Stock				333.0				I		By Family Trust	
0001209191-13-019042	901192	$.05 Common Stock				60.0				I		By Spouse	
0001209191-13-019040	889013	$.05 Common Stock				35595.0				I		By Family Trust	
0001209191-13-019040	889014	$.05 Common Stock Share Equivalents				6.86				I		By 401(k)	
0001140361-13-014614	900660	Common Stock				6878.0				I		By Living Trust	
0001209191-13-019035	882869	$.05 Common Stock Share Equivalents				2217.49				I		By 401(k)	
0001209191-13-019033	894070	Common Stock				200.0				I		By Son - IV	
0001209191-13-019033	894067	Common Stock				200.0				I		By Son - I	
0001209191-13-019033	894068	Common Stock				200.0				I		By Son - II	
0001209191-13-019033	894069	Common Stock				200.0				I		By Son - III	
