ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001127602-08-007402	1641960	Google Stock Unit	F2			15625.0				D			
0001127602-08-007402	1641959	Class A Common Stock				61723.0				I		By Trust I	
0001140361-08-022200	1745041	Common Stock				15700000.0				I			
0001140361-08-022200	1745040	Common Stock				192217035.0				D		See Footnote	F1
0001127602-08-007401	1595493	Google Stock Unit	F2			15625.0				D			
0001127602-08-007401	1595492	Class A Common Stock				61723.0				I		By Trust I	
0001140361-08-022198	1699058	Common Stock				8580850.0				I		See Footnote	F1
0001127602-08-007400	1630157	Class A Common Stock				61723.0				I		By Trust I	
0001127602-08-007400	1630158	Google Stock Unit	F2			15625.0				D			
0001140361-08-022196	1530578	Common Stock				8580850.0				D			
0001140361-08-022194	1849938	Common Stock				17848864.0				D		See Footnote	F1
0001140361-08-022194	1849939	Common Stock				8580850.0				I			
0001140361-08-022191	1558748	Common Stock				2112119.0				D			
0001144204-08-055433	1608831	Common Stock				5516600.0				D		By Private Wealth Partners LLC	F1
0001144204-08-055433	1608832	Common Stock				8103000.0				I			
0001140361-08-022189	1556303	Common Stock				12889788.0				D		See Footnote	F1
0001140361-08-022189	1556304	Common Stock				25269689.0				I		See Footnote	F2
0001140361-08-022189	1556305	Common Stock				115947.0				I		See Footnotes	F3, F4
0001140361-08-022189	1556306	Common Stock				4298363.0				I		See Footnote	F3, F5
0001140361-08-022189	1556307	Common Stock				8580850.0				I		See Footnote	F6
0001140361-08-022189	1556308	Common Stock				989308.0				I			
0001181431-08-054998	1819600	Common Stock				7572.0				D			
0001181431-08-054997	1826407	Common Stock				0.0				D			
0001181431-08-054996	1935771	Common Stock				1919.0				D			
0001181431-08-054994	1882902	Common Stock				1000.0				D			
0001181431-08-054993	1913536	Common Stock				12357.0				D			
0001181431-08-054993	1913535	Common Stock				61922.0	F3			I		See footnote.	F3
0001181431-08-054992	1507031	Common Stock				2683.0				D			
0001181431-08-054992	1507030	Common Stock				1236.0				I		See footnote.	F3
0001181431-08-054990	1623598	Common Stock				12475.0				D			
0001341522-08-000042	1698009	Common Stock				5221.43				I		ESPP	F2
0001181431-08-054989	1584829	Common Stock				2995.0				D			
0001127602-08-007399	1768634	Class A Common Stock				4308.0				I		By Trust	
0001209191-08-053949	1525735	Common Stock				1000.0				I		Spouse's IRA	
0001005477-08-005941	1575846	Common Stock				5504.0	F11, F1, F2			I		By Cambridge Holdings Ltd	F3
0001005477-08-005941	1575847	Common Stock				67244.0	F11, F1, F5			I		By spouse	
0001005477-08-005940	1683983	Common Stock				544.0	F2, F5			I		By McGonegal Family Partnership	
0000704415-08-000049	1546057	Common Stock				2272.0				I		Held in 401(k) Plan	
0001187376-08-000005	1918271	Common Stock				378.0				D			
0001187376-08-000005	1918272	Common Stock				26.0				I		By Stephens Investments Holdings LLC	
0001228224-08-000004	1926207	Common Stock				26.0				I		By Stephens Investments Holdings LLC	
0001228224-08-000004	1926206	Common Stock				378.0				I		By spouse	
0001209191-08-053942	1761241	No securities are beneficially owned				0.0				D			
0001179110-08-017475	1511258	Common Shares				15000.0				I			
0001179110-08-017475	1511257	Common Shares				45000.0				D		As General Partner of Little Oak Hill Partnership LLC	
0001179110-08-017475	1511259	Restricted Share Units				5000.0				D			
0001179110-08-017473	1769850	Restricted Share Units				5000.0				D			
0001179110-08-017473	1769849	Common Shares				1000.0				D			
0001362004-08-000070	1923028	Common Stock				178967.0				D			
0001193099-08-000090	1738462	Common Stock				614.0	F2			I		By 401(k)	
0001127602-08-007398	1768668	Common Stock				43440.0				I		HJ Exempt GST	F7
0001127602-08-007398	1768667	Common Stock				43440.0				I		By HJ Skipping Trust	F6
0001127602-08-007398	1768666	Common Stock				1595.0				D		GPH Exempt GST	F5
0001127602-08-007398	1768669	Common Stock				43440.0				I			
0001179110-08-017472	1625574	Common Shares				0.0				D			
0001179110-08-017472	1625575	Restricted Share Units				5000.0				D			
0001362004-08-000069	1602308	Common Stock				55033.0				D			
0001179110-08-017471	1499939	Restricted Share Units				5000.0				D			
0001179110-08-017471	1499938	Common Shares				6896552.0				I		By Investment Funds	
0000075362-08-000112	1854338	COMMON STOCK				7674.0				D			
0001179110-08-017470	1625345	Common Stock				6472.0				D			
0001179110-08-017470	1625347	Common Stock				3074.0				D			
0001179110-08-017470	1625348	Common Stock				107295.0	F1			I			
0001179110-08-017470	1625344	Common Stock				122799.0				D		By Spouse	
0001179110-08-017470	1625346	Common Stock				3840.0				D			
0000075362-08-000111	1691485	COMMON STOCK				5003.0				D			
0001179110-08-017468	1778957	Common Shares				0.0				D			
0001179110-08-017468	1778958	Restricted Share Units				5000.0				D			
0001179110-08-017467	1765580	Restricted Share Units				5000.0				D			
0001179110-08-017467	1765579	Common Shares				3000.0				D			
0001179110-08-017466	1660997	Restricted Share Units				5000.0				D			
0001179110-08-017466	1660996	Common Shares				18000.0				D			
0001446628-08-000002	1879355	Common Stock				10434.0				I		401K Trust	
0001179110-08-017465	1799892	Restricted Share Units				5000.0				D			
0001179110-08-017465	1799890	Common Shares				12000.0				I		IRA	
0001179110-08-017465	1799889	Common Shares				8000.0				I		In Trust	
0001179110-08-017465	1799891	Common Shares				10000.0				D			
0001362004-08-000068	1755867	Common Stock				108299.0				D			
0001179110-08-017464	1735854	Restricted Share Units				5000.0				D			
0001179110-08-017464	1735853	Common Shares				1580.0				D			
0000003982-08-000045	1620432	No securities are beneficially owned.				0.0				D			
0001005477-08-005934	1523782	Common Stock				7058.0				D		See footnote	F2
0001005477-08-005934	1523783	Common Stock				62909.0				I			
0001362004-08-000067	1733585	Common Stock				49000.0				D			
0001072613-08-001854	1753220	Common stock, no par value				7535354.0				D			
0001181431-08-054963	1734877	Common Stock				20000.0				I		The Kololian Foundation	F2
0001140361-08-022185	1788220	Common Stock				2500.0				I		Held by Wendy Schwarz Insurance Trust	F2
0001140361-08-022185	1788219	Common Stock				30.0				I		Held by W. Schwarz Custodian for Rebecca Schwarz UTWA	F2
0001140361-08-022185	1788216	Common Stock				2780.0				I		Children's Trust, SM Schwarz, J. Greenblat Tustee	F2
0001140361-08-022185	1788218	Common Stock				80.0				I		Held by W. Schwarz Custodian for Benjamin Schwarz UTWA	F2
