ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001140361-11-034880	1326601	Common Stock				50000.0				D			
0001209191-11-036983	1369243	Common Stock				100.0				I		By Son	
0001140361-11-034878	1333421	Common Stock				285500.0				D			
0001140361-11-034874	1402163	Common Stock				355000.0				D			
0001140361-11-034871	1452759	Common Stock				173600.0				D			
0001246360-11-002941	1272003	Class A Common Stock				128746.0				D			
0001246360-11-002937	1446192	Class A Common Stock				800.0				I			
0001246360-11-002937	1446191	Class A Common Stock				173996.0				D		As Custodian for minor grandchildren	
0001246360-11-002936	1430560	Class A Common Stock				2499.0				D			
0001246360-11-002935	1237491	Class A Common Stock				1200.0				D			
0001140361-11-034864	1464006	Common Stock				9500.0				D			
0001246360-11-002931	1249109	Class A Common Stock				40000.0				D			
0001246360-11-002930	1420841	Class A Common Stock				42499.0				D			
0001209191-11-036975	1241543	Common Stock				15183.0				I		By The Hislop-Burton Family Trust	
0001204975-11-000014	1352680	USLM Common Stock				6845.0				I		Held in 401(k) Plan	
0001246360-11-002927	1466692	Class A Common Stock				13432.0				I			
0001246360-11-002927	1466691	Class A Common Stock				6250.0				I		As Custodian for Minor Children	
0001246360-11-002927	1466689	Class A Common Stock				70000.0				I		As Co-Trustee of Union Bank Trust Shares	
0001246360-11-002927	1466688	Class A Common Stock				136228.0				D		As Co-Trustee of Charitable Trust	
0001246360-11-002927	1466690	Class A Common Stock				123665.0				I		Busch Family Foundation	
0001246360-11-002926	1348452	Class A Common Stock				33800.0				I		Owned by corporation	
0001246360-11-002926	1348455	Class A Common Stock				138062.0				I			
0001246360-11-002926	1348454	Class A Common Stock				25000.0				I		Owned by Trust	
0001246360-11-002926	1348453	Class A Common Stock				58000.0				D		Owned by partnership	
0000921895-11-001398	1453243	Common Stock, $.20 Par Value				927231.0				I	F1	By SPH Group Holdings LLC	
0001181431-11-039007	1469079	Common Stock				186.0				I		See footnote	F3
0001181431-11-039007	1469080	Common Stock				9109.0				D			
