ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0000899243-21-026867	13428	No securities owned.				0.0				D			
0000899243-21-026865	15509	Common Stock				1530.0				D			
0001209191-21-044224	48973	Class A Common Stock				16853.0				I		See footnote	F5
0001209191-21-044224	48972	Class A Common Stock				189892.0				I		See footnote	F4
0001209191-21-044223	19918	Common Stock				9541916.0				I		By GPI Capital Gemini HoldCo LP	F1
0001209191-21-044222	63896	Common Stock				101667.0				D			
0001179110-21-007201	13738	Common Stock, $0.001 par value				891668.0				I		By the Barbara J. Hunt Marital Trust and By Spouse	
0001209191-21-044221	35571	Common Stock				231496.0	F1			D			
0001104659-21-087843	51162	Common Stock, par value $0.01 per share				124812190.0				I		KK G.P.	F1
0001209191-21-044218	20361	Common Stock				550051.0				I			
0001209191-21-044218	20360	Common Stock				3092818.0	F1			D		See footnote	F2
0001209191-21-044216	47083	Common Stock				128031.0	F1			D			
0001209191-21-044215	18324	Common Stock				541546.0	F1			D			
0001104659-21-087841	51480	Common Stock, par value $0.01 per share				124812190.0				D			
0001415889-21-003294	66101	Common Stock				769560.0				I		By Valdivia 2020 Family Investment, LLC	
0001415889-21-003294	66100	Common Stock				769560.0				I		By spouse	
0001209191-21-044213	31742	Common Stock				76249.0				D			
0001209191-21-044212	39455	Common Stock				212968.0	F1			D			
0001209191-21-044211	10046	Common Stock				270976.0	F1			D			
0000899243-21-026853	42510	Common Stock, par value $0.01 per share				110000000.0				I		See footnotes	F1, F2, F3
0001209191-21-044208	58629	Common Stock				27184.0				D			
0001209191-21-044207	15926	Common Stock				512053.0				I			
0001209191-21-044207	15925	Common Stock				512053.0				D		See footnote	F1
0001209191-21-044206	50242	Common Stock				198018.0				D			
0001209191-21-044205	56557	Common Stock				20902.0				I			
0001209191-21-044205	56556	Common Stock				1598866.0	F1			D		Held by Spouse	
0001209191-21-044204	42883	Common Stock				136820.0				D			
0001209191-21-044203	10632	Common Stock				44004.0				D			
0001209191-21-044202	64658	Common Stock				636835.0	F1			D			
0001209191-21-044199	59430	Common Stock				25126.0				D			
0001209191-21-044191	31956	Common Stock				91874.0				D			
0001104659-21-087815	18908	Common Stock				142623.0	F1			D			
0001104659-21-087812	49194	Common Stock				259731.0				I		See Footnote	F2
0001104659-21-087812	49195	Common Stock				571737.0				I			
0001104659-21-087812	49193	Common Stock				0.0				D		See Footnote	F1
0000899243-21-026842	64488	Class C Common Stock				113628.0				D	F15	See footnote	F16
0000899243-21-026842	64489	Class C Common Stock				3840.0				I	F16		
0000907242-21-000013	67958	Common Stock				12200.0				D			
0000899243-21-026840	54238	Class C Common Stock				113628.0				D	F15	See footnote	F16
0000899243-21-026840	54239	Class C Common Stock				3840.0				I	F16		
0001209191-21-044183	12185	Class A Common				4903730.0				I		By Trust	F5
0000899243-21-026830	62543	Class A Common Stock				7072285.0	F1			D		See Footnote	F3
0000899243-21-026830	62544	Class A Common Stock				3262.0	F2			I		See Footnote	F4
0000899243-21-026830	62545	Class A Common Stock				1108442.0	F2			I		See Footnote	F5
0000899243-21-026830	62546	Class A Common Stock				17502211.0	F2			I		See Footnote	F6
0000899243-21-026830	62552	Class A Common Stock				14530420.0	F2			I			
0000899243-21-026830	62548	Class A Common Stock				53487.0	F2			I		See Footnote	F8
0000899243-21-026830	62549	Class A Common Stock				268840.0	F2			I		See Footnote	F9
0000899243-21-026830	62550	Class A Common Stock				5028763.0	F2			I		See Footnote	F10
0000899243-21-026830	62551	Class A Common Stock				7255295.0	F1			I		See Footnote	F11
0000899243-21-026830	62547	Class A Common Stock				77851188.0	F2			I		See Footnote	F7
0001209191-21-044163	37155	Class A Common Stock				4147046.0				I		See footnote	F8
0000904454-21-000567	49437	Common Stock				500000.0				I		By John Ocampo 2021 Charitable Remainder Trust	F3
0000904454-21-000567	49438	Common Stock				500000.0				I		By Susan Ocampo 2021 Charitable Remainder Trust	F3
0000904454-21-000567	49439	Common Stock				8533142.0				I		By Ocampo Family Trust-2001	F3
0001214659-21-007100	60176	Common Stock				10000.0				I		By the Stephen and Christine Domenik Trust, Stephen and Christine Domenik, Trustees	
0001638599-21-000594	51279	Common Stock				1143396.0				I		See Footnotes	F1, F5, F4
0001562180-21-004603	35881	Common Stock				1317.0				I		By 401(k) plan	
0001209191-21-044129	14215	Common Stock				8314.0				I			
0001209191-21-044129	14214	Common Stock				45000.0				I		As managing member of RARSD LLC	F5
0001209191-21-044129	14213	Common Stock				38805.0				I		Family Trusts	
0001209191-21-044129	14211	Common Stock				80.0				D		As co-manager of The Price Group LLC	F3
0001209191-21-044129	14212	Common Stock				150511.0				I		As co-trustee of the David Price Trust UTD 9/22/89	F4
0001209191-21-044122	31296	Class A Common Stock				1000.0				I		See Note	F3
0001209191-21-044122	31295	Class A Common Stock				500.0				I		By Spouse	
0001209191-21-044122	31297	Class A Common Stock				5600.0				D			
0001209191-21-044119	58025	Common Stock				89709.0				I		See Footnotes	F1
0000899243-21-026820	23430	Common Stock				1618199.0				D			
0001209191-21-044108	61499	Common Stock				7144.0				D			
0000899243-21-026813	58858	Common Stock				205522.0				D			
0001585521-21-000182	17565	Class A Common Stock				2022.0				I		See footnote	F12
0001209191-21-044094	43140	Common Stock				1419.0				D			
0001272830-21-000200	16165	Common Stock				2559.0				D			
0001209191-21-044089	60792	Common Stock				703380.0				I		By entities affiliated with Bay City Capital LLC	F1
0001209191-21-044071	43459	Common Stock				2532402.0				I		By OrbiMed Private Investments VII, LP	F1, F2
0000899243-21-026796	29411	Common Stock				188375.0				D		By Stone Dock Investors	
0000899243-21-026796	29412	Common Stock				79356.0				I			
0001016281-21-000146	50668	Common Stock				2576.0				I		Held in Trust for Minor Children	
0001209191-21-044060	35834	Class A Common Stock				100000.0				I		Ernest C. Garcia III Multi-Generational Trust III	F5
