ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001209191-22-051688	2054374	Common Stock				4654528.0				I		Pharma Investors, LLC	F3
0001209191-22-051682	2054232	Common Stock				359318.0	F1, F2			D			
0001213900-22-060832	2054333	Common Stock, $0.001 par value				17613714.0				I		See footnotes	F3, F4, F2, F5
0000899243-22-032347	2054206	Common Stock				1000.0				D			
0001104659-22-104744	2054272	Common Stock				1273819.0				I		See footnote	F2
0000899243-22-032344	2054210	Common Stock				3924.0	F3			I		By Flagship Pioneering, Inc.	F3
0000899243-22-032344	2054209	Common Stock				12882819.0	F2			I		By Flagship Ventures Fund IV, L.P. and Flagship Ventures Fund IV-Rx, L.P.	F2
0001327811-22-000162	2054104	Class A Common Stock				5077.0				I		By the Bozzini Irrevocable Trust dtd 7/12/2012 FBO Child 1	
0001327811-22-000162	2054107	Class A Common Stock				30517.0				I		2020 GRAT 1	F5
0001327811-22-000162	2054108	Class A Common Stock				30517.0				I		2020 GRAT 2	F4
0001327811-22-000162	2054105	Class A Common Stock				5077.0				I		By the Bozzini Irrevocable Trust dtd 7/12/2012 FBO Child 2	
0001327811-22-000162	2054106	Class A Common Stock				5077.0				I		By the Bozzini Irrevocable Trust dtd 7/12/2012 FBO Child 3	
0001628280-22-025817	2054217	Common Stock				76939.0	F1			D			
0000950142-22-002816	2054269	Class A Common Stock				3614000.0				I		See footnote	F3
0001157523-22-001277	2054162	None				0.0				D			
0001209191-22-051678	2054154	Common Stock				22913.0				D			
0000950103-22-016932	2054030	Class A common stock				38000.0				I		The Potomac 2011 Irrevocable Trust	F5
0000950103-22-016932	2054031	Class A common stock				620360.0				I		Accel Leaders Fund L.P.	F6
0000950103-22-016932	2054032	Class A common stock				29640.0				I		Accel Leaders Fund Investors 2016 L.L.C.	F7
0000950103-22-016932	2054028	Class A common stock				859315.0				I		Potomac Investments L.P. - Fund 1	F3
0000950103-22-016932	2054029	Class A common stock				29038.0				I		The Potomac Trust, dated 9/21/2001	F4
0001567619-22-018008	2053942	COMMON STOCK				8405160.0				I	F2	BY BELDAR ENTERPRISES	
0000899243-22-032332	2053954	Common Stock				40416.0	F3			D			
0001570585-22-000267	2053987	Class C Ordinary Shares				32.0	F2			I		By Spouse	
0000899243-22-032330	2053896	Common Stock				776367.0	F3			D			
0000899243-22-032324	2053989	Common Stock				237296.0	F3			D			
0000899243-22-032323	2054000	Common Stock				263414.0	F3			D			
0000899243-22-032319	2053932	Common Stock				265411.0	F3			D			
0000899243-22-032315	2054025	Common Stock				283483.0	F3			D			
0001225208-22-010520	2054019	Common Stock				12836.1	F1			D			
0000899243-22-032311	2054075	Common Stock				564902.0	F4			D	F3		
0000096021-22-000191	2054015	Common Stock				17360.22				D			
0001225208-22-010518	2053926	Common				48800.0				I			
0001225208-22-010518	2053925	Common				716.0				I		John M. Wasson GRAT	
0001225208-22-010518	2053924	Common				197.0				D		By Spouse	
0001560043-22-000010	2053943	CFFN common stock				3833.0				I		ESOP	
0001214816-22-000039	2053909	Common Shares				12963.0				D			
0001214659-22-011765	2053961	Common Stock				23469.0				I		By Gould Shenfeld Family Foundation	F1
0001214659-22-011765	2053962	Common Stock				33259.0				I		By Gould Family Trust	F2
0001214659-22-011765	2053963	Common Stock				464318.0				D			
0001567619-22-018005	2054017	Class A Common Stock				161887.0				D		401(k)	
0001567619-22-018005	2054018	Class A Common Stock				54705.0				I	F4		
0001214659-22-011763	2053950	Common Stock				425094.59	F4			D			
0001214659-22-011763	2053948	Common Stock				23469.0				I		By Gould Shenfeld Family Foundation	F2
0001214659-22-011763	2053947	Common Stock				33259.0				I		By Gould Family Trust	F1
0001214659-22-011763	2053949	Common Stock				20874.0				I		By BRT Apartments Corp. Pension Trust	F3
0001225208-22-010515	2053980	Common				197.0	F2			D		By Spouse	
0001225208-22-010515	2053981	Common				716.0				I			
0001214659-22-011761	2053973	Common Stock				23469.0				I		By Gould Shenfeld Family Foundation	F1
0001214659-22-011761	2053975	Common Stock				464318.0				D			
0001214659-22-011761	2053974	Common Stock				33259.0				I		By Gould Family Trust	F2
0001714899-22-000133	2053960	Common Stock				78848.0				I		The Tessier-Lavigne/Hynes Irrevocable Trust 3	F7
0001714899-22-000133	2053959	Common Stock				79173.0				I		The Tessier-Lavigne/Hynes Irrevocable Trust 2	F6
0001714899-22-000133	2053958	Common Stock				78848.0				I		The Tessier-Lavigne/Hynes Irrevocable Trust 1	F5
