ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001209191-14-023991	788658	Common Stock				5084.0				I		By Toni and Cory Sindelar as community property	
0000950103-14-002284	821046	Common Shares				1161576.0				I		See foornote	F5, F1
0000950103-14-002284	821045	Common Shares				6729864.0				I		See foornote	F1, F4
0000950103-14-002284	821044	Common Shares				2514516.0				D	F1		
0001140361-14-014963	844030	Common Stock				548099.0				D	F1	(2)	F2
0001140361-14-014963	844031	Common Stock				11050.0				I			
0001209191-14-023981	822210	Restricted stock	F11			96770.0				D			
0001209191-14-023981	822209	Restricted stock	F10			161285.0				D			
0001209191-14-023981	822208	Restricted stock	F9			116480.0				D			
0001209191-14-023981	822207	Restricted stock	F8			172410.0				D			
0001209191-14-023981	822206	Restricted stock	F7			36410.0				D			
0001209191-14-023980	795639	Restricted stock	F5			29680.0				D			
0001209191-14-023980	795637	Restricted stock	F3			25160.0				D			
0001209191-14-023980	795638	Restricted stock	F4			50320.0				D			
0001209191-14-023978	833514	Restricted stock	F10			45430.0				D			
0001209191-14-023978	833513	Restricted stock	F9			68060.0				D			
0001209191-14-023978	833512	Restricted stock	F8			14084.0				D			
0001209191-14-023978	833516	Restricted stock	F12			15000.0				D			
0001209191-14-023978	833515	Restricted stock	F11			62600.0				D			
0001415889-14-001031	815234	Common Stock				12000.0				I		By Reporting Person's Retirement Savings Account	
0001415889-14-001031	815233	Common Stock				3000.0				I		By Spouse's Retirement Savings Account	
0001209191-14-023977	844533	Common Stock				5100.0				I		See footnote	F3
0001209191-14-023977	844532	Common Stock				809733.0				I		See footnote	F2
0001209191-14-023976	788725	Restricted stock	F7			14084.0				D			
0001209191-14-023976	788728	Restricted stock	F10			67295.0				D			
0001209191-14-023976	788729	Restricted stock	F11			5810.0				D			
0001209191-14-023976	788727	Restricted stock	F9			45430.0				D			
0001209191-14-023976	788726	Restricted stock	F8			68060.0				D			
0001209191-14-023975	838227	Restricted stock	F7			14084.0				D			
0001209191-14-023975	838228	Restricted stock	F8			68060.0				D			
0001209191-14-023975	838229	Restricted stock	F9			45430.0				D			
0001209191-14-023975	838230	Restricted stock	F10			44065.0				D			
0001209191-14-023975	838231	Restricted stock	F11			6450.0				D			
0001209191-14-023974	808976	Common Stock				234984.0				I		By GRAT	
0001209191-14-023971	807250	Restricted stock	F3			16130.0				D			
0001209191-14-023971	807252	Restricted stock	F5			22580.0				D			
0001209191-14-023971	807251	Restricted stock	F4			32260.0				D			
0001209191-14-023970	776942	Restricted stock	F7			13414.0				D			
0001209191-14-023970	776945	Restricted stock	F10			37370.0				D			
0001209191-14-023970	776944	Restricted stock	F9			45430.0				D			
0001209191-14-023970	776943	Restricted stock	F8			67150.0				D			
0001209191-14-023968	822166	Restricted stock	F6			4904.0				D			
0001209191-14-023968	822167	Restricted stock	F7			19350.0				D			
0001179110-14-006066	823411	Common Stock				1000000.0				D			
0001140361-14-014961	839027	Shares				0.0	F1			D	F1		
0001140361-14-014960	827020	Shares				0.0	F1			D	F1		
0001140361-14-014959	842835	Shares				0.0	F1			D	F1		
0001140361-14-014958	786588	Shares				0.0	F1			D	F1		
0001140361-14-014957	831842	Shares				0.0	F1			D	F1		
0001140361-14-014956	812674	Shares				0.0	F1			D	F1		
0001140361-14-014954	834096	Shares				0.0	F1			D	F1		
0001140361-14-014953	842038	Shares				0.0	F1			D	F1		
0001140361-14-014951	833247	Shares				0.0	F1			D	F1		
0001140361-14-014950	840744	Shares				0.0	F1			D	F1		
0001140361-14-014948	792271	Shares				0.0	F1			D	F1		
0001140361-14-014947	811571	Shares				0.0	F1			D	F1		
0001140361-14-014945	842474	Shares				0.0	F1			D	F1		
0001140361-14-014943	778458	Shares				0.0	F1			D	F1		
0001140361-14-014941	784596	Shares				0.0	F1			D	F1		
0001140361-14-014939	830850	Shares				0.0	F1			D	F1		
0001140361-14-014938	808462	Interests				0.0	F1			D	F1		
0001140361-14-014936	834706	Interests				0.0	F1			D	F1		
0001140361-14-014934	778554	Interests				0.0	F1			D	F1		
0001140361-14-014933	784195	Shares				0.0	F1			D	F1		
0001140361-14-014932	793453	Interests				0.0	F1			D	F1		
0001140361-14-014930	801859	Shares				0.0	F1			D	F1		
0001140361-14-014929	799123	Interests				0.0	F1			D	F1		
0001140361-14-014928	802125	Interests				0.0	F1			D	F1		
0001213900-14-002037	800584	COMMON STOCK				22222222.0				I		See footnote	F6, F4
0001213900-14-002037	800582	COMMON STOCK				17938309.0				I		See footnote	F3, F4
0001213900-14-002037	800583	COMMON STOCK				17938309.0				I		See footnote	F5, F4
0001140361-14-014922	813300	Shares				0.0	F1			D	F1		
0001213900-14-002029	837624	COMMON STOCK				482704.0				I		See footnote	F2
0001140361-14-014913	816192	Shares				0.0	F1			D	F1		
0001053369-14-000028	779514	Common Stock				14887229.0	F2			I	F1	By Epic Investments, LLC	F1
0001140361-14-014904	823928	Shares				0.0	F1			D	F1		
0001140361-14-014902	777706	Shares				0.0	F1			D	F1		
0001225208-14-009262	829287	Class A Common Stock				1145.0				I		Restricted Stock V	F1
0001225208-14-009261	834167	Class A Common Stock				1898842.0				I		By Endicott Opportunity Partners III, LP	
0001225208-14-009261	834168	Class A Common Stock				1145.0				I		Restricted Stock V	F1
0001225208-14-009260	841975	Class A Common Stock				10000.0				I		Restricted Stock V	F1
0001225208-14-009259	807194	Class A Common Stock				9000.0				I		Restricted Stock IV	F1
0001225208-14-009259	807195	Class A Common Stock				1781.0				I		Restricted Stock VI	F2
0001225208-14-009258	801850	Class A Common Stock				11000.0				I		Restricted Stock IV	F1
0001225208-14-009258	801851	Class A Common Stock				2035.0				I		Restricted Stock VI	F2
0001225208-14-009257	792534	Class A Common Stock				16000.0				I		Restricted Stock IV	F1
0001225208-14-009257	792535	Class A Common Stock				1018.0				I		Restricted Stock VI	F2
0001225208-14-009256	809482	Class A Common Stock				2035.0				I		Restricted Stock VI	F2
0001225208-14-009256	809480	Class A Common Stock				10850.0				I		By IRA	
0001225208-14-009256	809481	Class A Common Stock				12000.0				I		Restricted Stock IV	F1
0001225208-14-009255	776792	Class A Common Stock				12000.0				I		Restricted Stock IV	F1
0001225208-14-009255	776793	Class A Common Stock				1781.0				I		Restricted Stock VI	F2
0001225208-14-009254	808450	Class A Common Stock				763.0				I		Restricted Stock V	F1
0001225208-14-009254	808449	Class A Common Stock				13500.0				I		By IRA	
0001225208-14-009253	818979	Class A Common Stock				1145.0				I			
0001225208-14-009253	818978	Class A Common Stock				4236.0				D		Restricted Stock V	F1
0001225208-14-009252	790128	Class A Common Stock				10178.0				I		Restricted Stock VI	F3
0001225208-14-009252	790127	Class A Common Stock				25000.0				I		Restricted Stock III	F2
0001225208-14-009252	790126	Class A Common Stock				4567.0				I		Restricted Stock II	F1
0001225208-14-009251	810358	Class A Common Stock				2035.0				I		Restricted Stock VI	F2
0001225208-14-009251	810356	Class A Common Stock				12635.0				I		By Trust	
0001225208-14-009251	810357	Class A Common Stock				11000.0				I		Restricted Stock IV	F1
0001019687-14-001161	780208	Common Stock				55000000.0				I		By corporations King Apex II and King Apex III	F3, F1, F2
0001140361-14-014897	813982	Interests				0.0	F1			D	F1		
0001213900-14-002027	814143	COMMON STOCK				17938309.0				I		See footnote	F5, F4
0001213900-14-002027	814144	COMMON STOCK				22222222.0				I		See footnote	F6, F4
0001213900-14-002027	814142	COMMON STOCK				17938309.0				I		See footnote	F3, F4
0001140361-14-014894	785419	Interests				0.0	F1			D	F1		
0001140361-14-014892	827642	Interests				0.0	F1			D	F1		
0001140361-14-014890	779409	Interests				0.0	F1			D	F1		
0001140361-14-014886	816026	Interests				0.0	F1			D	F1		
0001140361-14-014884	822264	Shares				0.0	F1			D	F1		
0001140361-14-014883	839238	Interests				0.0	F1			D	F1		
0000808461-14-000063	831125	Class A Common Stock				4291.0				I		by 401(k)	F1
0001179706-14-000026	826132	Common Stock				14597.0				D	F1		
0001179706-14-000025	833779	Common Stock				4187.74				D			
0001234452-14-000129	793555	Common Stock				4000.0				I		by Trust 1	F3
0001234452-14-000129	793556	Common Stock				3400.0				I			
0001234452-14-000129	793554	Common Stock				5384.01				D		by Trust	F2
0001234452-14-000127	838115	Common Stock				200.0				I			
0001234452-14-000127	838114	Common Stock				2567.65				D		by Mother's Trust	F2
0001234452-14-000126	820649	Common Stock				999.77				D			
0000897101-14-000421	786166	Common Stock				4538.0				I		by Trust	F3
0000897101-14-000421	786168	Common Stock				38096.0				I		by Trust 2	F5
0000897101-14-000421	786167	Common Stock				3099.0				I		by Trust 1	F4
0001019687-14-001158	805688	Common Stock, par value $0.0001 per share				2000000.0				D	F1, F2		
0001209191-14-023934	808413	Common Stock				43253.0				D			
0001071739-14-000044	789509	Common Stock				36496.0				I		See footnote	F2
0001127602-14-013000	796769	Common Stock				46646.0				D			
0001127602-14-012998	823521	Common Stock				1501.0				D			
0001071739-14-000041	833603	Common Stock				5600.0				I		See footnote	F3
0001071739-14-000041	833602	Common Stock				15250.0				I		By  spouse	F2
0001071739-14-000041	833604	Common Stock				59200.0				I		See footnote	F4
0001144204-14-019652	836974	Common Stock				15000.0				D			
0001209191-14-023929	833548	Common Stock				622868.0	F2			I		By Dartmore LP	
0001209191-14-023929	833549	Common Stock				134273.6	F2			I		By Reserve LP IV	
0001209191-14-023929	833550	Common Stock				102500.0	F2			I		By Ashford Financial Corp.	
0001209191-14-023929	833551	Common Stock				86258.4	F2			I		By Reserve LP III	
0001209191-14-023929	833552	Common Stock				85000.0	F2			D			
0001179110-14-006057	782470	No securities are beneficially owned.				0.0				D			
0001223462-14-000002	791014	Common Stock				583.8				I	F1	BY ESOP TRUST	
0001179110-14-006056	821549	No securities are beneficially owned.				0.0				D			
0001179110-14-006055	833138	No securities are beneficially owned.				0.0				D			
0001179110-14-006054	792718	No securities are beneficially owned.				0.0				D			
0001179110-14-006053	823839	No securities are beneficially owned.				0.0				D			
