ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0000076605-17-000121	453756	Common Stock				15000.0				I		Held by family members living in household	
0001140361-17-037031	442573	Common Stock				3360520.0				I		By Family Trust	F2
0001140361-17-037030	486875	Common Stock				3360520.0				I		By Family Trust	F6
0001209191-17-054462	421905	Common Stock				31165.0				I		By John H. Lewis	F2
0001209191-17-054462	421903	Common Stock				460812.0				I		By Osmium Spartan, LP	F2
0001209191-17-054462	421904	Common Stock				530810.0				I		By Osmium Diamond, LP	F2
0001443873-17-000011	414884	Common Stock				400256.0	F2			I		By Trust	
0001443873-17-000011	414885	Common Stock				4184.76				I		By Profit-Sharing Investment Plan	
0001209191-17-054458	469851	Common Stock				576350.0				I		Trustee of Family Trust	F2
0001209191-17-054458	469852	Common Stock				11154.0				D	F3		
0001104659-17-060018	417818	Common Stock				611571.0				I		See footnotes	F2, F4, F1
0001104659-17-060018	417817	Common Stock				702601.0				I		See footnotes	F2, F3, F1
0001104659-17-060018	417819	Common Stock				186480.0				I		See footnotes	F2, F1, F5
0001179110-17-012800	470824	Common Stock				38910.49				I		by Merrill Lynch under AECOM Retirement & Savings Plan (RSP)	
0000899243-17-023048	401158	Common Stock				28005.0				I			
0000899243-17-023048	401157	Common Stock				130875.0				D		By family trust	F1
0001227285-17-000002	454796	Common Stock, par value $0.01 per share				32385.0	F4			D			
0000899243-17-023047	453006	Common Stock				76410.0				D			
0000899243-17-023045	446344	Common Stock				37335.0				D			
0000899243-17-023039	420128	Common Stock				42084.0				D			
0000899243-17-023032	430946	Common Stock				12375.0				D			
0000899243-17-023024	444590	Common Stock				12375.0				D			
0001348334-17-000114	491050	Common Stock				462744.0				I		By Spouse	
0001348334-17-000114	491051	Common Stock				128523.0				I		By Trust	F8
0000899243-17-023020	463039	Common Stock				269895.0				I		By family trust	F1
0000899243-17-023017	400285	Common Stock				695611.0				D			
0000899243-17-023014	453470	Common Stock				271642.0				D			
0000899243-17-023012	440741	Common Stock				32909062.0				D	F1		
0000899243-17-023011	490318	Common Stock				45334.0				D		By family trust	F1
0000899243-17-023011	490319	Common Stock				585042.0				I			
0001437749-17-016560	473502	Common Stock				50058.0				I		Family Trust	
0001437749-17-016560	473504	Common Stock				1000.0				I		Spouse's IRA	
0001437749-17-016560	473503	Common Stock				42623.0				I		SEP	
0000899243-17-023006	454820	Common Stock				80235.0				D		By investment corporation	
0000899243-17-023006	454821	Common Stock				30334.0				I			
0000921895-17-002360	468495	Common Stock, $0.001 par value per share	F1			1457171.0				D	F2		
0000921895-17-002360	468496	Common Stock, $0.001 par value per share	F1			943051.0				D	F3		
0000921895-17-002360	468497	Common Stock, $0.001 par value per share	F1			257156.0				D	F4		
0000899243-17-023002	389854	Common Stock				9362178.0				I		By Quartz Co-Invest L.P.	F2, F3
0000899243-17-023002	389853	Common Stock				663600.0				I		By CCMP Capital Investors III (AV-10), L.P.	F3, F1
