ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001225208-10-021595	1162733	Common Stock				25.13				I		By Custodian For Child	
0001225208-10-021595	1162732	Common Stock				3826.5				I		By 401(k)	
0001209191-10-048124	1207714	Common Stock				1407046.0				I		By grantor retained annuity trust	F2
0001181431-10-048574	1164337	Common Stock				12475.0				D			
0001181431-10-048571	1134965	Common Stock				0.0				D			
0001181431-10-048570	1074668	Common Stock				1919.0				D			
0001181431-10-048569	1076155	Common Stock				0.0				D			
0001181431-10-048568	1189725	Common Stock				1000.0				D			
0001181431-10-048567	1066701	Common Stock				0.0				D			
0001181431-10-048566	1078180	Common Stock				0.0				D			
0001181431-10-048565	1144686	Common Stock				0.0				D			
0001181431-10-048564	1154190	Common Stock				0.0				D			
0001127602-10-024135	1086288	Common Stock				138930.0				D	F1		
0001181431-10-048563	1212878	Common Stock				12475.0				D			
0001181431-10-048562	1156524	Common Stock				2995.0				D			
0001209191-10-048107	1196246	Common Stock				4057.12	F1			D			
0001209191-10-048105	1176065	Common Stock				106000.0				D			
0001209191-10-048104	1128262	Common Stock				6000.0				D			
0001090537-10-000019	1132150	Class A Common Stock				12160.0				I		I	F6
0001090537-10-000019	1132151	Class A Common Stock				19025.0				I		I	F7
0001090537-10-000019	1132147	Class A Common Stock				2669427.0				I		I	F3
0001090537-10-000019	1132148	Class A Common Stock				1905059.0				I		I	F4
0001090537-10-000019	1132149	Class A Common Stock				50000.0				I		I	F5
0001209191-10-048100	1089755	Common Stock				7700.0				D			
0001209191-10-048099	1082675	Common Stock				9154.59				D			
0001140361-10-039174	1082369	Common Stock				240000.0				I		By GRAT	
0001246360-10-003278	1106614	Class A Common Stock				40000.0				D			
0001502564-10-000001	1137738	Common stock				12488056.0				D			
0001246360-10-003276	1137103	Class A Common Stock				125791.0				D			
0001246360-10-003275	1206184	Class A Common Stock				40000.0				D			
0001246360-10-003274	1198157	Class A Common Stock				33800.0				I		Owned by corporation	
0001246360-10-003274	1198158	Class A Common Stock				48000.0				D		Owned by partnership	
0001246360-10-003274	1198159	Class A Common Stock				25000.0				I		Owned by Trust	
0001246360-10-003274	1198160	Class A Common Stock				138062.0				I			
0001246360-10-003273	1138170	Class A Common Stock				1200.0				D			
0001246360-10-003268	1094969	Class A Common Stock				5000.0				D			
0001246360-10-003267	1064447	Class A Common Stock				800.0				I		As Custodian for minor grandchildren	
0001246360-10-003266	1121086	Class A Common Stock				10432.0				I			
0001246360-10-003266	1121085	Class A Common Stock				6000.0				I		As Custodian for Minor Children	
0001246360-10-003266	1121084	Class A Common Stock				124665.0				I		Busch Family Foundation	
0001246360-10-003266	1121083	Class A Common Stock				80000.0				I		As Co-Trustee of Union Bank Trust Shares	
0001246360-10-003266	1121082	Class A Common Stock				134028.0				D		As Co-Trustee of Charitable Trust	
0001246360-10-003263	1174456	Class A Common Stock				0.0				D			
0001181431-10-048509	1191996	Common Stock, $1.25 par value				5656.08				I		ESOSP	F5
0001181431-10-048508	1067946	Common Stock, $1.25 par value				549.33				I		ESOSP	F5
0001181431-10-048507	1136479	Common Stock, $1.25 par value				1672.08				I		ESOSP	F5
0001181431-10-048504	1147636	Common Stock, $1.25 par value				840.81				I		ESOSP	F5
0001246360-10-003261	1132195	Class A Common Stock				800.0				I		As Custodian for minor grandchildren	
0001144204-10-051793	1133473	Common Stock				561000.0				I		See Footnote	F2
0001144204-10-051793	1133474	Common Stock				240000.0				I		See Footnote	F2
0001284455-10-000018	1171872	Common Stock				2999.0				I		by Spouse	
0001127602-10-024134	1055137	Common Stock, $0.01, Par Value				306538.0				I		Richard G. Wolford, Ttee Trust U/a March 19, 2003	
0001127602-10-024132	1170215	Common Stock, $0.01, Par Value				33521.0	F4			I		401(k)	
0001127602-10-024131	1159809	Common Stock, $0.01, Par Value				18182.0	F4			I		401(k)	
0001127602-10-024129	1157159	Common Stock, $0.01, Par Value				6271.0	F4			I		401(k)	
0001127602-10-024128	1179103	Common Stock, $0.01, Par Value				6370.0	F4			I		401(k)	
0001127602-10-024127	1156187	Common Stock, $0.01, Par Value				4929.0	F4			I		401(k)	
0001127602-10-024126	1089501	Common Stock, $0.01, Par Value				6351.0	F4			I		401(k)	
0001127602-10-024123	1060966	Common Stock				6000.0				D			
0001465194-10-000001	1081425	Common Stock				112.0				I		Held by Trustee of Reliance Steel & Aluminum Co. Employee Stock Ownership Plan	
0001465194-10-000001	1081424	Common Stock				4863.0				I		Held by Trustee of Reliance Steel & Aluminum Co. 401(k) Plan	
0001127602-10-024121	1057946	Common Stock				17500.0				D			
0001127602-10-024119	1157537	Common Stock				4000.0				D			
0001140361-10-039164	1202166	Common Stock				2000.0				I	F1	By Daughter	
0001140361-10-039164	1202165	Common Stock				540.0				I	F1	By Son in Trust	
0001140361-10-039164	1202164	Common Stock				38471.0				D		By Son	
0001140361-10-039164	1202173	Class B Common Stock				6000.0				I	F1	By Trust	
0001140361-10-039164	1202168	Common Stock				540.0				I	F1	By Daughter	
0001140361-10-039164	1202169	Common Stock				540.0				I	F1	By Schermer Investment Partnership	
0001140361-10-039164	1202170	Class B Common Stock				512970.0				D		By Spouse	
0001140361-10-039164	1202174	Class B Common Stock				4000.0				I	F1		
0001140361-10-039164	1202175	Class B Common Stock				55010.0				I	F1		
0001140361-10-039164	1202171	Class B Common Stock				1163966.0				I	F2, F3	By Son in Trust	
0001140361-10-039164	1202167	Common Stock				540.0				I	F1	By Daughter	
0001140361-10-039164	1202172	Class B Common Stock				6000.0				I	F1	By Daughter in Trust	
0001127602-10-024115	1115663	Common Stock	F1			54222.09				D			
0001127602-10-024113	1126795	Common Stock				4000.0				D			
0001127602-10-024111	1197527	Common Stock				9637.19				D			
0001127602-10-024109	1058379	Common Stock				15000.0				D			
0001127602-10-024107	1156233	Common Stock	F1			7850.83				D			
0001127602-10-024105	1066308	Common Stock				5000.0				D			
0001127602-10-024103	1067689	Common Stock				30000.0				D			
0001181431-10-048490	1129368	Common Stock				12500.0				I		By Trust	F2
0001049606-10-000029	1147230	Class A Common Stock $0.01 par value				755104.0				I		by NL	F2
0001049606-10-000029	1147229	Class A Common Stock $0.01 par value				26400.0				I		by Spouse	F1
0001140361-10-039163	1212243	Common Stock				95046.0				D		By Son	
0001140361-10-039163	1212244	Common Stock				200.0				I		By Son	
0001140361-10-039163	1212245	Common Stock				200.0				I			
0001140361-10-039163	1212246	Common Stock				5804.0				D			
0001179110-10-014403	1073265	Common Stock				737345.0				D		By the Jaime Mateus-Tique 2009 GRAT	
0001179110-10-014403	1073266	Common Stock				700000.0				I		By the Mateus-Tique Foundation	
0001179110-10-014403	1073267	Common Stock				20400.0				I			
0001425226-10-000006	1111068	Common stock, par value $0.001				1272728.0				I		"Vedanta Opportunities Fund, L.P. (""VOF"")"	F1
0001225208-10-021591	1065786	Common Stock				200.0				I		By Trusts for Daughters	
0001225208-10-021591	1065785	Common Stock				1200.0				I		By Trust	
0001225208-10-021589	1110916	Common Stock				545.0				I		As Custodian for Son	
0001225208-10-021589	1110915	Common Stock				545.0				I		As Custodian for Daughter	
0001425226-10-000005	1152104	Common stock, par value $0.001				1272728.0				I		"Vedanta Opportunities Fund, L.P. (""VOF"")"	F1
0001079974-10-000523	1078700	Common Stock				238833.0				D			
0001235110-10-000205	1103579	Class A Common Stock				0.0				D			
0000919574-10-005711	1071414	Common Shares, $0.10 par value				3095509.0				I		See Footnote	F2
0000919574-10-005711	1071415	Common Shares, $0.10 par value				189081.0				I		See Footnote	F3
0001425226-10-000004	1095847	Common stock, par value $0.001				1272728.0				D	F1		
0001209191-10-048042	1069946	Shares of Common Stock, $0.001 par value				2154686.0	F1			D	F2		
0001209191-10-048041	1078282	Common Stock				4800.0				I		By Parent	
0001209191-10-048041	1078283	Common Stock				2160.0				I			
0001209191-10-048041	1078281	Common Stock				5208.0				D		By Spouse	
0001209191-10-048040	1165711	Common Shares				1800.0				I		By Spouse	
0001140361-10-039158	1161423	Common Stock				82999.0				D			
0001140361-10-039156	1138699	Common Stock				38814.0				D			
0001140361-10-039154	1057581	Common Stock, $0.01 par value				7853.0				D	F1		
0001140361-10-039151	1164866	Common Stock				37991.0				D			
0001487101-10-000002	1148038	Common stock, par value $0.001				3068184.0				I		Corporate Office Properties, L.P.	F1
0001140361-10-039149	1071888	Common Stock				331334.0				D			
0001487101-10-000001	1078622	Common stock, par value $0.001				3068184.0				I		Corporate Office Properties, L.P.	F1
0001140361-10-039148	1129826	Common Stock	F1			0.0				D			
0001140361-10-039147	1090558	Common Stock				41644.0	F1			D			
0001249323-10-000164	1072610	Common Stock				240.0				I			
0001249323-10-000164	1072609	Common Stock				240.0				I		by Trust3	F4
0001249323-10-000164	1072608	Common Stock				7500.0				D		by Trust2	F3
0000921895-10-001429	1074547	Common Stock, $0.01 par value per share	F1			5196676.0				I		By Baker Street Capital L.P.	F2
0001095600-10-000048	1126974	Common Stock				1000.0				I		by Trust	
0001502107-10-000002	1116480	Common stock, par value $0.001				590910.0				I		Thunderclap Holdings, LLC	F1
0001502107-10-000002	1116479	Common stock, par value $0.001				1659092.0				I		GEF Capital Company Holdings, LLC	F1
0001019687-10-003543	1156841	Common Stock				700000.0				D			
