ACCESSION_NUMBER	OWNERSIGNATURENAME	OWNERSIGNATUREDATE
0001225208-10-021595	Karen W. Stanfield, POA	30-SEP-2010
0001225208-10-021594	Karen W. Stanfield, POA	30-SEP-2010
0000885590-10-000048	By: Angie Palmer For: J. Michael Pearson	30-SEP-2010
0001418812-10-000069	/s/ G. Mason Morfit, Member, VA Partners I, LLC	30-SEP-2010
0001209191-10-048124	Charles J. Filipi, M.D.	30-SEP-2010
0001181431-10-048574	/s/ Kathleen M. Salmas, Attorney-in-fact for Aulana L. Peters	30-SEP-2010
0001140361-10-039182	/s/ William Alberts by Power of Attorney	30-SEP-2010
0001418812-10-000068	VALUEACT HOLDINGS GP, LLC, By:/s/ George F. Hamel. Jr., Chief Operating Officer	30-SEP-2010
0001418812-10-000068	VALUEACT CAPITAL MANAGEMENT, LLC, By:/s/ George F. Hamel. Jr., Chief Operating Officer	30-SEP-2010
0001418812-10-000068	VALUEACT CAPITAL MASTER FUND, L.P., By:  VA PARTNERS I, LLC, its General Partner, By:/s/ George F. Hamel. Jr., Chief Operating Officer	30-SEP-2010
0001418812-10-000068	VALUEACT HOLDINGS, L.P., By:  VALUEACT HOLDINGS GP, LLC, its General Partner, By:/s/ George F. Hamel. Jr., Chief Operating Officer	30-SEP-2010
0001418812-10-000068	VA PARTNERS I, LLC, By:/s/ George F. Hamel. Jr., Chief Operating Officer	30-SEP-2010
0001418812-10-000068	VALUEACT CAPITAL  MANAGEMENT, L.P., By:  VALUEACT CAPITAL MANAGEMENT, LLC, its General Partner, By:/s/ George F. Hamel. Jr., Chief Operating Officer	30-SEP-2010
0001209191-10-048123	/s/ Adam Gray, Manager of Coliseum Capital Management, LLC	30-SEP-2010
0001181431-10-048572	/s/ Kathleen M. Salmas, Attorney-in-fact for Lewis W. Coleman	30-SEP-2010
0001181431-10-048571	/s/ Kathleen M. Salmas, Attorney-in-fact for Thomas B. Fargo	30-SEP-2010
0001181431-10-048570	/s/ Kathleen M. Salmas, Attorney-in-fact for Vic Fazio	30-SEP-2010
