ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001181431-06-039566	1760353	.001 Par Value Common Stock				26353.0				D			
0001181431-06-039565	1874926	.001 Par Value Common Stock				67637.0				D			
0001181431-06-039564	1625170	.001 Par Value Common Stock				50000.0				D			
0001181431-06-039563	1859595	.001 Par Value Common Stock				451167.0				D			
0001181431-06-039562	1760507	.001 Par Value Common Stock				50000.0				D			
0001181431-06-039561	1648486	.001 Par Value Common Stock				795101.0				D			
0001181431-06-039560	1559104	.001 Par Value Common Stock				300000.0	F1			D			
0001181431-06-039559	1563014	.001 Par Value Common Stock				500000.0				D			
0001181431-06-039558	1848209	.001 Par Value Common Stock				750000.0				D			
0001181431-06-039557	1786388	.001 Par Value Common Stock				800000.0				D			
0001181431-06-039556	1690679	.001 Par Value Common Stock				700000.0				D			
0001181431-06-039538	1539045	Class A Common Stock				8255.0				I		By Limited Partnership I	
0001181431-06-039538	1539044	Class A Common Stock				13358.0				I		By Trust	
0000081061-06-000100	1647685	Common Stock				384196.0				I		By Spouse	
0000081061-06-000100	1647684	Common Stock				94653.0	F1			I		By Living Trust	
0000081061-06-000100	1647683	Common Stock				63407.02				I		By ESOP	
0000081061-06-000100	1647682	Common Stock				1294959.0				D			
0000081061-06-000100	1647686	Common Stock				228.35				I		By 401(k)	
0001181431-06-039537	1695182	Class A Common Stock				13358.0				I		By Trust	
0001181431-06-039537	1695183	Class A Common Stock				8255.0				I		By Limited Partnership I	
0001181431-06-039536	1636062	Class A Common Stock				8255.0				I		By Limited Partnership I	
0001181431-06-039536	1636061	Class A Common Stock				13358.0				I		By Trust	
0001181431-06-039535	1547458	Class A Common Stock				13358.0				I		By Trust	
0001181431-06-039535	1547459	Class A Common Stock				8255.0				I		By Limited Partnership I	
0001181431-06-039534	1622071	Class A Common Stock				8255.0				I		By Limited Partnership I	
0001181431-06-039534	1622070	Class A Common Stock				13358.0				I		By Trust	
0001181431-06-039532	1484197	Class A Common Stock				13358.0				I		By Trust	
0001181431-06-039532	1484198	Class A Common Stock				8255.0				I		By Limited Partnership I	
0001181431-06-039531	1528959	Class A Common Stock				8255.0				I		By Limited Partnership I	
0001181431-06-039531	1528958	Class A Common Stock				13358.0				I		By Trust	
0001181431-06-039530	1776427	Class A Common Stock				8255.0				I		By Limited Partnership I	
0001181431-06-039530	1776426	Class A Common Stock				13358.0				I		By Trust	
0001181431-06-039529	1714184	Class A Common Stock				15245.0				I		By Limited Partnership II	
0001181431-06-039529	1714183	Class A Common Stock				13358.0				I		By Trust	
0001181431-06-039528	1520571	Class A Common Stock				13358.0				I		By Trust	
0001181431-06-039528	1520572	Class A Common Stock				15245.0				I		By Limited Partnership II	
0001181431-06-039527	1758285	Class A Common Stock				13358.0				I		By Trust	
0001181431-06-039527	1758286	Class A Common Stock				15245.0				I		By Limited Partnership II	
0001181431-06-039526	1700389	Class A Common Stock				15245.0				I		By Limited Partnership II	
0001181431-06-039526	1700388	Class A Common Stock				13358.0				I		By Trust	
0001181431-06-039525	1929055	Class A Common Stock				13358.0				I		By Trust	
0001181431-06-039525	1929056	Class A Common Stock				15245.0				I		By Limited Partnership II	
0001181431-06-039524	1905529	Class A Common Stock				15245.0				I		By Limited Partnership II	
0001181431-06-039524	1905528	Class A Common Stock				13358.0				I		By Trust	
0001181431-06-039523	1737052	Class A Common Stock				13358.0				I		By Trust	
0001181431-06-039523	1737053	Class A Common Stock				15245.0				I		By Limited Partnership II	
0001181431-06-039522	1596994	Class A Common Stock				15245.0				I		By Limited Partnership II	
0001181431-06-039522	1596993	Class A Common Stock				13358.0				I		By Trust	
0001181431-06-039521	1843265	Class A Common Stock				15245.0				I		By Limited Partnership II	
0001181431-06-039521	1843264	Class A Common Stock				10424.0				I		By Limited Partnership I	
0001181431-06-039520	1636976	Class A Common Stock				15245.0				I		By Limited Partnership II	
0001181431-06-039520	1636975	Class A Common Stock				10424.0				I		By Limited Partnership I	
0001181431-06-039519	1789513	Class A Common Stock				10424.0				I		By Limited Partnership I	
0001181431-06-039519	1789514	Class A Common Stock				15245.0				I		By Limited Partnership II	
0001181431-06-039518	1796630	Class A Common Stock				15245.0				I		By Limited Partnership II	
0001181431-06-039518	1796629	Class A Common Stock				10424.0				I		By Limited Partnership I	
0001181431-06-039517	1637578	Class A Common Stock				15245.0				I		By Limited Partnership II	
0001181431-06-039517	1637577	Class A Common Stock				10424.0				I		By Limited Partnership I	
0001181431-06-039516	1598936	Class A Common Stock				10424.0				I		By Limited Partnership I	
0001181431-06-039516	1598937	Class A Common Stock				15245.0				I		By Limited Partnership II	
0001181431-06-039515	1898294	Class A Common Stock				10424.0				I		By Limited Partnership I	
0001181431-06-039515	1898295	Class A Common Stock				15245.0				I		By Limited Partnership II	
0001181431-06-039510	1894616	Common Stock				7714.0				D			
0001181431-06-039509	1492205	Common Stock				4992.0				D			
0001181431-06-039508	1847205	Common Stock				3419.0				D			
0001181431-06-039507	1878093	Common Stock				1000.0				D			
0001181431-06-039506	1781534	Common Stock				10205.0				D			
0001181431-06-039506	1781533	Common Stock				41922.0	F3			I		See footnote.	F3
0001181431-06-039505	1906497	Common Stock				1703.0				D			
0001181431-06-039505	1906496	Common Stock				500.0				I		See footnote.	F3
0001181431-06-039504	1945014	Common Stock				5039.0				D			
0001181431-06-039504	1945013	Common Stock				4285.6				I		See footnote.	F3
0001181431-06-039503	1894752	Common Stock				10520.0				D			
0001181431-06-039502	1896841	Common Stock				2995.0				D			
0001181431-06-039501	1719806	Common Stock				3093.0				D			
0001181431-06-039496	1515913	Common Stock				3640.0				I		By spouse	
0001181431-06-039496	1515912	Common Stock				72500.0				I		By El Capitan Investors, L.P.	
0001181431-06-039495	1734047	Common Stock				3640.0				I		By spouse	
0001181431-06-039495	1734046	Common Stock				72500.0				I		By El Capitan Investors, L.P.	
