ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001415889-18-001858	386003	Common Stock				1174540.0				I		By Sudbury Holdings, LLC	
0001415889-18-001858	386004	Common Stock				710715.0				D			
0000899243-18-032000	373186	Common Stock, par value $0.01 per share				20192514.0				I		See Footnotes	F3, F2, F5, F6, F4
0000899243-18-032000	373187	Common Stock, par value $0.01 per share				150124.0				I		See Footnotes	F3, F2, F5, F4, F7
0000899243-18-032000	373188	Common Stock, par value $0.01 per share				193341.0				I		See Footnotes	F3, F2, F5, F4, F8
0001209191-18-064424	331949	Common Stock				5000.0				I		Held by the NFS/FMTC IRA for the benefit of Adam Malamed	
0001209191-18-064424	331950	8.00% Series A Cumulative Redeemable Preferred Stock				4000.0	F2			D			
0001127602-18-037607	276521	Common Stock				7183580.0				D		By Limited Liability Company	F4
0001127602-18-037607	276522	Common Stock				1415891131.0				I			
0001127602-18-037606	274044	Common Stock				10557224.0				D		By Limited Liability Company	F4
0001127602-18-037606	274045	Common Stock				1415891131.0				I			
0001127602-18-037605	324931	Common Stock				3347254.32				D		By Limited Liability Company	F4
0001127602-18-037605	324932	Common Stock				1415891131.0				I			
0000899243-18-031999	366961	Common Units				925634.0				D			
0000899243-18-031997	321368	Common Units				925634.0				I		See Footnote	F2, F1
0001225208-18-017079	306118	Common Stock				100000.0				I		2016 Dyer Mayer Family Delaware Trust	
0001225208-18-017078	342685	Common Stock				100000.0				I		2016 Dyer Mayer Family Delaware Trust	
0001510192-18-000138	327982	Common Stock				1022379.0				I		By R&A Matros Revocable Trust	
0001144204-18-066792	340663	Common Stock				57334.0				I		Ernest W. Purcell & Anne M. Purcell JTTENN	F2
0001225208-18-017077	318918	Common Stock				2133.0	F1			D			
0001144204-18-066790	307789	Common Stock				10400.0				I		HZ Investments Family LP	F3
0001493152-18-018146	308922	Common Stock				26717.0	F2			I		IRA/Pension	
0001493152-18-018146	308925	Common Stock				305.0	F2			I		Spouse	
0001493152-18-018146	308924	Common Stock				665.0	F2			I		As Trustee	
0001493152-18-018146	308923	Common Stock				1122.0	F2			I		Spouse IRA	
0001144204-18-066788	277706	Common Stock				54856.0				I		J. Carr & Stephanie V. Bettis Revocable Trust, Dated 1/1/03	F4
0001144204-18-066788	277705	Common Stock				18600.0				I		Carr Bettis IRA	F3
0001144204-18-066788	277704	Common Stock				508988.0				I		CSB IV US Holdings LLC	F2
0001144204-18-066787	339056	Common Stock				3456.0				I	F1	Spouse	
0001127602-18-037604	304267	Common Stock				100.0				I		Wife	
0001726978-18-000061	348353	Class A Common Stock	F4			757890.0				D			
0001726978-18-000061	348352	Class B Common Stock	F3, F4			182349.0				D			
0001726978-18-000060	277626	Class B Common Stock	F3, F4			182349.0				D			
0001726978-18-000060	277627	Class A Common Stock	F4			749317.0				D			
0001726978-18-000058	361181	Class A Common Stock				238402.0				I		By Colby 2014 Family Trust	
0001726978-18-000058	361180	Class B Common Stock				858166.0				I		By Trust	F3
0001209191-18-064414	378596	Common stock				14692.0				I		Held by Shane A. Canekeratne IDI Trust	
0001209191-18-064414	378595	Common Stock				14692.0				I		Held by Kavan A. Canekeratne IDI Trust	
0001209191-18-064414	378592	Common Stock				186261.0				I		Held by Spouse	
0001209191-18-064414	378593	Common Stock				41110.0				I		Held by Kris Canekeratne Irreovocable Trust	
0001209191-18-064414	378594	Common Stock				41110.0				I		Held by Irrevocable Trust of spouse	
0001562180-18-005131	279703	Common Stock				1414.0				D		By 401(k)/ESOP	
0001562180-18-005131	279704	Common Stock				18.0				I			
0001209191-18-064412	291332	Common Voting Shares, $.01 par value per share				51000.0				D			
0001209191-18-064411	355958	Common Voting Shares, $.01 par value per share				617315.0				D			
0001437749-18-022839	348757	Common Stock				114415.0				I		Via Rui Jin (HK) Consulting Management Company Limited	
0001437749-18-022839	348756	Common Stock				4527345.0				I		Via Panacea Venture Healthcare Fund I L.P.	F1
