ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001140361-10-014564	1262570	Common Stock				3200.0	F3			I		By spouse	
0000854560-10-000008	1255722	Common stock				6317.0				D		Spouse's 401(k) Plan	
0000854560-10-000008	1255723	Common stock				814.0				I			
0001179110-10-006200	1235749	Common Stock				83325.0	F3			D		In Trust with Wife	F1
0001179110-10-006200	1235750	Common Stock				420249.0				I		In Trust for Children	F2
0001179110-10-006200	1235751	Common Stock				60769.0				I			
0001179110-10-006196	1302959	common shares				25050.0				I		"by ""Claudia Gelfond Trust"""	
0001179110-10-006196	1302960	common shares				128750.0				I		"by ""Richard Gelfond IRA"""	
0001179110-10-006196	1302958	common shares				25050.0				I		"by ""Pamela Gelfond Trust"""	
0001179110-10-006196	1302957	common shares				50000.0				I		"by ""Gelfond 2001 Children's Trust"""	
0001179110-10-006195	1394472	common shares				150000.0				I		"by ""spouse"""	
0001179110-10-006195	1394473	common shares				275000.0				I		"by ""BJW Affiliates, EFS"""	
0000854560-10-000007	1377739	Common stock				6317.0				D		Spouse's 401(k) Plan	
0000854560-10-000007	1377740	Common stock				814.0				I			
0001181431-10-019120	1388075	Common Stock				1000.0				D			
0001181431-10-019119	1333880	Common Stock				0.0				D			
0001181431-10-019118	1340493	Common Stock				0.0				D			
0001181431-10-019117	1345208	Common Stock				0.0				D			
0001013594-10-000497	1227924	Common Stock				303900.0				D	F2, F5, F4		
0001013594-10-000497	1227925	Common Stock				820257.0				I			
0001013594-10-000497	1227923	Common Stock				5872556.0				D	F5, F4, F1	See	F3, F5, F4
0001181431-10-019114	1394738	Common Stock				0.0				D			
0001181431-10-019113	1238537	Common Stock				1919.0				D			
0001181431-10-019112	1242048	Common Stock				0.0				D			
0001181431-10-019111	1481810	Common Stock				7572.0				D			
0001181431-10-019110	1482463	Common Stock				0.0				D			
0001181431-10-019109	1462288	Common Stock				12475.0				D			
0001181431-10-019108	1296982	Common Stock				2995.0				D			
0001193805-10-000912	1290069	Class B Common Stock, par value $0.01				5000.0				D	F1		
0000854560-10-000006	1234385	Common stock				8906.0				D		401(k) Plan	
0000854560-10-000006	1234386	Common stock				3240.0				I			
0000075362-10-000046	1439621	COMMON STOCK				7674.0				D			
0000075362-10-000045	1383251	COMMON STOCK				10377.0				D			
0001079973-10-000414	1284444	Common Stock				24700000.0				I		By Stevens Family Trust as Trustee	
0001079973-10-000414	1284443	Common Stock				8663509.0				I		By Technology Partners LLC as a member	
0001079973-10-000413	1440378	Common Stock				24700000.0				I		By Enright Family Trust as Trustee	
0001079973-10-000413	1440377	Common Stock				8663509.0				I		By Technology Partners LLC as a member	
0000909518-10-000213	1244421	Common Shares				2452215.0				D			
0001246360-10-001723	1314327	Class A Common Stock				40000.0				D			
0000854560-10-000005	1325077	Common stock				6630.0				I		Spouse's Account	
0001209191-10-019553	1262347	Common Stock				102613500.0				D			
