ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001209191-08-039516	1528394	Common Stock				315300.0				D			
0001209191-08-039512	1857908	Common Stock, par value $0.001 per share				100000.0				D			
0001209191-08-039508	1497624	Common Stock, par value $0.001 per share				100000.0				I		See Footnote	F1
0001209191-08-039506	1808098	Common Stock, par value $0.001 per share				6000000.0				D		See Footnote	F2
0001209191-08-039506	1808099	Common Stock, par value $0.001 per share				100000.0	F1			I			
0001209191-08-039505	1697379	Common Stock, par value $0.001 per share				6000000.0				I		See Footnote	F1
0001209191-08-039505	1697380	Common Stock, par value $0.001 per share				100000.0				I		See Footnote	F2
0001181431-08-041017	1816425	Common Stock				51922.0	F3			I		See footnote.	F3
0001181431-08-041017	1816426	Common Stock				12357.0				D			
0001181431-08-041016	1686448	Common Stock				1000.0				D			
0001181431-08-041015	1525847	Common Stock				1236.0				I		See footnote.	F3
0001181431-08-041015	1525848	Common Stock				2683.0				D			
0001181431-08-041014	1927787	Common Stock				2995.0				D			
0001181431-08-041013	1932131	Common Stock				12729.0				D			
0001181431-08-041012	1945369	Common Stock				7572.0				D			
0001181431-08-041011	1619954	Common Stock				1919.0				D			
0001181431-08-041008	1538054	Common Stock				0.0				D			
0001209191-08-039499	1818979	Ordinary Shares				1221555.0				D			
0001181431-08-040997	1524578	Common Stock				725523.0				I		By MD Medina Investment, LLC and  Communication Investors Group	F1, F2
0001209191-08-039497	1726230	Common Stock				4500.0	F2			D			
0001209191-08-039497	1726229	Common Stock				45000.0	F1			D			
0001181431-08-040995	1692100	Common Stock				116810.0	F2			I		By RBG & RS, LLC	F3
0001181431-08-040995	1692099	Common Stock				116810.0	F2			I		By EGG & RS, LLC	F3
0001181431-08-040995	1692098	Common Stock				116810.0	F2			I		By BES & RS, LLC	F3
0001181431-08-040995	1692097	Common Stock				800000.0	F2			I		By The RLS Trust	F3
0001429396-08-000143	1746472	Common Stock				43440.0				I		by HJ Skipping Trust	F7
0001429396-08-000143	1746473	Common Stock				43440.0				I			
0001429396-08-000143	1746470	Common Stock				1329.0				D		GPH Exempt GST	F5
0001429396-08-000143	1746471	Common Stock				43440.0				I		HJ Exempt GST	F6
0001209191-08-039494	1908923	Common Stock				24187.0				I		family trust	F1
0001181431-08-040993	1916935	Common Stock				1214808.0				I		By WB Investors	F2
0001209191-08-039483	1661207	Common Stock				24187.0				I		family trust	F1
0001209191-08-039478	1638207	6.02% Senoir Note, Series F due 2013						40000000.0		D			
0001209191-08-039477	1490690	Floating Rate Series L Senior Note due 2013						75000000.0		D			
0000893877-08-000298	1794810	Common Stock				2450.0				I		By trust	
0001209191-08-039474	1742503	Common Stock				2716.0				D			
0001209191-08-039473	1950389	Common Stock				2716.0				D			
0001181431-08-040981	1882805	Common Stock				4400.0				I		As UGMA Custodian for children	F2
0001181431-08-040981	1882806	Common Stock				600.0				I		As UGMA Custodian for nephew	F2
0001324592-08-000097	1831995	Common Units Representing Limited Partnership Interests				120086279.0				I	F1	By DFIDH	F2
0001324592-08-000097	1831996	Common Units Representing Limited Partnership Interests				5918200.0				I	F3	By 1998 Trust	
0001324592-08-000097	1831997	Common Units Representing Limited Partnership Interests				7208357.0				I	F3	By 2000 Trust	
0001324592-08-000097	1831998	Common Units Representing Limited Partnership Interests				13454498.0				I	F4	By EGPH	
0001324592-08-000097	1831999	Common Units Representing Limited Partnership Interests				487100.0				I	F5	By DD Securities	
0001324592-08-000097	1832000	Common Units Representing Limited Partnership Interests				1047922.0				D	F8		
0001181431-08-040979	1567032	Common Stock				2480.0				I		By trust	F2
0001181431-08-040979	1567031	Common Stock				2480.0				I		By trust	F2
0000921895-08-001946	1629509	Common Stock				5555.0				I		By Spouse	
0001181431-08-040977	1636025	Common Shares				528545.0				I		By Crescendo Partners III, LLC.	F2
