ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001181431-06-055520	1845151	Class A Common Stock				1841.0				I		By Trust	
0001181431-06-055520	1845152	Class A Common Stock				8255.0				I		By Limited Partnership I	
0001219119-06-000220	1756039	Common Stock				43440.0				I		HJ Exempt GST	F6
0001219119-06-000220	1756040	Common Stock				43440.0				I		by HJ Skipping Trust	F7
0001219119-06-000220	1756038	Common Stock				43440.0				I		GPH Exempt GST	F5
0001181431-06-055511	1701072	Class A Common Stock				1841.0				I		By Trust	
0001181431-06-055511	1701073	Class A Common Stock				8255.0				I		By Limited Partnership I	
0001181431-06-055505	1864329	Class A Common Stock				1841.0				I		By Trust	
0001181431-06-055505	1864330	Class A Common Stock				8255.0				I		By Limited Partnership I	
0001181431-06-055502	1814501	Class A Common Stock				8255.0				I		By Limited Partnership I	
0001181431-06-055502	1814500	Class A Common Stock				1841.0				I		By Trust	
0001337459-06-000072	1674988	Common Stock				1188.22				I		By 401(k) Plan	F2
0001181431-06-055501	1619914	Class A Common Stock				8255.0				I		By Limited Partnership I	
0001181431-06-055501	1619913	Class A Common Stock				1841.0				I		By Trust	
0001181431-06-055497	1865222	Class A Common Stock				8255.0				I		By Limited Partnership I	
0001181431-06-055497	1865221	Class A Common Stock				1841.0				I		By Trust	
0001181431-06-055496	1898817	Class A Common Stock				8255.0				I		By Limited Partnership I	
0001181431-06-055496	1898816	Class A Common Stock				1841.0				I		By Trust	
0001181431-06-055495	1766109	Class A Common Stock				8255.0				I		By Limited Partnership I	
0001181431-06-055495	1766108	Class A Common Stock				1841.0				I		By Trust	
0001181431-06-055494	1704105	Class A Common Stock				8255.0				I		By Limited Partnership I	
0001181431-06-055494	1704104	Class A Common Stock				1841.0				I		By Trust	
0001181431-06-055493	1746386	Class A Common Stock				8255.0				I		By Limited Partnership I	
0001181431-06-055493	1746385	Class A Common Stock				1841.0				I		By Trust	
0001181431-06-055492	1721537	Common Stock				295.0				I			
0001181431-06-055492	1721536	Common Stock				432710.0				I		Avalon Portfolio, LLC	F2
0001181431-06-055492	1721535	Common Stock				600970.0				D		Theodore Waitt 2003 GRAT II	
0001181431-06-055491	1603796	Class A Common Stock				1841.0				I		By Trust	
0001181431-06-055491	1603797	Class A Common Stock				15245.0				I		By Limited Partnership II	
0001181431-06-055490	1823003	Class A Common Stock				15245.0				I		By Limited Partnership II	
0001181431-06-055490	1823002	Class A Common Stock				1841.0				I		By Trust	
0001181431-06-055487	1838096	Class A Common Stock				15245.0				I		By Limited Partnership II	
0001181431-06-055487	1838095	Class A Common Stock				1841.0				I		By Trust	
0001181431-06-055486	1740009	Class A Common Stock				15245.0				I		By Limited Partnership II	
0001181431-06-055486	1740008	Class A Common Stock				1841.0				I		By Trust	
0001181431-06-055485	1920602	Class A Common Stock				15245.0				I		By Limited Partnership II	
0001181431-06-055485	1920601	Class A Common Stock				1841.0				I		By Trust	
0001337459-06-000071	1506677	Common Stock				1033.61				I		By 401(k) Plan	F2
0001181431-06-055483	1648946	Class A Common Stock				15245.0				I		By Limited Partnership II	
0001181431-06-055483	1648945	Class A Common Stock				1841.0				I		By Trust	
0001181431-06-055480	1587177	Class A Common Stock				15245.0				I		By Limited Partnership II	
0001181431-06-055480	1587176	Class A Common Stock				1841.0				I		By Trust	
0001181431-06-055479	1516054	Class A Common Stock				1841.0				I		By Trust	
0001181431-06-055479	1516055	Class A Common Stock				15245.0				I		By Limited Partnership II	
0001181431-06-055478	1862436	Class A Common Stock				15245.0				I		By Limited Partnership II	
0001181431-06-055478	1862435	Class A Common Stock				1841.0				I		By Trust	
0001181431-06-055477	1838894	Class A Common Stock				15245.0				I		By Limited Partnership II	
0001181431-06-055477	1838893	Class A Common Stock				1841.0				I		By Trust	
0001181431-06-055475	1811113	Common Stock				7714.0				D			
0001181431-06-055474	1627542	Common Stock				4992.0				D			
0001181431-06-055473	1498751	Common Stock				3419.0				D			
0001181431-06-055472	1914925	Common Stock				1000.0				D			
0001181431-06-055471	1635547	Common Stock				10205.0				D			
0001181431-06-055471	1635546	Common Stock				41922.0	F3			I		See footnote.	F3
0001181431-06-055470	1726109	Common Stock				1703.0				D			
0001181431-06-055470	1726108	Common Stock				500.0				I		See footnote.	F3
0001181431-06-055468	1853518	Common Stock				4285.6				I		See footnote.	F3
0001181431-06-055468	1853519	Common Stock				5039.0				D			
0001181431-06-055467	1946129	Common Stock				10520.0				D			
